	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
235	49	 David Laro	 November 2, 1992	 President George H.W. Bush	N / A	N / A	N / A	 Winegarden, Booth, Shedd and Laro (1970-1975); Laro & Borgeson (1975-1986); David Laro, Attorney at Law (1986-1992); Of Counsel, Dykema Gossett PLLC (1989-1990)	 State Bar of Michigan
246	50	 David R. Hang	N / A	N / A	N / A	N / A	N / A	N / A	N / A
245	51	 David R. Hansen —	N / A	N / A	N / A	N / A	N / A	N / A	N / A
138	52	 Deborah A. Robinson	 July 1988	N / A	N / A	N / A	N / A	N / A	 American Bar Association; The William B. Bryant American Inn of Court, The American Inns of Court; The Bar Association of the District of Columbia; The District of Cohzmbia Bar ,
192	53	 Delissa A. Ridgway	 May 29, 1998	 President William J. Clinton	N / A	 Chairperson, Foreign Claims Settlement Commission of the	N / A	 Shaw, Pittman, Potts & Trowbridge (1979-1994)	 American Bar Association; American Bar Foundation, American Bar Association; National Conference of Federal Trial Judges, American Bar Association; The American Law Institute; The Association of the Bar of the City of New York; Federal Bar Association; The Foundation of the Federal Bar Association, Federal Bar Association; Women’s Bar Association of the District of Columbia
254	54	 Dennis Jacobs, United:	N / A	N / A	N / A	N / A	N / A	N / A	N / A
20	55	 Dennis W. Dohnal	 January 31, 2000	N / A	N / A	 Assistant United States Attorney (1971-1974)	N / A	 Private Practice (1974-2000)	N / A
131	56	 Dorothy W. Nelson:	N / A	N / A	N / A	N / A	N / A	N / A	N / A
27	57	 Douglas 0. Tig Term Expires: August 201%	 September 3, 1987	N / A	N / A	 Attorney, Office of the Regional Counsel, Internal Revenue Frieden (1989-1995)	N / A	 Williams, Worrell, Kelly & Greer (1977-1989); Faggert & Government: Attorney, Office of the Regional Counsel, Internal Revenue Frieden (1989-1995) Service, United States Department of the Treasury (1961-1970) 	 American Bankruptcy Institute: American College of Bankruptcy; National Conference of Bankruptcy Judges Statf Law Clerk Michael Lotito ..........0........2...00- (757) 222-7480 Began Service: August 2010 : Term Expires: August 2011 . E-mail: michael_lotito@vaeb.uscourts.gov : Career Law Clerk Heather Berry.............-.-.-... (757) 222-7480 E-mail: heather_berry@vacb uscourts.gov Education: Richmond 2002 JD
22	58	 Douglas E. Miller	N / A	N / A	N / A	N / A	N / A	N / A	N / A
258	59	 Edith Hollan Jones,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
44	60	 Edward F Shea	 May 28, 1998	 President William J. Clinton	N / A	 Chair, Boundary Review Board, County of Franklin,	N / A	 Associate Attorney, Peterson, Taylor & Day (1971-1974); Partner, Peterson, Taylor Day & Shea (1974-1978); Partner, Peterson & Shea (1978-1980); Partner, Shea, Kuffel & Lindsay (1980-1984); Partner, Shea, Kuffel, Lindsay & Flynn (1984-1987), Partner, Shea & Kauftfel (1987-1994); Partner, Shea, Kuffei & Klashke (1994-1996); Partner, Shea, Kuffel, Klashke & Shea (1997-1998)	 American Bar Association; American Bar Foundation, American Bar Association; Benton-Franklin Bar Association; Federal Bar Association, Washington State Bar Association
167	61	 Edward J. Damich.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
226	62	 Elizabeth Crewson Paris	N / A	N / A	N / A	N / A	N / A	N / A	N / A
124	63	 Ellen Segal Huvelle 1-1989); Associate 	N / A	N / A	N / A	N / A	N / A	N / A	N / A
166	64	 Emily Clark Hewitt	 March 11, 2009	 President Barack Obama	N / A	 General Counsel, United States General Services	N / A	 Associate, Hill & Barlow (1978-1985); Partner, Hill & | Barlow (1985-1993); Chair, Real Estate Department, Hill & Barlow | (1987-1993)	 American Bar Association; Federal Bar Association; National Association of Women Judges; Women’s Bar Association of the District of Cohumbia
120	65	 Emmet G. Sullivan	 June 15, 1994	 President William J. Clinton	N / A	N / A	 Associate Judge, Superior Court of the District of Columbia (1984-1992): Associate Judge, District of Columbia Court of Appeals (1992-1994)	 Law Clerk, Neighborhood Legal Services Program (1971-1972); Associate, Houston and Gardner (1973-1974); Partner, Houston and Gardner (1974-1980); Partner, Houston, Sullivan and Gardner (1980-1984)	 American Bar Association; American Bar Foundation, American Bar Association; The Bar Association of the District of Columbia; The District of Columbia Bar; National Bar Association
159	66	 Enrique S.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
158	67	 Enrique S. Lamoutte	N / A	N / A	N / A	N / A	N / A	N / A	N / A
184	68	 Eric G. Bruggink	N / A	N / A	N / A	N / A	N / A	N / A	N / A
203	69	 Eugene R. Sullivan	N / A	N / A	N / A	N / A	N / A	N / A	N / A
190	70	 Evan J. Wallach	 September 25, 1995	 President William J. Clinton	N / A	 General Counsel and Public Policy Advisor (D-NV), Office	N / A	 Associate, Lionel Sawyer & Collins (1976-1983); Partner,	N / A
21	71	 F. Bradford Stillman	 October 2000	N / A	N / A	 Assistant Commonwealth’s Attorney, Office of the	N / A	 Associate, McGuire, Woods, Battle & Boothe LLP (1978-1983); Partner, McGuire, Woods, Battle & Boothe LLP (1983-1999); Partner, Taylor & Walker, PC. (1999-2000) Military Service: Chief Warrant Officer (Aviation), Ret., United States Army Reserve (Active and Reserve Duty) (1967-1996)	 Federal Magistrate Judges Association; Maritime Law Association of the United States; Norfolk and Portsmouth Bar Association; The Virginia Bar Association, Virginia Beach Bar Association; Virginia State Bar
141	72	 Frances Marie	 October 2006	 President George W. Bush	N / A	 Assistant Attorney General, Office of the Attorney General, Guam Office, United States Department of Justice (1984-1988); Assistant Prosecuting Attorney, Office of the Prosecuting Attorney, County of Jackson, Missouri (1988-1990); Chief Prosecutor, Office of the Attorney General, Guam Office, United. States Department of Justice (1990-1994)	 Judge, Superior Court of Guam (1994-2001); Associate Justice,	N / A	N / A
171	73	 Francis M. Allegra	N / A	N / A	N / A	N / A	N / A	N / A	N / A
149	74	 Francisco Augusto	 October 2006	 President George W. Bush	N / A	 Assistant U.S, Attorney, United States Attommeys Office,	N / A	 Attorney, Private Practice (1979-1983); Attorney, Private	N / A
250	75	 Frank C. Damrell, Jr,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
259	76	 Frank H. Easterbrook,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
30	77	 Frank J. Santoro	 February 21, 2008	N / A	N / A	N / A	N / A	N / A	N / A
50	78	 Frank L. Kurtz	 2005	N / A	N / A	N / A	 Judge, Washington Court of Appeals, Division HE (1996-2005)	N / A	N / A
43	79	 Fred L, Van Sickle,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
47	80	 Fred L. Van Sickle	N / A	N / A	N / A	N / A	N / A	N / A	N / A
76	81	 Frederick P Stamp, Jr.	 July 30, 1990	 President George H.W. Bush	N / A	 State Legislator, West Virginia Legislature (1966-1970)	 District Judge, United States District Court for the Northern District of West Virginia (2990-2006)	 Schradez, Stamp, Byrd, Byrum & Companion (1960-1990) Military Service: United States Army (1959-1960); United States Army Reserve, United States Department of the Army (1960-1967) Nonprofit: Trustee, University of Richmond.	 American Bar Association; American Bar Foundation, American Bar Association; American College of Trial Lawyers; National Conference of Commissioners on Uniform State Laws; Ohio County Bar Association; West Virginia Bar Association; The West Virginia State Bar; West Virginia Bar Foundation, Inc., The West Virginia State Bar
161	82	 George W. Cannon Jr.	N / A	N / A	N / A	N / A	N / A	N / A	 American Bar Association; Federal Bar ‘Association; Rotary International, Inc.; Virgin Islands Bar Association
178	83	 George W. Miller	N / A	N / A	N / A	N / A	N / A	N / A	N / A
4	84	 Gerald Bruce Lee	 October 9, 1998	N / A	N / A	 Virginia Appointee, Metropolitan Washington Airports Authority (1990-1992)	 Judge, Virginia Circuit Court, 19th Judicial Circuit (1992-1998)	 Associate, Wiggs & Holland (1976-1977), Attorney/Partner, Wiggs & Lee (1977-1978); Attormey/Partner, Wiggs Lee & McClerklin (1978-1980); Law Offices of Gerald Bruce Lee (1980-1983); Attorney/Partner, Lee & Finch (1983-1985); Law Offices of Gerald Bruce Lee & Associates (1985-1986); Attorney/Principal, Cohen, Dunn & Sinclair, RC. (1986-1992)	 Alexandria Bar Association; American Bar Association; The George Mason American Inn of Court, The American Inns of Court; Fairfax Bar Association; National Bar Association; Old Dominion Bar Association; Virginia State Bar
134	85	 Gladys Kessler	N / A	N / A	N / A	N / A	N / A	N / A	N / A
31	86	 Glen E. Conrad	 October 17, 2003	N / A	N / A	 United States Probation Office, United States Department of Justice (1975-1976) ,	 Magistrate Judge, United States District Court for the Western	N / A	 American Bar Association; The American Inns of Court; The Ted Dalton American Inn of Court, The American Inns of Court; Federal Bar Association; Federal Judges Association; Roanoke Bar Association; The Virginia Bar Association; Virginia Trial Lawyers Association.
188	87	 Gregory W. Carman	N / A	N / A	N / A	N / A	N / A	N / A	N / A
148	88	 Gustavo A. Gelpi	N / A	N / A	N / A	N / A	N / A	N / A	N / A
201	89	 H. F Gierke	N / A	N / A	N / A	N / A	N / A	N / A	N / A
215	90	 Harold A. Baker -	N / A	N / A	N / A	 Senior Counsel, Presidential Commission on the Central	N / A	 Partner, Wheat, Hatch, Corazza & Baker (1960-1978) Military Service: United States Navy (1951-1953)	 American Bar Association; American College of Tria? Lawyers; Champaign County Bar Association; Illinois State Bar Association United States Tax Court 400 Second Street, NW, Washington, DC 20217 Tel: (202) 521-0700 Internet: wwwustaxcourt.gov Number of Judgeships: 19 The United States Tax Court exercises jurisdiction as provided in title 26 of the U.S. code over matters involving Federal taxation, providing a foram in which taxpayers may dispute determinations made by the Internal Revenue Service. The court is composed of 19 judges appointed to 15-year terms by the President with the advice and consent of the Senate; senior judges; and special trial judges (appointed by the Chief Judge and authorized by statute to decide particular categories of cases). Court proceedings take place on the record and are open to the public. Decisions by the court are generally appealable to the United States Courts of Appeals serving the geographic area in which the individual taxpayer resides or the corporate taxpayer has its principle place of business.
133	91	 Harrison L. Winter, --	N / A	N / A	N / A	N / A	N / A	N / A	N / A
227	92	 Harry Allen Haines	N / A	N / A	N / A	N / A	N / A	N / A	N / A
11	93	 Harry L. Carrica, Supreme ,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
15	94	 Henry Coke Morgan, Jr.	 May 1, 1992	 President George H'W. Bush	N / A	 Assistant City Attorney, Office of the City Attorney,	N / A	 Partner, Pender & Coward {1963-1992} Military Service: United States Army Reserve, United States Department of the Army (1958-1959)	 The American Inns of Court; Federal Bar Association; Norfolk and Portsmouth Bar Association; The Virginia Bar Association; Virginia Beach Bar Association; Virginia State Bar
5	95	 Henry E. Hudson	 September 3, 2002	 President George W. Bush	N / A	 Assistant Commonwealth Attorney, Office of the Commonwealth Attorney, County of Arlington, Virginia (1974-1979); Assistant U.S. Attorney, Eastern District of Virginia, United States Attorney’s Office, United States Department of Justice (1978-1979); Commonweaith Attorney, Office of the Commonwealth Attorney, County ~ of Arlington, Virginia (1980-1986}; U.S. Attorney, Eastern District of Virginia, United States Attorney's Office, United States Department of Justice (1986-1991); Director, United States Marshal Service, United States Department of Justice, George H.W. Bush Administration (1992-1993)	 Judge, Fairfax County Circuit Court (1998-2002)	 Counsel, Reed Smith Shaw & McClay LLP (1991-1992);	N / A
122	96	 Henry Harold Kennedy, Jr.	 October 1997	 President William J. Clinton	N / A	 Assistant United States Attorney, District of Columbia, United States Attorney’s Office, United States Department of Justice, Gerald Ford Administration (1973-1976)	 United States Magistrate, United States District Court for the	N / A	 American Bar Association; The American Law Institute; The Bar Association of the District of Columbia; The District of Columbia Bar; National Bar Foundation, National Bar Association
229	97	 Herbert L. Chabot	 April 3, 1978	 President Jimmy Carter	N / A	N / A	N / A	N / A	N / A
231	98	 Howard A. Dawson, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
84	99	 Irene Cornelia Berger	 December 11, 2009	N / A	N / A	 Assistant Prosecuting Attorney, Office of the Prosecuting al Practice: Attorney, Columbia Gas Transmission Corp. (1973-1976)	N / A	N / A	 American Bar Association; West Virginia Bar Association urrent Memberships: The West Virginia State Bar taff aréer Law Clerk (Part-Time) Kate Fife............... (304) 347-3279 E-mail: kate_fife@wvsd.uscourts.gov Education: West Virginia 1994 JD areer Law Clerk (Part-Time) Judy E. Hamilton ....... (304) 347-3279 Femail: judy_hamilton@wvsd.uscourts. gov = Education: West Virginia 1986 BA, 1993 JD Career Law Clerk rene P Keeley ...............0005- (304) 347-3279 E-mail: irene_keeley@wvsd.uscourts.gov » Education: Wake Forest 1991 BA; : West Virginia 1997 JD Courtroom Deputy Clerk Tabitha R. Lair............-. (304) 347-3279 ‘Education: Charleston 1995 BA : Secretary Lana King.............0.. 000.000.0000 e eee (304) 347-3279
75	100	 Irene M. Keeley	 1992	 President George H.W. Bush	N / A	 Legal Researcher, Civil Rights Division, United States	N / A	 Attorney, Steptoe & Johnson LLP (1980-1992)	 Judicial Division, American Bar Association; Federal Judges Association; Harrison County Bar Association; West Virginia Bar Association; The West Virginia State Bar
25	101	 Ivan D. Davis	 2008	N / A	N / A	N / A	N / A	N / A	N / A
91	102	 J. PR. Stadtmuelier	N / A	N / A	N / A	N / A	N / A	N / A	N / A
65	103	 J. Richard Creatura	 March 17, 2009	N / A	N / A	N / A	 District Judge, United States District Court for the Wester District ‘ of Washington (1981-2006) :	 Bogle & Gates (1966-1970); Bogle & Gates (1971- i98i)	 American Bar Association; lowa State Bar Association; Washington State Bar Association OW. Richard Creatura Magistrate Judge Began Service: March 17, 2009
34	104	 Jackson L. Kiser		" President George H.W. Bush "" a"	N / A	 Assistant Commonwealth Attorney, Commonwealth of Virginia (1974-1976); Assistant U.S. Attorney, Virginia - Western District, — Executive Office for United States Attorneys, United States Department 0 Justice (1976)	 Magistrate Judge, United States District Court for the Western — District of Virginia (1976-1981); Chief Judge, United States District Court. for the Western District of Virginia (1997-2004)	 Attorney, Woods Rogers & Hazelgrove (1981-1990)	 Roanoke Bar Association; The Virginia Bar Association; Virginia State Bar fackson L. Kiser Senior Judge : Date of Birth: 1929 : Education: Concord Col 1951 BA; Washington and Lee 1952 LLB Began Service: January 12, 1982 : Appointed By: President Ronald Reagan Political Affiliation: Republican
150	105	 Jaime Pieras, Jr.	 1982	 President Ronald Reagan	N / A	 Attorney, Puerto Rico Convention Bureau	N / A	 Private Practice (1949-1982) Military Service: United States Army (£946-1947); Military Intelligence United States Army Reserve, United States Department of Defense (1948)	 American Bar Association; National Conference of Federal Trial Judges, American Bar Association; The District of Columbia Bar: Federal Bar Association; Federal Judges Association; Dwight D. Opperman Institute of Judicial Administration, New York University; Puerto Rican Bar Association
253	106	 James B. Loken,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
212	107	 James C. Cacheris Judicial: Fudge, United States Foreign Intelligence Surveillance Court	 1983	 President Ronald Reagan ae	N / A	N / A	 Fudge, United States Foreign Intelligence Surveillance Court Albert V. Bryan, Sr. U.S. Courthouse, 461 Courthouse Square, Alexandria, VA 22314-5704 Tel: (703) 299-2110 Fax: (703) 299-2249	 Partner, O’Kelley, Hopkins & Van Gerpen (1961-1970); « General Counsel, Georgia Republican Party (1968-1970) Military Service: United States Air Force (1953-1957); United States Air < Force Reserve (1957-1966)	 American Bar Association; Atlanta Bar - Association; Federal Bar Association; Gainsville Northeastern Bar ~ Association; Lawyers Club of Atlanta, Inc., Old War Horse Lawyers’ Chib; © State Bar of Georgia dames ©. Cacheris Chief Judge Date of Birth: 1933 Education: Pennsylvania 1955 BS; George Washington 1960 JD Began Service: 1983 Appointed By: President Ronald Reagan ae cy 
