	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
183	76	 Dennis Michael Lynn	 September 18, 2001	N / A	N / A	N / A	N / A	 Stutzman & Bromberg; Weil, Gotshal & Manges; Moore	N / A
286	77	 Dennis W. Dohnal	 January 31, 2000	N / A	N / A	 Assistant United States Attorney (1971-1974)	N / A	 Private Practice (1974-2000)	N / A
145	78	 Diane K. Vescovo	 June 15, 1995	N / A	N / A	N / A	N / A	 Lloyd C. Kirkland, Jr. (1981-1987); International Paper Company (1987-1992); Wolff Ardis, PC. (1992-1995)	 Association of Women Attorneys; Federal Magistrate Judges Association; Memphis Bar Association; Tennessee Bar Association
41	79	 Diane Weiss	N / A	N / A	N / A	N / A	N / A	N / A	N / A
42	80	 Diane Weiss Sigmund Contine	N / A	N / A	N / A	N / A	N / A	N / A	N / A
22	81	 Donald W. VanArtsdalg:	N / A	N / A	N / A	N / A	N / A	N / A	N / A
62	82	 Donetta W. Ambrose	 1994	 President William J. Clinton	N / A	 Assistant Attorney General, Commonwealth of Pennsylvania (1972-1974); Assistant District Attorney, Westmoreland County, Commonwealth of Pennsylvania (1977-1981)	 Judge, Pennsylvania Court of Common Pleas (1982-1993)	 Partner, Ambrose & Ambrose (1974-1981)	 Allegheny County Bar Association; American Bar Association; American Bar Foundation; American Inns of Court, American Judicature Society; National Association of Women Judges; Pennsylvania Bar Association; Pennsylvania Commission on Women in the Profession; Westmoreland County Bar Association; Women’s Bar Association of Western Pennsylvania
206	83	 Dorina Ramos	N / A	N / A	N / A	N / A	N / A	N / A	N / A
234	84	 Durwood Edwards	N / A	N / A	N / A	N / A	N / A	N / A	N / A
160	85	 Earl S. Hines	N / A	N / A	N / A	N / A	N / A	N / A	N / A
172	86	 Ed Kinkeade	 November 18, 2002	 President George W. Bush	N / A	N / A	 Associate Judge, Texas Municipal Court, City of Irving, Texas (1976-1980); Judge, Dallas County Criminal Court No. 10 (1981); Judge, Texas District Court, £94th Judicial District (1981-1988); Justice, Texas Court of Appeals, Fifth District (1988-2002)	 Parner, Power & Kinkeade Law Firm (1975-1980); Law	N / A
29	87	 Edmund V. Ludwig .	 October 17, 1985	 President Ronald Reagan	N / A	 Commissioner, Juvenile Court Judges’ Commission (1978-1985)	 Judge, Pennsylvania Court of Common Pleas, Seventh 	 Duane, Morris & Heckscher (1956-1960); Partner, Home Biester & Ludwig (1960-1968) ; Military Service: United States Army (1953-1956)	 American Bar Association; American Law Institute; Bucks County Bar Association; Bucks County Inn of Courts; Director and Chair, Federal Judges Association; Harvard Law ~ Schoo! Association; Juvenile Justice Alliance of Greater Philadelphia; Pennsylvania Bar Association
8	88	 Eduardo C. Robreno	N / A	N / A	N / A	N / A	N / A	N / A	N / A
309	89	 Edward F Shea	N / A	N / A	N / A	N / A	N / A	N / A	N / A
55	90	 Edwin M. Kosik	 July 15, 1986	 President Ronald Reagan	N / A	 Assistant United States Attorney, Middle District of Pennsylvania, Department of Justice (1953-1958); Chairman, Pennsylvani State Workmen’s Compensation Board, Commonwealth of Femigyham (1964-1969)	 Judge, Pennsylvania Court of Common Pleas, 45th Judicial District (1969-1979); President Judge, Pennsylvania Court of Common Pleas, 45th Tudicial District (1979-1986)	 Needle, Needle & Needle (1958-1969) Military Service: United States Army (1943-1975)	 Lackawanna County Bar Association; Pennsylvania Bar Association
1	91	 Elizabeth L. Perris .	 April 1984	N / A	N / A	 Bankruptcy Trustee, United States Bankruptcy Court ,	N / A	 Partner, McMenamin, Joseph, Babener, Greene and Perris (1977-1982); Partner, Greene aud Perris (1983-1984)	 California State Bar; Oregon State Bar
85	92	 Ernest C. Torres	 1988	 President Ronald Reagan	N / A	 President, East Greenwich Town Council (1972-1974 Member, Rhode Island House of Representatives (1975-1980)	 Associate Justice, Rhode Island Superior Court (1980-1985)	 Associate, Hinckiey, Allen, Salisbury & Parsons, 19¢ Partner, Saunders & Torres (1974-1980); Tillinghast, Collings & Grahan (1986-1987)	 American Bar Association; American Trial Lawyers Association; Rhode Island Bar Association
194	93	 Ewing Werlein, Jr.	 May 22, 1992	N / A	N / A	N / A	N / A	 Private Practice (1 961); Associate then Partner, Vinson & Eikins (1964-1992) Military Service: United States Air Force (1961-1964); United States Air Force Reserve (1964-1971)	 American Bar Foundation; American College of Trial Lawyers; Federal Bar Association; Houston Bar Association; Houston Bar Foundation; international Society of Barristers; State Bar of Texas; Texas Bar Foundation
287	94	 F Bradford Stillman	N / A	N / A	N / A	N / A	N / A	N / A	N / A
214	95	 Felix Recio, Jr.	 March 22, 1999	N / A	N / A	 Assistant Federal Public Defender (1986-1999)	N / A	 Private Practice (1976-1986) Military Service: United States Marine Corps (1962-1966)	 Cameron County Bar; Rio Grande Marine Institute
204	96	 Frances H. Stacy	 February 20, 1990	N / A	N / A	 Assistant United States Attorney, Southern District of Texa'	N / A	N / A	 Federal Bar Association; Houston Bar Association; Texas Bar Foundation
72	97	 Francis X.	 June 1, 1994	N / A	N / A	N / A	 Judge, Pennsylvania Court of Common Pleas, 53rd. District	N / A	 Pennsy!vania State Trial Judges
230	98	 Frank Montalvo	 August 8, 2003	 President George W. Bush	N / A	N / A	N / A	N / A	N / A
2	99	 Frank R. Alley Ll	 January 1995	N / A	N / A	N / A	 Pro Tem, Oregon Circuit Court	 Fowler, Alley & McNair (1977-1995)	 American Bar Association; Oregon State Bar; . Roland Rodman Inn of Court 
246	100	 Frank R. Monroe	N / A	N / A	N / A	N / A	N / A	N / A	N / A
328	101	 Franklin D. Burgess	 April 1, 1994	 President William J. Clinton	N / A	 Assistant City Attorney (1967-1969); Regional Counsel, “7 Partnent of Housing & Urban Development (1986-1981)	 Judge Pro Tem, Municipal Court and Pierce County District Court Sstern District of Washington (1981-1993) (on 980); Magistrate Judge, United States District Court for the “ Ghambers of Senior Judge Franklin D. Burgess continued	 Tanner & Burgess (1971-1976); Tanner, McGavick, Felker, Fleming, Burgess & Lazares (1976-1979); McGavick, Burgess, Heller & Foister (1979-1980) Military Service: United States Air Force (1954-1958)	 Loren Miller Bar Association; National Conference of United States Magistrate Judges; Pierce County Bar Association; Washington State Bar Association
222	102	 Fred Biery	 March 14, 1994	 President William J. Clinton	N / A	N / A	 Judge, Bexar County Court at Law (1979-1982); Judge, Texas District Court, 150th District (1983-1988); Justice, Texas Court of Date of Birth: 1947 Education: Texas Lutheran 1970 BA; Southern Methodist 1973 JD Began Service: March 14, 1994 Appointed By: President William J. Clinton Political Affiliation; Democrat Appeals, Fourth District (1989-1994)	 Partner, Biery, Biery, Davis & Myers (1973-1978) Military Service: United States Army Reserve (1970-1976)	 American Bar Association; San Antonio American’ inns of Court; San Antonio Bar Association; San Antonio Bar Foruneafions State Bar of Texas; Texas Bar Foundation
307	103	 Fred L. Van Sickle	N / A	N / A	N / A	N / A	N / A	N / A	N / A
92	104	 G. Ross Anderson, Jr.	N / A	 President Jimmy Carter	N / A	 Legislative Secretary to Senator Olin D. Johnston, South	N / A	 Private Practice (1954-1980); Partner, Anderson & Doyle (1962-1965); Partner, Anderson & Chapman (1960-1965); Parmer, Anderson, Epps & Krause (1971-1980) Military Service: United States Air Force (1951-1952)	 American Bar Association; Association of Trial Lawyers of America; Fourth Circuit Judicial Conference; Georgia Trial Lawyers Association; International Academy of Trial Lawyers, Fellow; International Society of Barristers, Fellow; South Carolina Bar Association; South Carolina Trial Lawyers Association
16	105	 Gene E.K. Pratter	 June 18, 2004	 President George W. Bush	N / A	N / A	N / A	 Genera! Counsel, Duane Morris LLP	N / A
138	106	 George C. Paine	 1981	N / A	N / A	N / A	N / A	 Schulman, McCarley, Hollins & Pride (1973-1976); Chambers, Johnson & Beckner (1976-1981) Military Service: United States Army (1968-1971)	 American Bankruptcy Institute; American Trial Lawyers Association; Nashville Bar Association; National Conference of Bankruptcy Judges
187	107	 George P. Kazen	N / A	N / A	N / A	N / A	N / A	N / A	N / A
275	108	 Gerald Bruce Lee	 October 9, 1998	 President William J. Clinton	N / A	 Virginia Appointee, Metrepolitan Washington Airports Authority (1990-1992)	 Judge, Virginia Circuit Court, 19th Judicial Circuit (1992-1998)	 Associate, Wiggs & Holland (1976-1977); Attorney/Partner, Wiggs & Lee (1977-1978); Attorney/Partner, Wiggs Lee & MeClerklin (1978-19803; Law Offices of Gerald Bruce Lee (1980-1983); Attorney/Partner, Lee & Finch (1983-1985); Law Offices of Gerald Bruce Lee & Associates (1985-1986); Atterney/Principal, Cohen, Dunn & Sinclair, RC. (1986-1992)	 Alexandria Bar Association; American Bar Association; Fairfax Bar Association; George Mason American Inn of Court; Judicial Conference of Virginia; Nationa! Bar Association; Old Dominion Bar Association; Virginia State Bar
261	109	 Glen E. Clark	N / A	N / A	N / A	N / A	N / A	N / A	N / A
296	110	 Glen E. Conrad	N / A	N / A	N / A	N / A	N / A	N / A	N / A
298	111	 Glen M, Williams	 1976	 President Gerald Ford	N / A	 Commonwealth’s Attorney, Commonwealth of Virginia (1948-1951); Member, Virginia State Senate (1953-1955)	 Magistrate Judge, United States District Court for the Western District of Virginia (1963-1975)	 Sole Practitioner (1947-1976) Military Service: United States Navy (1942-1946)	 American Bar Association; Federal Judges Association; Lee County Bar Association; Virginia Bar Association; Virginia State Bar
125	112	 H, Bruce Guyton	N / A	N / A	N / A	N / A	N / A	N / A	N / A
184	113	 Harlin D. “Cooter”	 November i, 2002	N / A	N / A	N / A	N / A	N / A	 American Bar Association; Dallas Bankruptcy Bar Association; Dallas Bar Association; John C. Ford American Inn of Court, Master; Louisiana State Bar Association; National Conference of Bankruptcy Judges; Texas Bar Association
159	114	 Harry W. McKee	 1982	N / A	N / A	 Trial Attorney, Department of Justice (1966-1979); Assistant	N / A	N / A	 American Bar Association; Smith County Bar Association; State Bar of Texas FEDERAL COURTS—UNITED STATES DISTRICT COURTS
4	115	 Harvey Bartle Ill	N / A	N / A	N / A	N / A	N / A	N / A	N / A
186	116	 Hayden Head	 October 26, 1981	 President Ronald Reagan	N / A	N / A	N / A	 Associate, Head & Kendrick (1968-1969); Associate, Head & Kendrick (1972-1976); Partner, Head, Kendrick & Head (1976-1981) Military Service: United States Navy (1969-1972)	 District Judges Association; Federal Judges Association; Maritime Law Association; State Bar of Texas; Texas Bar Foundation
280	117	 Henry Coke Morgan, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
276	118	 Henry E. Hudson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
94	119	 Henry M. Herlong, Jr.	 1991	 President George H.W. Bush	N / A	 Legislative Assistant to Senator Strom Thurmond, United States Senate (1970-1972); Assistant United States Attorney, District of South Carolina, Department of Justice (1972-1976); Assistant United States Attorney, District of South Carolina, Department of Justice (1983-1986)	 Magistrate Judge, United States District Court for the District of South Carolina (1986-1991}	 Partner, Coleman & Herlong (1976-1983) Military Service: United States Army Reserve (1967-1973)	 American Bar Association; Edgefield County Bar; South Carolina Bar
33	120	 Herbert J. Hutton	N / A	N / A	N / A	N / A	N / A	N / A	N / A
158	121	 Howell Cobb	 1985	 President Ronald Reagan	N / A	 Member, City Board of Adjustment (1972-1982); Member,	N / A	 Associate, Kelley & Ryan (1949-1951); Associate, Fountain, Cox & Gaines (1951-1954); Orgain, Bell & Tucker (1954-1985) Military Service: United States Marine Corps (1942-1945)	 American Bar Association; American Board of Trial Advocates; Jefferson County Bar Association; State Bar of Texas; Texas Bar Foundation
180	122	 Irma Carrillo Ramirez	 September 9, 2002	N / A	N / A	 Assistant U.S. Attorney, Northern District of Texas, United	N / A	 Associate, Locke Purnell Rain Harrell, LLP (1991-1995)	 Dallas Bar Association; Dallas Bar Foundation, Fellow; Federal Magistrate Judges Association; Texas Bar Association
116	123	 Irvin N. Hoyt	 October 2, 1987	N / A	N / A	 State’s Attorney, Beadle County, State of South Dakota (4972-1974)	 Judge, South Dakota Circuit Court (1975-1987)	 Churchill, Manolis & Hoyt, Attorneys at Law (1965-197;	N / A
57	124	 J. Andrew Smyser	 June 15, 1982	N / A	N / A	 Deputy Attorney General, Commonwealth of Pennsylvania	N / A	N / A	 Dauphin County Bar Association; Pennsylvania Bar Association
