	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
401	10	 (recalled} Robert L.	 1996	N / A	N / A	N / A	N / A	N / A	N / A
264	11	 A. Bruce Campbell	 March 22, 2001	N / A	N / A	N / A	N / A	N / A	N / A
76	12	 A. Howard Matz	 July 10, 1998	 President William J. Clinton	N / A	 Assistant United States Attorney, Central District of	N / A	 Associate, Hughes, Hubbard & Reed (1970-1974), Partner, Hughes, Hubbard & Reed (1979-1983); Principal, Bird, Marella, Boxer, Wolpert & Matz, PC (1983-1998)	 American Bar Association; Federal Bar Association; Los Angeles County Bar Association; The New York State Bar Association; State Bar of California
404	13	 A. Jay Cristol	 April 1983	N / A	N / A	 Special Assistant to the Aftorney Genera! for Legislative	N / A	 Partner, Cristal, Misha & Sloto (and predecessor firms)	N / A
370	14	 Adalberto Jordan	N / A	N / A	N / A	N / A	N / A	N / A	N / A
278	15	 Alan H. Nevas	 October 17, 1985	 President Ronald Reagan	N / A	 Member, Board of Finance, Town of Westport, Connecticut (1962-1970); State Representative, Connecticut General Assembly (1971-1977); Member, State Elections Enforcement Commission, State of Connecticut (1980-1981); United States Attorney, District of Connecticut, United States Department of Justice (1981-1985); Member, Attorney General’s Advisory Committee, Office of the Attorney General, United States Department of Justice (1983-1984)	 Justice of the Peace, State of Connecticut (1976-1981)	 Partner, Nevas, Nevas & Rubin (1954-1981) Military Service: United States Army (1952-1954)	 Federal Judges Association
287	16	 Alan H. W. Shitf	N / A	N / A	N / A	N / A	N / A	N / A	N / A
207	17	 Alan Jaroslovsky	 January 1, 1987	N / A	N / A	 Legal Intern, Executive Office of the President, Gerald Hail	N / A	 Sole Practitioner (1978-1987) Ena ae re ee 408) 535-5116	N / A
136	18	 Alan M. Ahart	 April 1988	N / A	N / A	N / A	N / A	N / A	 Federal Bar Aéédciation; National Conference of Bankruptcy Judges
367	19	 Alan S. Gold	 July 28, 1997	 President William J. Clinton	N / A	N / A	 Judge, Florida Circuit Court, Eleventh Judicial Circuit, Dade County (1992-1993); Fudge, Florida Circuit Court, Eleventh Judicial Circuit, Dade County (1993-1997)	 Associate, Kates & Ress, PA. (1970); Majority	N / A
286	20	 Albert 5.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
279	21	 Alfred Vincent Covello	 September 2, 1992	 President George H.W. Bush	N / A	N / A	 Justice of the Peace, State of Comnecticut (1973-1974); Judge, Connecticut Circuit Court (1974-1975); Judge, Connecticut Court of Common Pleas (1975-1978); Judge, Connecticut Superior Court (1978-1992); Justice, Connecticut Supreme Court (1987-1992), Chief Judge, United States District Court for the District of Connecticut (1998-2003)	 Partner, Bieluch, Barry & Covello (1960-1964); Partner, Gross, Hyde & Williams (1964-1974) Military Service: United States Army (1955-1959)	 American Bar Association; American Bar Foundation, American Bar Association; Connecticut Bar Association; Federal Fudges Association; Hartford County Bar
95	22	 Alicemarie H. Stotler	 1984	 President Ronald Reagan	N / A	N / A	N / A	N / A	 American Bar Association; California Judges Association; Federal Judges Association; National Association of Women Judges; Orange County Bar Association; Orange County Trial Lawyers Association
126	23	 Alicia G. Rosenberg	 March 2007	N / A	N / A	N / A	N / A	N / A	N / A
357	24	 Allan N. Kornblum	 May 2003	N / A	N / A	N / A	N / A	N / A	N / A
269	25	 Alvin W. Thompson	 October 31, 1994 :	 President William J. Clinton	N / A	N / A	N / A	 Associate then Partner, Robinson & Cale crs. 1994)	N / A
393	26	 Andrea M. Simonton |	 April 1, 1999	N / A	N / A	N / A	N / A	N / A	N / A
89	27	 Andrew J. Guilford	N / A	N / A	N / A	N / A	N / A	N / A	N / A
107	28	 Andrew J. Wistrich	 March 30, 1994 ,	N / A	N / A	N / A	N / A	 Associate, McCutchen Doyle Brown & Enersen (1978-1983); Partner, Brown & Bain, PA, (1985-1994)	 American Judicature Society; The American Law Institute m
387	29	 Ann E. Vitunac	N / A	N / A	N / A	 Chief Trial Attorney, Office of the State Attorney, State of	N / A	N / A	 The Craig $. Bernard American Inn of Court, The Magisterial Support LaKeshia A. Williams........... . (305) 523-5284 American Inns of Court; Palm Beach County Bar Association
300	30	 Anne C. Conway	N / A	N / A	N / A	N / A	N / A	N / A	N / A
233	31	 Anthony J. Battaglia	 November 15, 1993	N / A	N / A	N / A	N / A	N / A	N / A
149	32	 Anthony W. ishii	N / A	N / A	N / A	N / A	N / A	N / A	N / A
338	33	 Arthur B. Briskman	 1993	N / A	N / A	N / A	N / A	N / A	N / A
111	34	 Arthur Nakazato	N / A	N / A	N / A	N / A	N / A	N / A	N / A
206	35	 Arthur S. Weissbrodt	N / A	N / A	N / A	N / A	N / A	N / A	N / A
66	36	 Audrey 8. Evans	 February 19, 2002	N / A	N / A	 Member, State Board of Law Examiners, State of Arkansas	N / A	 Wright, Lindsey & Jennings, LLP (1985-1990); Partner, Lax; Vaughn, Evans é& Fortson, PA (1991-2001)	 American Bankruptcy Institute; American Bar Association; American College of Bankruptcy; Arkansas Association of Women Lawyers; Arkansas Bar Association; Debtor-Creditor Bar Association of Central Arkansas; National Conference of Bankruptcy indges, Pulaski County Bar Association
69	37	 Audrey B. Coilins	 May 11, 1994	 President William J. Clinton	N / A	 Deputy District Attorney, Office of the District Attorney,	N / A	N / A	 American Bar Association; Black Women Lawyers Association of Los Angeles, Inc.; California Women Lawyers, The John M. Langston Bar Association; Los Angeles County Bar Association; National Association of Women Judges; National Bar Association, Women Lawyers Association of Los Angeles
58	38	 Audrey R. Evans	 February 19, 2002	N / A	N / A	 Member, State Board of Law Examiners, State of Arkansas	N / A	N / A	 American Bankruptcy Institute; American Bar Association; American College of Bankruptcy; Arkansas Association - of Women Lawyers; Arkansas Bar Association; Debtor-Creditor Bar Association of Central Arkansas; National Conference of ‘Bankruptcy Judges; Pulaski County Bar Association
236	39	 Barbara L. Major	N / A	N / A	N / A	N / A	N / A	N / A	N / A
390	40	 Barry L. Garber	N / A	N / A	N / A	N / A	N / A	 Partner, Garber & Chadroff (1959-1972); Sole Practitiongy: ° (1972-1974); Partner, Garber & Buoniconti (1974-1984); Partner, Dubbin,’ i Berkman, Garber & Bloom (1986-1991)	 American Bar Association; The ammetieaa Tans of Court; Federal Bar AaSOCLALID, The Florida Bar
391	41	 Barry L. Garber continyed	N / A	N / A	N / A	N / A	N / A	 Partner, Garber & Chadroff (1959-1972); Sole Practitiongy: ° (1972-1974); Partner, Garber & Buoniconti (1974-1984); Partner, Dubbin,’ i Berkman, Garber & Bloom (1986-1991)	 American Bar Association; The ammetieaa Tans of Court; Federal Bar AaSOCLALID, The Florida Bar
129	42	 Barry Russell	 September 1974	N / A	N / A	 Estate & Gift Tax Examiner, California, United States Department of the Treasury (1966-1967); Deputy Public Defender, Office of the Public Defender, County of Los Angeles, California (1967-1970); Assistant United States Attorney, Central District of California, United States Department of Justice (1970-1974)	 Judge, United States Bankruptcy Appellate Panel of the Ninth	N / A	 American Bankruptcy Institute; American College of Bankruptcy; Federal Bar Association; Los Angeles County Bar Association
389	43	 Barry S. Seltzer	 March 19, 199i	N / A	N / A	 Assistant United States Attorney, Southern District of Florida, United States Department of Justice (1984-1988)	 Judge, Broward County Court (1988-1991)	 Treman, Simmons, Kemker, Scharf, Barkin, Frye & O°Neill (4980-1982).	 American Bar Association, The Stephen R. Booher American Inn of Court, The American Inns of Court; B’nai Birth Justice, Unit; Broward County Bar Association; Federal Bar Association; Federal Magistrate Judges Association; The Florida Bar-
214	44	 Barry Ted Moskowitz	 January 2, 1996 .	 President William F, Clinton	N / A	 Assistant United States Attorney, District of New Jersey, United States Department of Justice (1976-1982); Assistant United States Attorney, Southern District of California, United States Department of Justice (1985-1986)	 Magistrate Judge, United States District Cone for the Southern. District of California (1986-1995) .	 Williams, Caleri, Miller & Otley (1982-1985)	N / A
61	45	 Ben T. Barry	 September 2008 . Fax: (479) 783-2242	N / A	N / A	N / A	N / A	N / A	 Arkansas Bar Association; Washington County Bar Systems Manager Dale Wellman’... 0:2... howe ex lags (479) 582-0905 Association Education: Rose-Hulman 1980 BS Fax: (479) 575-0774 Financial Administrator Gina Rhodes................. (479) 783-6833 
62	46	 Ben T. Barry,	 September 2008 . Fax: (479) 783-2242	N / A	N / A	N / A	N / A	N / A	 Arkansas Bar Association; Washington County Bar Systems Manager Dale Wellman’... 0:2... howe ex lags (479) 582-0905 Association Education: Rose-Hulman 1980 BS Fax: (479) 575-0774 Financial Administrator Gina Rhodes................. (479) 783-6833 
68	47	 Ben T. Barry.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
197	48	 Bernard Zimmerman	N / A	N / A	N / A	N / A	N / A	N / A	N / A
32	49	 Bernardo P. Velasco	 September 29, 2000	N / A	N / A	 Assistant Federal Public Defender, United States District Court for the District of Arizona (1976-1982}	 Judge, Arizona Superior Court (1985-2000}	 Legai Aid Society (1974-1975); Haralson, Kinetk & Morey (1983-1984) Military Service: Inactive United States Army Reserve, United States Department of the Army (1971-1979)	 Arizona Judges Association; Arizona Minority Bar Association; Nationa! Wild Turkey Federation; Pima County Bar Association; State Bar of Arizona 7 ‘
57	50	 Beth Deere	N / A	N / A	N / A	N / A	N / A	N / A	N / A
422	51	 Beverly B. Martin	 August 4, 2000	 President William J. Clinton	N / A	 Assistant Attorney General, Office of the Attorney General,	N / A	N / A	N / A
255	52	 Boyd N. Boland	N / A	N / A	N / A	N / A	N / A	N / A	N / A
299	53	 Brendan L. Shannon Chief Deputy of Operations Jessica Lyublanovits ...... (407) 835-4233	N / A	N / A	N / A	N / A	N / A	N / A	N / A
52	54	 Brian Stacy Miller	 June 27, 2008	 President George W. Bush	N / A	 City Attorney, City of Helena, Arkansas (1999-2005);	N / A	 Associate, Martin, Tate, Morrow & Marston (1995-2006) Military Service: United States Navy (1985- TE United States Navy Reserve (1989-1992)	 American Bar Association; Arkansas Bar Association; National Bar Association; Tennessee Bar Association
408	55	 C. Ashley Royal	 December 28, 2001	 President George W. Bush	N / A	N / A	N / A	N / A	N / A
439	56	 C. Christopher Hagy	N / A	N / A	N / A	N / A	N / A	N / A	N / A
110	57	 Carla M. Woehrle	 June 10, 1996	N / A	N / A	N / A	N / A	N / A	N / A
106	58	 Carolyn Turchin	 September 3, 1991	N / A	N / A	 Deputy City Attorney, Office of the City Attorney, City of	N / A	N / A	N / A
344	59	 Caryl E. Delano	N / A	N / A	N / A	N / A	N / A	N / A	N / A
343	60	 Catherine Peek	N / A	N / A	N / A	N / A	N / A	N / A	N / A
239	61	 Cathy Ann Bencivengo	N / A	N / A	N / A	N / A	N / A	N / A	N / A
374	62	 Cecilia M. Altonaga	N / A	N / A	N / A	N / A	N / A	N / A	N / A
427	63	 Charles A. Moye, Jr.	 1970	 President Richard M. Nixon	N / A	N / A	N / A	 Associate then Partner, Gambrell, Russell, Move & Killorin (and predecessor firms) (1943-1970)	 American Bar Association; American Bar Foundation, American Bar Association; American Judicature Society; The American Law Institute; Atlanta Bar Association; Lawyers Club of Atlanta, lac.; State Bar of Georgia
421	64	 Charles A. Pannell, Jr.	 December 1, 1999	 President Willian J. Clinton	N / A	 Assistant United States Attorney, Northern District of Georgia, United States Attorney’s Office, United States Department of Justice (1971-1972); District Attorney, Conasauga Judicial Circuit, State of Georgia (1977-1979)	 Judge, Superior Court, Conasauga Circuit (1979-1999)	 Pittman & Kinney Law Firm (1972-1976} Military Service: Colonel, JAG United States Army Reserve, United States Department of the Army	 State Bar of Georgia
105	65	 Charles F Eick	N / A	N / A	N / A	N / A	N / A	N / A	N / A
45	66	 Charles G. Case Il	N / A	N / A	N / A	N / A	N / A	N / A	N / A
183	67	 Charles R. Breyer	N / A	N / A	N / A	N / A	N / A	N / A	N / A
34	68	 Charles R. Pyle	 June 28, 2002	N / A	N / A	 Assistant, Office of the County Attorney, County of Pima, -	N / A	 Southern Arizona Legal Aid (1977-1987)	 Federal Bar Association; Pima County Bar Association
398	69	 Chris M. McAliley	 March 25, 2004 a,	N / A	N / A	N / A	N / A	N / A	N / A
74	70	 Christina A. Snyder	 November 24, 1997	 President William J. Clinton	N / A	N / A	N / A	 Partner, Corinblit & Seltzer (1994-1998); Panne atten,	N / A
247	71	 Christine M. Arguello	N / A	N / A	N / A	N / A	N / A	N / A	N / A
169	72	 Christopher M.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
297	73	 Christopher S.	 2006 Division Manager, Fort Myers Division Leslie King...... (239) 461-2002	N / A	N / A	N / A	N / A	N / A	N / A
271	74	 Christopher fF Droney	 September 22, 1997	 President William J. Clinton	N / A	N / A	 Connecticut Law Review	 Associate, Day, Berry & Howard (1979-1981); Asseciate, Buckley & Santos PC (1981-1984); Associate, Reid & Riege PC (1984-1994); Vice President and Stockholder, Reid & Riege PC (1987-1994)	 Federal Bar Council
18	75	 Cindy. K. Jorgenson	 March 15, 2002	 President George W. Bush	N / A	 Deputy County Attorney, Office of the County Attorney, County of Pima, Arizona (1977-1986); Assistant United States Attorney, District of Arizona, Office of the United States Attorney, United States Department of Justice (1986-1996). .	 Judge, Arizona Superior Court, Pime County (1996-2002)	N / A	N / A
438	76	 Clarence	N / A	N / A	N / A	N / A	N / A	N / A	N / A
436	77	 Clarence Cooper	N / A	N / A	N / A	N / A	N / A	N / A	N / A
412	78	 Claude W. Hicks,	 1986	N / A	N / A	N / A	 Magistrate Judge, United States District Court for the Middle	N / A	 Macon Bar Assoolation: State Bar of Gecnsia ,
180	79	 Claudia A. Wilken	 Decernber 1993	 President William J. Clinton	N / A	 Welfere Eligibility Worker, State of California (1971-1972); Assistant Federal Public Defender, State of California (1975-1978)	 Magistrate Judge, United States District Court for the Northern Thstrict of California (1983-1993)	 Partner, Wilken & Leverett (1978-1984)	N / A
410	80	 Clay D. Land	 December 28, 2001	 President George W. Bush	N / A	 State Senator, Georgia General Assembly (1995-2000)	N / A	 Associate, Hatcher, Stubbs, Land, Hollis & Rothschild, LLP (1985-1989); Partner, Hatcher, Stubbs, Land, Hollis & Rothschild, LLP (1989-3990); Partner, Buchanan & Land, LLP (1990-2001)	 American Bar Association; Columbus Bar Association; State Bar of Georgia
99	81	 Consueic B, Marshall	 September 30, 1980	 President Jimmy Carter	N / A	 Deputy Attorney, City of Los Angeles, California (1962-1967)	 Commissioner, California Superior Court, Juvenile Court Division, Los Angeles County (1970-1976); Judge, Los Angeles County Municipal Court, Inglewood Judicial District (1976-1977); Judge, California Superior Court, Los Angeles County (1977-1980)	 Cochran, Atkins & Evans (1968-1970)	 American Bar Association; Association of Business Trial Lawyers; California Women Lawyers; International Association of Women Judges; Los Angeles County Bar Association; State Bar of California. .
86	82	 Cormac J. Carney	 April 30, 2003	 President George W. Bush	N / A	N / A	 Judge, Superior Court of California, County of Orange (2001-2003)	 Latham & Watkins (1987-1991), Associate/Partner, ~	N / A
256	83	 Craig 8. Shaffer	 January 18, 2001	N / A	N / A	 United States Department of Justice (1983-1991)	N / A	 Dufford & Brown, PC, (1991-1999); Giles, O’Keefe,	N / A
164	84	 Craig M. Kellison |	 October 1, 1988	N / A	N / A	 Office of the United States Attorney, District of Nevada,	N / A	N / A	 Lassen County Bar Association; Oregon State Bar Association; State Bar of California; State Bar of Nevada; Washoe County Bar Association
191	85	 D. Lowell Jensen	 1986	 President Ronald Reagan	N / A	N / A	N / A	N / A	N / A
167	86	 Dale A. Drozd	N / A	N / A	N / A	N / A	N / A	N / A	N / A
87	87	 Dale S. Fischer	 November 18, 2003	 President George W. Bush	N / A	N / A	 Judge, Los Angeles Municipal Court (1997-2000); Judge, California Superior Court (2000-2003)	 Associate, Kinde! & Anderson (1980-1986); Partner, Kindel & Anderson (1986-1996); Special Counsel, Heller Ehrman White & McAuliffe LLP (1996-1997}	 Association of Business Trial Lawyers; Federal Judges Association; National Association of Women Judges; Women Lawyers Association of Los Angeles Statf Law Clerk Daniel R. Margolis. .................---0- (213) 894-2609 E-mail: daniel_margolis@cacd-uscourts.gov Education: USC; Yale JD Law Clerk Steven E. Wilson... 2.2 .............20-2- (213) 894-0316 E-mail: steven_wilson@cacd.uscourts.gov Education; Dartmouth; Stanford JD Judicial Assistant Tisa Duckworth .............+.---- (213) 894-7115 Spring 2009 © Leadership Directories, Inc. Judicial Yellow Book United States District Court for the Central District of California 121 ‘chambers of District Judge George P. Schiavelli 312 North Spring Street, Los Angeles, CA 90012 Tel: (213) 894-2719 Bemail: george_schiavelli@cacd.uscourts.gov George P. Schiavelli District Judge Education: Stanford 1970 BA; UCLA 1974 JD Began Service: August 16, 2004 Appointed By: President George W. Bush Judicial: Judge, State of California Los Angeles Superior Court (1994-2000) Legal Practice: Associate, O'Melveny & Myers (1974-1976); Associate, Ervin Cohen & Jessup (1976-1980); Partner, Ervin Cohen & Jessup (1980-1986); Partner, Horvitz & Levy (1986-1994); Of Counsel, Reed Smith Crosby Heafey LLP (2000)
219	88	 Dana M. Sabraw	 September 29, 2003 :	 President George W. Bush	N / A	N / A	N / A	N / A	N / A
382	89	 Daniel T. K. Hurley	N / A	N / A	N / A	N / A	N / A	N / A	N / A
77	90	 David 0. Carter	 October 22, 1998	 President William J. Clinton	N / A	 Assistant District Attorney, County of Orange, California (1972-1981)	 Judge, Orange County Municipal Court, West (1981-1982), Judge,	N / A	 Orange County Bar Association
326	91	 David A. Baker	N / A	N / A	N / A	N / A	N / A	N / A	N / A
19	92	 David C. Bury	N / A	N / A	N / A	N / A	N / A	N / A	N / A
33	93	 David K. Duncan	 June 14, 2001	N / A	N / A	 Assistant United States Attorney, United States Department	N / A	 Associate, Meyer, Hendricks, Victor, Osborn & Maledon;.° Partner, Osborn. Maiedon (1995-1997) :	 American Bar Association; Arizona Women Lawyers Association; Federal Bar Association; Maricopa County Bar’ Association , oO : 
130	94	 David N. Naugle	N / A	N / A	N / A	N / A	N / A	N / A	N / A
20	95	 David:G. Campbell	N / A	N / A	N / A	N / A	N / A	N / A	N / A
73	96	 Dean D. Pregerson	 August 1, 1996	 President William J. Clinton	N / A	 Parole Heating Officer, Department of Corrections and	N / A	 Partner, Pregerson & Pregerson (1978); Sole Practitioner	N / A
3	97	 Deborah M. Smith	 February 2007	N / A	N / A	 First Assistant U.S, Attorney, Alaska District, Executive	N / A	N / A	N / A
162	98	 Dennis L. Beck	 March 14, 1990	N / A	N / A	 Deputy District Attorney, Fresno County, State of California (1972-1977); Deputy District Attorney, Fresno County, State of California (1978-1983); Assistant District Attorney, Fresno County, State of California (1987-1990)	 Judge, California Superior Court, Kings County (1983-1985)	 Crossland, Crossland, Caswell & Bell (1977-1978);	N / A
208	99	 Dennis Montali	N / A	N / A	N / A	N / A	N / A	N / A	N / A
280	100	 Dominic J. Squatrito	 October 6, 1994	 President William J. Clinton	N / A	 Counsel, Housing Authority, Town of Manchester,	N / A	 Bayer & Phelon (and successor firms) (1966-1994)	 American Bar Association; Connecticut Bar Association; Federal Judges Association; Hartford County Bar, Manchester Bar Association
8	101	 Donald	N / A	N / A	N / A	N / A	N / A	N / A	N / A
359	102	 Donald L. Graham	N / A	N / A	N / A	N / A	N / A	N / A	N / A
366	103	 Donald M. Middtebrooks	 July 28, 1997	 President William J. Clinton	N / A	 Governmental Assistant, Assistant General Counsel and	N / A	 Askerman, Senterfitt & Bidson (1973-1974); Associate, Steel Hector & Davis (1977-1979); Director, Florida Legal Service, Inc. (1977-1979); Equity Partner, Steel, Hector & Davis (1979-1997); President, Florida Legal Services, Inc. (1980-1981); Director, Volunteer Lawyers Resource Center, Inc, (1988-1992); Director, Florida Bar Children’s Fund, Inc. (1989-1997) Military Service: United States Army (1972-1979)	 American Bar Association; American Bar Foundation, American Bar Association; American Judicature Society; Dade County Bar Association; The Florida Bar; Palm Beach County Bar Association
284	104	 Donna F Martinez	N / A	N / A	N / A	N / A	N / A	N / A	N / A
330	105	 Douglas N. Frazier	 January 8, 2000	N / A	N / A	N / A	N / A	N / A	N / A
437	106	 E. Clayton Scofield ill	N / A	N / A	N / A	N / A	N / A	N / A	N / A
24	107	 Earl H. Carroll	N / A	N / A	N / A	N / A	N / A	N / A	N / A
165	108	 Edmund F. Brennan	 August 21, 2006	N / A	N / A	 Defensive Civil Litigation Chief, Civil Division, California -	N / A	N / A	N / A
37	109	 Edward C. Voss Ill	N / A	N / A	N / A	N / A	N / A	N / A	N / A
205	110	 Edward D. Jellen	 1987	N / A	N / A	N / A	N / A	 Jellen & Holman (1978- 1982): 1 Partner, Jellen oi Bisoctutien (1982-1987)	 Rotary Club of Oakland, Rotary International, Tne.
156	111	 Edward J. Garcia	 1984	 President Ronald Reagan	N / A	 Deputy District Attorney, County of Sacramento, California (1959-1969); Chief Deputy District Attorney, County of Sacramento, California (1969-1972)	 Judge, Sacramente County Municipal Court (1972-1984)	N / A	 California Judges Association; Sacramento County Bar Assocaition
199	112	 Edward M. Chen	N / A	N / A	N / A	N / A	N / A	N / A	N / A
397	113	 Edwin G. Torres	N / A	N / A	N / A	N / A	N / A	N / A	N / A
47	114	 Eileen W. Hallowell	 September 19, 2000	N / A	N / A	N / A	N / A	N / A	 American Bar Association; Arizona Women Civil Docket Clerk Katelyn Cooley. ...............-.. (301) 604-5351 Lawyers Association; National Council of Bankruptcy Judges; Pima County Civil Docket Clerk Kay Phillips. .................40-5 (501) 604-5364 Bar Association: State Bar of Arizona Education: Arkansas (Little Rock) 1998 MPA , Civil Docket Clerk Vicki Turner... ....0...0.--.0..0-5. (501) 604-5351
325	115	 Elizabeth A. Jenkins	 1985	N / A	N / A	 Attorney-Advisor, United States Department of Justice	N / A	N / A	 American Bar Association; The William Gienn TJerrel] American Inn of Court, The American Inns of Court; The District of Columbia Bar Association; Federal Magistrate Judges Association; The Florida Bar
301	116	 Elizabeth A. Kovachevich	N / A	N / A	N / A	N / A	N / A	N / A	N / A
198	117	 Elizabeth D. Laporte	 April 4, 1998	N / A	N / A	N / A	N / A	N / A	N / A
266	118	 Elizabeth E.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
265	119	 Elizabeth E. Brown	N / A	N / A	N / A	N / A	N / A	N / A	N / A
356	120	 Elizabeth M. Timothy	N / A	N / A	N / A	N / A	N / A	N / A	N / A
275	121	 Ellen Bree Burns	N / A	N / A	N / A	N / A	N / A	N / A	N / A
141	122	 Ellen Carroll	N / A	N / A	N / A	N / A	N / A	N / A	N / A
139	123	 Erithe 4. Smith	 May 2, 1994	N / A	N / A	N / A	N / A	 McKittrick, Jackson, DeMarco & Peckenpaugh (1985-1987); Lobel, Winthrop & Broker (1987-1994)	 American Bankruptcy Institute; American Bar Association; National Conference of Bankruptcy Judges; Orange County Bankruptcy Forum
137	124	 Ernest M. Robles .	 June 12, 1993	N / A	N / A	 Assistant United States Trustee, United States Department of	N / A	 Musick, Peeler & Garrett (1981-1982); Hancock, Rothert & Bunshoft (1982-1987); Kornblum & McBride (1987-1988)	 American Bankruptcy Institute; Los Angeles Bankruptcy Forum; Los Angeles County Bar Association; National Conference of Bankruptcy Judges
358	125	 Federico A. Moreno	N / A	N / A	N / A	N / A	N / A	N / A	N / A
119	126	 Fernando M. Olguin	 July 23, 2001	N / A	N / A	N / A	N / A	N / A	N / A
79	127	 Florence-Marie Cooper	N / A	N / A	N / A	N / A	N / A	N / A	N / A
158	128	 Frank C. Damreli, Jr.	 November 28, 1997	 President William J. Clinton	N / A	N / A	N / A	N / A	 Antitrust Law Section, American Bar Association; Section on Litigation, American Bar Association; The Anthony M, Kennedy American Inn of Court, The American Inns of Court; Federal Bar Association; Stanislaus County Bar Association; Stanislaus County Women ~ Lawyers Association; State Bar of California
392	129	 Frank J. Lynch, Jr.	 April.1, 1995 °	N / A	N / A	N / A	N / A	N / A	N / A
