	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
88	40	 Clement F. Haynsworth,	N / A	N / A	N / A	 Legislative Assistant (R-SC), Office of Senator Strom Thurmond, United States Senate (1970-1971); State Campaign Director, Senator Thurmond Re-Election Campaign (1972); Assistant County Solicitor, Office of the County Solicitor, County of Greenville, South Carolina (1973-1974); Chair, United States Sentencing Commission (1985-1994)	 Assistant Circuit Solicitor, Office of the Circuit Solicitor, 13th Judicial Circuit (1971-1972); Solicitor, 13th Judicial Circuit (1974-1981) Judge, United States District Court for the District of South Carolina (1981-1986); Chair, Committee on Criminal Law of the Judicial : Conference of the United States (1999-2003), Chief Judge, United States Court of Appeals for the Fourth Circuit (2003-2007)	 Partner, Wilkins, Wilkins, Nelson & Kittredge (1971-1978)	N / A
86	41	 Clyde H. Hamilton	 July 22, 1991	 President George H.W. Bush	N / A	 Editorial Staff, Cumulative Index of Congressionat	N / A	 Associate, J. R. Folk, Esquire (1961-1963); Attomey, Butler, Means, Evins & Browne (1963-1982) Military Service: United States Army (1956-1958); United States Army Reserve, United States Department of the Army (1959-1962)	 South Carolina Bar Association
125	42	 Cornelia G. Kennedy	N / A	N / A	N / A	N / A	N / A	N / A	N / A
203	43	 Cynthia Holcomb Hall	 October 4, 1984	 President Ronald Reagan	N / A	N / A	 Judge, United States Tax Court (1972-1981); Judge, United States District Court for the Central District of California (1981-1984)	 Partner, Brawerman & Holcomb (1966-1972) Military Service: United States Naval Reserve (1951-1953)	 American Bar Association; The State Bar of California
64	44	 D. Brooks Smith	 September 23, 2002	 President George W. Bush	N / A	 Assistant District Attorney (part-time), Office of the District Attorney, County of Blair, Pennsylvania (1981-1984); District Attorney (part-time), Commonwealth of Pennsylvania (1983-1984)	 Judge, Pennsyivania Court of Common Pleas, County of Blair, Pennsylvania (1984-1988); Judge, United States District Court for the Western District of Pennsylvania (1988-2002); Chief Judge, United States . District Court for the Western District of Pennsylvania (2001-2002)	 Associate, Jubelirer, Carothers, Krier, Halpern & Smith (1976-1979); Partner, Jubelirer, Carothers, Krier, Halpern & Smith (1980-1984)	 Allegheny County Bar Association; American Judicature Society; The American Law Institute; Federal Bar Association; Federal Judges Association; Pennsylvania Bar Association”
65	45	 D. Michael Fisher	N / A	N / A	N / A	N / A	N / A	N / A	N / A
124	46	 Damon J. Keith	N / A	N / A	N / A	N / A	N / A	N / A	N / A
17	47	 Daniel M. Friedman	 May 19, 1978	 President Jimmy Carter	N / A	 Legal Staff, United States Securities and Exchange	N / A	 Newman & Bisco (1940-1941); LIN. Thurman (1941-1942) - Military Service: United States Army (1942-1946)	 American Bar Association; The American Law Institute; Federal Bar Association 
111	48	 Danny J. Boggs	N / A	N / A	N / A	N / A	N / A	N / A	N / A
254	49	 David Bryan Sentelle	N / A	N / A	N / A	N / A	N / A	N / A	N / A
256	50	 David Bryan Sentelle conéinued	N / A	N / A	N / A	 Assistant United States Attorney, Western District of North	N / A	 Associate, Uzzell & DuMont (1968-1970); Partner, Bryant, Hicks & Sentelle (1977-1980); Partner, Tucker, Hicks, Sentelle, Moon & Hodge, PA (1980-1985) , ,	 The Edward Bennett Williams American Inn of Court, The American Inns of Court
3	51	 David H. Souter	 October 9, 1990 :	 President George H.W. Bush. : -	 First Judicial Circait; Third	 Assistant Attorney General, Office of the Attorney General, . State of New Hampshire (1968-1971); Deputy Attorney General, State of - - Supreme Court of the United States 5 3 of Associate Justice Clarence Thomas	 Circuit Judge, United States Court of Appeals for the Ninth Citg ame Court Building, One First Street, NE, pc 20543 Clarence Thomas Associate Justice Date of Birth: 1948 Education; Haly Cross Col 1971; Yale 1974 JD Began Service: October 23, 1991 Appointed By: President George H.W. Bush Circuit Assignment: Eleventh Judicial Cirenit orate: Attorney, Monsanto Company (1977-1979) ment: Assistant Attorney General, Office of the Attorney General, , of Missouri (1974-1977); Legislative Assistant (R-MO), Office of ar John C. Danforth, United States Senate (1979-1981); Assistant - ary for Civil Rights, United States Department of Education _ 4982); Chairman, United States Equal Employment Opportunity ramission (1982-1990) jicial: Circuit Judge, United States Court of Appeals for the District of himbia Circuit (1990-1991) rent Memberships: The Missouri Bar ‘Began Service: 2007 Began Service: 2007 Education: Harvard 2004 JD ‘Began Service: 2007 hambers of Associate Justice Ruth Bader Ginsburg §. Supreme Court Building, One First Street, NE, jati New Hampshire (1971-1976); Attorney General, State of New Hampshire Association (1976-19978) ( ) 'y mp ashington, DC. 20843 : : . , Tel: (202) 479-3000 Staff | . 	 Associate, Orr & Reno (1966-1968) . & , ' ; Date of Birth: 1933	 American Bar Association; American Bar Education: Cornel! 1954 BA: Began Service: 2007 Foundation, American Bar Association; American College of Trial Lawyers; - Columbia 1959 LLB : Law Clerk Rachel P Kovner................- edRRea (202) 479-3000 Merrimack County Bar Association; National Association of Attorneys Began Service: 2007 General; New Hampshire Bar Association
234	52	 David M. Ebel	 July 1988 ,	 President Ronald Reagan	N / A	N / A	N / A	 Attorney, Davis Graham & Stubbs LLP (1966-1988)	 American College of Trial Lawyers 
168	53	 David R McDonald	N / A	N / A	N / A	 Chief Trial and Special Assistant Circuit Attorney, Criminal Prosecution, State of Missouri (1963- 1975); Administrative Law Judge, Bureau of Hearings and Appeals, Social Security Administration (1975-1979); Administrative Law Judge, National Labor Relations Board (1979-1982)	 Chief Bankruptcy Judge, United States Bankruptcy Court for the	N / A	 American Bar Association; The Bar Association of Metropolitan St. Louis; Nationa! Conference of Bankruptcy Judges United States Court of Appeals for the Ninth Circuit 95 Seventh Street, San Francisco, CA 94103-1526 PO. Box 193939, San Francisco, CA 94119-3939 Tel: (415) 355-8000 (General Information) Tel: (415} 355-7830 (Docketing-Civil) Tel: (415) 355-7840 (Docketing-Criminal) Internet: www.ca9.uscourts. gov Number of Judgeships: 28 Supreme Court Justice: Associate Justice Anthony M. Kennedy Areas Covered: Alaska, Arizona, California, Guam, Hawaii, Idaho, Montana, Nevada, Northern Mariana Islands, Oregon and Washington United States Court of Appeais for the Ninth Circuit continued Deputy Circuit Executive Terry Nafisi....... eee eee (415) 355 Assistant Circuit Executive - Automation Bon Vincent... (415) 3 55-293, Assistant Circuit Executive - Court Management and os Research Robert Rucker.................-.----005 (415) 355-294, Assistant Circuit Executive - Human Resources Holly Velando ... 2.6. eee eee ees (415) 355 89] Assistant Circuit Executive - Judicial Conference and 7 Education Renée Lorda......-.......0:ec ener ee eee (415) 355-395 Assistant Circuit Executive - Legal Affairs (Vacant) ..... (415) 335-gg¢ Assistant Circuit Executive - Public Information David Madden...........2.0.002.-c cece eee (415) 355-9 Assistant Circuit Executive - Space and Facilities : Susan Kim... -... 2000-060. (413) 355-865 Clerk of the Court (Acting) Molly Dwyer. ...........5+ (415) 355-809 Procurement Clerk Meredith Blain. ............-.---- (415) 355-895
162	54	 David R. Hansen	 Noyember 26, 199] .	 President George H.W. Bush	N / A	 Administrative Aide (R-IA), Office of Representative Ben F. Jensen, United States House of Representatives (1962-1963)	 Judge, Police Court (1969-1973); Judge, Iowa District Court, Second Judicial District (1976-1986); Judge, United States District Court for the Northern District of lowa (1986-1991); Chief Indge, United States Court of Appeals for the Highth Circuit (2602-2003); Member, Judicial Conference of the United States (2002-2003); Judicial Panel on Multidistrict Litigation	 Law Clerk and Associate Attorney, Jones, Cambridge & Carl (1963-1964); Partner, Barker, Hansen & McNeal (1968-1976) Military Service: United States Army (1964-1968)	 The Dean Mason Ladd American Inn of Court, The American Inns of Court; lowa State Bar Association
206	55	 David R. Thompson	 1985	 President Ronald Reagan	N / A	N / A	N / A	 Partner, Colton, Thompson & Thompson (1957-1965); Partner, Thompson & Thompson (1965-1985) Military Service: United States Navy (1955-1957)	 American Bar Association; American Board of Triat Advocates; San Diego County Bar Association; The State Bar of California
261	56	 David S. Tatel	 October 11, 1994	 President William J. Clinton	N / A	N / A	N / A	 Associate, Sidley & Austin (1967-1969); Associate, Sidley Law Clerk Damian Williams................-.....0. (202) 216-7460 & Austin (1970-1972); Associate, Hogan & Hartson LLP (1974-1977); : ue Service: 2007 Partner, Hogan & Hartson LLP (1979-1994) dministrative Assistant Marcia Davidson............. (202) 216-7460 Nonprofit: Director, Chicago Lawyers Committee for Civil Rights Under Law (1969-1970); Director, National Lawyers’ Committee for Civil Rights Under Law (1972-1974)	 National Academy of Education
122	57	 David W. McKeague	N / A	N / A	N / A	N / A	N / A	N / A	N / A
217	58	 Deanell Reece Tacha	N / A	N / A	N / A	N / A	N / A	 Associate, Hogan & Hartson LLP (1973); Associate, Thomas J. Pitner Law Firm (1973-1974)	 American Bar Association; Kansas Bar Association
218	59	 Deanell Reece Tacha, United States Court of	N / A	N / A	N / A	N / A	N / A	 Associate, Hogan & Hartson LLP (1973); Associate, Thomas J. Pitner Law Firm (1973-1974)	 American Bar Association; Kansas Bar Association
121	60	 Deborah L. Cook	N / A	N / A	N / A	N / A	N / A	N / A	N / A
309	61	 Deborah M. Smith	N / A	N / A	N / A	N / A	N / A	N / A	N / A
36	62	 Dennis Jacobs	 December 8, 1992	 President George H.W. Bush	N / A	N / A	N / A	 Associate, Simpson, Thacher & Bartlett LLP (1973-1980);	N / A
211	63	 Dennis Montali	 May 1, 2000	N / A	N / A	N / A	N / A	 Associate then Partner, Rothschild, Phelan, & Montati (1968-1980); Parmer, Dinkelspiel, Pelavin, Steefel, and Levitt (1980); Partner, Pillsbury, Madison, & Sutro (1981-1993) Military Service: United States Naval Reserve	 American Bar Association, American Coliege of Bankruptcy; San Francisco Bar Association
84	64	 Dennis W. Shedd	 December 10, 2002	N / A	N / A	 Administrative Assistant (R-SC), Office of Senator Strom ‘Thurmond, United States Senate (1982-1984), Chief Counsel and Staff Director, Committee on the Judiciary, United States Senate (1985-1986)	 District Judge, United States District Court for the District of South Carolina (1991-2002)	 Law Clerk, Harry Dent & Associates (1977-1978); OF Counsel, Bethea, Jordan & Griffin, PA, (1988-1991); Sole Practitioner, Law Offices of Dennis W. Shedd (1989-1991)	 South Carolina Bar Association
151	65	 Diana E. Murphy nara of Circuit 	 April 22, 2000	 President William J. Clinton	N / A	N / A	 Judge, Hennepin County Municipal Court (1976-1978); Judge, Minnesota District Court, Fourth Judicial District (1978-1980); Judge, United States District Court for the District of Minnesota (1980-1994). Chief Judge, United States District Court for the District of Minnesota (1992-1994); Chair, United States Sentencing Commission (1999-2004) .	 Associate, Lindquist & Vennum PLLP (1974-1976)	 American Bar Association; American Judicature Society; The American Law Institute; Federal Judges Association; ; Minnesota State Bar Association; Minnesota Women Lawyers; National Association of Women Judges seships: Law Clerk, Grand Forks County States Attorney (1959-1962); @ Clerk, Nelson & Mack (1959-1962) yernment: North Dakota Deputy Securities Commissioner and Special stant Attorney General (1962-1966); Assistant United States Attorney, trict of North Dakota, United States Attorney’s Office, United States sartment of Justice (1966-1968) al Practice: Partner, Member and Stockholder, Vogel, Weir, Bye, Hunke Cormick, Ltd. (1968-2000) ‘urrent Memberships: American Bar Association; American Bar gundation, American Bar Association; American Judicature Society; ederal Judges Association; State Bar Association of North Dakota
81	66	 Diana Gribbon Motz	 June 1994	 President William J. Clinton	N / A	 Assistant Attorney General, Office of the Attorney General, State of Maryland (1972-1981}; Chief of Litigation, Office of the Attorney General, State of Maryland (1981-1986)	 Associate Judge, Maryland Court of Special Appeals (1991-1994)	 Associate, Piper & Marbury LLP (1968-1971); Partner, Frank, Bernstein, Conaway & Goldman (1986-1991)	 American Bar Association; American Bar Foundation, American Bar Association; The Bar Association of Baltimore City; Maryland State Bar Association, Inc.; Maryland Bar Foundation, Maryland State Bar Association, Inc.; Women’s Bar Association of Maryland 
143	67	 Diane P. Wood	 July 24, 1995	 President William J. Clinton	N / A	 Attomey-Advisor, Office of the Legal Advisor, United States Department of State (1977-1978), Special Assistant to the Assistant . Attomey General, Antitrust Division, United States Department of Justice: © (1985-1987); Deputy Assistant Attorney General, Antitrust Division {1993-1995} Legal Practice: Associate, Covington & Burlington (1978-1980) Current Memberships: American Academy of Arts and Sciences; The American Law Institute; American Society of International Law; The Bar Association of the District of Columbia; Illinois State Bar Association ; hambers of Circuit Judge Ann Claire Williams 722 U.S. Courthouse, 219 South Dearborn Street, Room 2612, él: (312) 435-5532 Fax: (312) 408-5141 jmail: ann_¢_williams@ca7.uscourts.gov ‘dhtcation: Wayne State 1970 BS; Michigan 1972 MA; Notre Dame 1975 JD ippeinted By: President William J. Clinton lerkships: Law Clerk The Honorable Robert A. Sprecher, United States ourt of Appeals for the Seventh Circuit (1975-1976) jovernment: Assistant United States Attorney, Northern District of lincis, United States Department of Justice (1976-1985)		 Associate, Covington & Burlington (1978-1980)	 American Academy of Arts and Sciences; The American Law Institute; American Society of International Law; The Bar Association of the District of Columbia; Illinois State Bar Association ; hambers of Circuit Judge Ann Claire Williams 722 U.S. Courthouse, 219 South Dearborn Street, Room 2612, él: (312) 435-5532 Fax: (312) 408-5141 jmail: ann_¢_williams@ca7.uscourts.gov ‘dhtcation: Wayne State 1970 BS; Michigan 1972 MA; Notre Dame 1975 JD ippeinted By: President William J. Clinton lerkships: Law Clerk The Honorable Robert A. Sprecher, United States ourt of Appeals for the Seventh Circuit (1975-1976) jovernment: Assistant United States Attorney, Northern District of lincis, United States Department of Justice (1976-1985) Judicial: District Judge, United States District Court for the Northern : District of Iinois (1985-1999) : Nonprofit: Secretary and Board Member and Faculty, National Institute for Trial Advocacy (1979), Equal Justice Works (2001); Secretary, Board of Trustees, The University of Notre Dame; Member, Delta Sigma Theta Sorority, Inc. Urent Memberships: Cook County Bar Association: Federal Bar ~ ‘Association; Federal Judges Association; Illinois Judicial Council; Board of Directors, Just the Beginning Foundation; Women’s Bar Association of Illinois 
145	68	 Diane S. Sykes	 July 4, 2004	 President George W. Bush	N / A	N / A	 Judge, Milwaukee County Circuit Court Branch (1992-1999); Justice, Wisconsin Supreme Court (1999-2004) .	 Attorney, Whyte Hirschboeck Dudek S.C. (1985-1992)	 The American Inns of Court; The Seventh Circuit Bar Association, Federal Bar Association; Milwaukee Bar Association; National Association of Women Lawyers; St. Thomas More Legal Society; State Bar of Wisconsin.
172	69	 Diarmuid FE O’Scannlain	N / A	N / A	N / A	N / A	N / A	N / A	N / A
59	70	 Dolores K. Sloviter	 1979	 President Jimmy Carter	N / A	N / A	N / A	 Attorney, Dilworth, Paxson, Kalish, Kohn & Levy (1956-1969); Member, Harold #. Kohn, PA (1969-1972)	 American Bar Association; American Judicature Society; The American Law Institute; Federal Bar Association; Federal Judges Association; National Association of Women Judges; Pennsylvania Wamen’s Forum; Philadephia Bar Association
311	71	 Donald	N / A	N / A	N / A	N / A	N / A	N / A	N / A
200	72	 Dorothy Wright Nelson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
257	73	 Douglas H. Ginsburg	 November 10, 1986 ,	 President Ronald Reagan	N / A	 Deputy Assistant Attorney General for Regulatory Affairs,	N / A	N / A	 Ametican Bar Association; American Economic Association; Iinois State Bar Association
157	74	 Duane Benton	N / A	N / A	N / A	N / A	N / A	N / A	N / A
91	75	 E. Grady Jolly	N / A	N / A	N / A	N / A	N / A	N / A	N / A
50	76	 Earl Warren,	N / A	N / A	N / A	 Counsel ta the Majority, Connecticut General Assembly (1959); Special Coimsel, Office of the Governor, State of Connecticut (1960); Executive Assistant, Office of the Secretary, United States Department of Health, Education and Welfare (1961-1962); Administrative Assistant (D-CT), Office of Senator Abraham A. Ribicoff, United States Senate (1963-1964); U.S. Attomey, Connecticut District, Executive’ Office for United States Attorneys, United States Department of Justice (1964-1969) * :	 District Judge, United States District Court for the District of Connecticut (1972-1979)	 Partner, Ritter, Satter & Newman (1958-1960); Private Practice (1969-1971) Military Service: United States Army Reserve, United States Department of the Army (1954-1962) Nonprofit: Consultant, Ford Foundation (1969-1970)	 American Bar Association; American Bar . Foundation, American Bar Association; American Judicature Society; The American Law Institute; Connecticut Bar Association; Hartford County Bar
100	77	 Edith Brown Clement	 December 27, 2001	 President George W. Bush	N / A	N / A	 District Judge, United States District Court for the Eastern District of Louisiana (1991-2001)	 Jones, Walker, Waechter, Poitevent, Carrere & Denegre (1975-1991)	 The American Inns of Court; The American Law Institute; Federal Bar Association; Louisiana State Bar Association; Maritime Law Association of the United States
89	78	 Edith H. Jones	N / A	N / A	N / A	N / A	N / A	N / A	N / A
101	79	 Edward C. Prado	N / A	N / A	N / A	N / A	N / A	N / A	N / A
102	80	 Edward C. Prado,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
207	81	 Edward Leavy	 March 23, 1987	 President Ronald Reagan	N / A	N / A	 Judge, Lane County District Court (1957-1961); Circuit	N / A	N / A
240	82	 Elizabeth E. Brown	 April 16, 2001	N / A	N / A	N / A	N / A	N / A	N / A
94	83	 Emilio M. Garza	N / A	N / A	N / A	N / A	N / A	N / A	N / A
26	84	 Enrique 5S. Lamoutt,	 Novernber 1986	N / A	N / A	 Assistant U.S. Attorney, Puerto Rico District, Executive Office for United States Attorneys, United States Department of Tustigg | (1983-1986)	 Chief Bankruptcy Judge, United States Bankruptcy Appellate	N / A	 American Bar Association; The District of Columbia Bar Association; Federal Bar Association; Puerto Rico Chapter, : Federal Bar Association
117	85	 Eric Lee Clay	N / A	N / A	N / A	N / A	N / A	N / A	N / A
