	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
84	26	 Amy J. St. Eve	N / A	N / A	N / A	N / A	N / A	N / A	N / A
151	27	 Andrew P. Rodovich	 May 3, 1982	N / A	N / A	 Chief Deputy Prosecutor, State of Tidiiina (1979. 1982) _	 Referee, Hammond City Court	 Partner, Hand, Muenich & Rodovich (1973-1978)	 Indiana State Bar Association; Lake Couns Bar Association {IN} . 
188	28	 Anita L. Shodeen	 2009	N / A	N / A	N / A	N / A	N / A	N / A
395	29	" Ann D. ). Montgomery"""	 August 6, 1996	 President William J. Clinton	N / A	 Assistant United States Attorney, District of Minnesota, : Office of the United States Attorney, United States Department of Justice (1976-1983) - .	 Judge, Hennepin County District Court (1983. 1985); Judge,	N / A	 American Judicature Society; Eighth Circuit District Judges Association, Federal Bar Association; Hennepin County Bar Association; Minnesota Judges Association; Minnesota State Bar Association; Minnesota Women Lawyers; alan Association of Women Fudges 
362	30	 Anna Diggs Taylor	 1979	 President Jimmy Carter	N / A	 Attorney, Office of the Solicitor, United States Department of	N / A	 Partner, Zwerdling,. Maurer,. Diggs & fan (1970 #1975)	 Yale Law School Association; Federal Bar Association; Michigan Association of Black Judges; National Lawyers Guild; State Bar of Michigan; Joint Steering Committee; Gender and Racial-Ethnic Fairness Task Force, United States Court of Appeals for the Sixth Circuit; Wolverine Bar Association; Women Lawyers Association of . Michigan. - :
168	31	 Anthony J.	 November 14, 1997	N / A	N / A	 Deputy Attorney General, State of Indiana (1972-1976); Commissioner, Circuit Court, Marion County Courts, City of Indianapolis, Indiana (1979-1984) .	 Judge, Marion County Superior Court (1985-1997)	 Private Practice (1976-1984)	 Indianapolis Bar Association; National Conference of Bankrupicy Judges
355	32	 Arthur J. Tarnow	 May 26, 1998	 President William J. Clinton	N / A	 Chief Deputy Defender, Appeals, Legal Aid and Defenders	N / A	 Partner, Cilluffo and Tarnow (1973); Private Practice (1974-1998)	 Michigan State Bar Foundation
366	33	 Avern L. Cohn	 October 9, 1979 :	 President Jimmy Carter	N / A	 Associate, Social Welfare Commission, State of Michigan;	N / A	 Partner, Irwin I. Cohn (1949-1961); Partner, Honigman Miller Schwartz and Cohn LLP (1961-1979) Military Service: United States Army (1943-1946)	 American Bar Association; American Judicature Society; The American Law Institute; Detroit Bar Association; Federal Bar Association; Federal Circuit Bar Association; State Bar of Michigan
28	34	 B. Avant Edenfield	N / A	N / A	N / A	N / A	N / A	N / A	N / A
51	35	 B. Lynn Winmill	 August 16, 1995	 President William J. Clinton	N / A	N / A	 Judge, Idaho District Court, Sixth Judicial District (1 987-1995)	 Attorney, Holland & Hart LLP; Burnett & Winmill;	N / A
46	36	 Barry M. Kurren	N / A	N / A	N / A	N / A	N / A	N / A	N / A
171	37	 Basil H. Lorch Jl -	 April 14, 1992	N / A	N / A	 Public Defender, Criminal Court, Floyd County, Indiana -	N / A	 Managing Partner, Lorch and Naville	 American College of Bankruptcy; Bloya County Bar; National Conference of Bankruptcy Judges 
363	38	 Bernard A. Friedman	N / A	 President Ronald Reagan	N / A	N / A	N / A	N / A	 Oakland County Bar Association; State Bar of Michigan
313	39	 Beth P Gesner	N / A	N / A	N / A	N / A	N / A	N / A	N / A
76	40	 Blanche M. Manning	 October 18, 1994	 President William J. Clinton:	N / A	 Member, Board of Education, City of Chicaga, [Hinois (1961-1967), Assistant State’s Attorney, Office of the State’s Attorney, County of Cook, Illinois (1968-1973); Supervisory Trial Attorney, United States Equal Employment Opportunity Commission (1973-1977); Assistant United States Attorney, Northern District of Illinois, United, States Department of Justice (1978-1979)	 Associate Judge, Illinois Cireuit Court, Cook County Judicial District (1979-1986); Judge, Illinois Circuit Court, Cook County Fudicial District (1986-1988); Judge, Illinois Court of Appeals, Cook County. (1987-1994)	 General Attorney, United Airlines (1977- 1978) .	N / A
264	41	 Brian Anthony Jackson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
123	42	 Bruce W. Black	 August 13, 2001	N / A	N / A	 Assistant State*s Attorney, Office of the State Attorney, State of Illinois (1975-1976); State’s Attorney, State of Illinois (1976-1985)	 Circuit Judge, Tenth Judicial Circuit of Ulinois (1985-2001)	N / A	N / A
66	43	 Byron G. Cudmore	 September 1, 1997	N / A	N / A	 § Cc State Att Office (1978-1985); First .	N / A	 Hinshaw & Culbertson (1995-1997)	 The Lincoln-Douglas American Inn of Court, The American Inns of Court; Sangamon County Bar Association 130 Federal Bldg., 201 N. Venmilion St, Danville, IL 61832 ° Deputy-in-Charge - Peoria Kathleen Traehkerischuh . 216 Federal Bldg., 100 NE Monroe, . .. 309) 671-7035 Peoria, IL 61602 _ Pe 3 Pparupns Manager Gerald Miller 0.2.0.6 - 11... 0s. (217) 492-4551
10	44	 C. Christopher Hag	N / A	N / A	N / A	N / A	N / A	N / A	N / A
281	45	 C. Michael Hill	 September 2010	N / A	N / A	N / A	N / A	N / A	 American Bar Association: Louisiana State Bar Association; Shreveport Bar Association 
227	46	 Candace J. Smith	N / A	N / A	N / A	N / A	N / A	N / A	N / A
53	47	 Candy Wagahoff	 March 30, 2008	 President George W. Bush	N / A	N / A	N / A	N / A	N / A
249	48	 Carl J. Barbier	 October 12, 1998	 President William J. Clinton	N / A	N / A	N / A	 Associate, Badeaux and Discon (1971-1973); Partner, Badeaux, Discon, Cumberland and Barbier (1974-1982); Law Offices of Carl J. Barbier (1983-1984); Partner, Barbier and Cumberland (1985-1992); Law Offices of Carl J. Barbier (1992-1993); Qwner/Attorney, Barbier Law Firm (1993-1998)	 American Bar Association; Federal Bar Association; Jefferson Bar Association; Louisiana State Bar Association; Louisiana Bar Foundation, Louisiana State Bar Association; New Orleans Bar Association
193	49	 Carlos Murguia	N / A	N / A	N / A	N / A	N / A	N / A	N / A
117	50	 Carol A. Doyle	 July 26, 1999	N / A	N / A	N / A	N / A	 Sidley & Austin (1985-1999)	N / A
300	51	 Catherine C. Blake	N / A	N / A	N / A	N / A	N / A	N / A	N / A
186	52	 Celeste F Bremer	 January 1, 1990	N / A	N / A	N / A	 Magistrate Judge (part-time), United. States District Court for the Southern District of lowa (1985-1990)	 Partner, Carlin, Licbbe, Pitton and Bremer (1979- -1981);. fy Partner, Rabin, Liebbe, Shinkle and Bremer (1981-1982); Counsel, Legal Department, Deere and Company (1982- 1984); Counsel, Economy Forms Corporation (1985-1989)	 Avneriean Bar Association: The c. Edwin Moore American Inn of Court, The American Inns of Court; American Judicature Society; Federal Magistrate Judges Association; lowa Organization of Women Attorneys; Iowa Staté Bar Association; National Association of Women Judges; Polk County Bar Association; Polk County Women Attorneys Association
311	53	 Charles B. Day	N / A	N / A	N / A	N / A	N / A	N / A	N / A
367	54	 Charles E. Binder	N / A	N / A	N / A	N / A	N / A	N / A	N / A
64	55	 Charles H. Evans	N / A	N / A	N / A	N / A	N / A	N / A	N / A
102	56	 Charles P Kocoras	N / A	N / A	N / A	N / A	N / A	N / A	N / A
234	57	 Charles R. Simpson III	 October 15, 1986	 President Ronald Reagan	N / A	 Staff Counsel, County of Jefferson, Kentucky (1978-1984);	N / A	 Associate, Rubin, Trautwein & Hays (1971-1975); Partner, Levin, Yussman & Simpson (1975-1977)	 American Judges Association; Federal Bar Association; Federal Circuit Bar Association; Federal Judges Association; Kentucky Bar Association; Louisville Bar Association; The University of Lovisville Law School Alumni Association . .
182	58	 Charles R. Wolle	 August 1987	 President Ronald Reagan	N / A	N / A	 Judge, Iowa District Court (1981-1983); Justice, lowa Supreme Court (1983-1987)	 Attorney, Shull, Marshall & Marks (1961-1980) Military Service: United States Army Reserve, United States Department of the Army (1961-1967)	 Ametican Bar Association; American College of . Trial Lawyers
73	59	 Charles Ronald Norgle,	 October 1984	 President Ranald Reagan	N / A	 Assistant State’s Attorney, Office of the State Attorney, / State of Hlinois (1969-1971); Deputy Public Defender, State of Illinois * ‘ (1971-1973)	 Associate Judge, DuPage County Court (1973- 1977); Judge,	N / A	 Ameren Bar Association; DuPage ‘Connty Bar Association; Federal Bar Association; Illinois State Bar Association
268	60	 Christine A. Noland	 December 5, 1987	N / A	N / A	N / A	N / A	 Private Practice (1983-1987)	 American Bar Association: Baton Rouge Bar Association; Louisiana State Bar Association; Louisiana Trial Lawyers Association
152	61	 Christopher A.	 January 10, 2000	N / A	N / A	 Trial Attorney, Land and Natural Resources Division, United	N / A	 Yoder, Ainlay, Ulmer and Buckingham (1978-1981)	 The Robert A. Grant American Inn of Court, The American Inns of Court; Federal Magistrate Judges Association; Indiana State Bar Association; St. Joseph County Bar Association
8	62	 Clarence	N / A	N / A	N / A	N / A	N / A	N / A	N / A
7	63	 Clarence Cooper	N / A	N / A	N / A	N / A	N / A	N / A	N / A
292	64	 D. Brock Hornby	 1990	 President George H.W. Bush,	N / A	N / A	 Magistrate Judge, United States District Court for the District of Maine (1982-1988); Associate Justice, Maine Supreme Fudicial Court (1988-1990); Chief Judge, United States District Court for the District of Maine (1996-2003); Chair, Committee on Court Administration and Case Management, Judicial Conference of the United States (1997-2000); Chair, Judicial Conference Committee on the Judicial Branch (2005)	 Associate, Perkins, Thompson, Hinckley & Keddy	 American Bar Association; American Bar Foundation, American Bar Association; The American Law Institute; _ Cumberland County Bar Association; Maine State Bar Association; Maine Bar Foundation, Maine State Bar Association
209	65	 Dale L. Somers	N / A	N / A	N / A	N / A	N / A	N / A	N / A
379	66	 Daniel S. Opperman	 july 2006	N / A	N / A	N / A	N / A	 Attorney, Braun Kendrick. Fidteiner PL.C,	N / A
214	67	 Danny C. Reeves	N / A	N / A	N / A	N / A	N / A	N / A	N / A
239	68	 Dave Whalin	 July 26, 2004	N / A	N / A	N / A	N / A	N / A	N / A
42	69	 David Alan Ezra	 1988	 President Ronald Reagan	N / A	 Assistant U.S. Attorney, District of Columbia, Office of the’	N / A	 Greenstein, Cowen & Frey (1972-1973); Associate then Partner, Anthony, Hoddick, Reinwald & O’Connor (1973-1980); Director and Managing Director, Ezra, O’Connor, Moon & Tam (1980-1988) Military Service: United States Army Reserve, United States Department of the Army (1971-1977)	 American Arbitration Association; American Bar Association; Federal Judges Association; Hawaii State Bar Association; Ninth Circuit District Judges Association Membership: Member, Judicial Conference of the United States 
65	70	 David G. Bernthal	 May 1, 1995	N / A	N / A	N / A	 Associate Judge, Illinois Circuit Court, Fifth Judicial Circuit (1987-1995)	 Private Practice (1976-1986)	 Federal Magistrate Judges Association
93	71	 David H. Coar	 August 12, 2009	 President William J. Clinton	N / A	 United States Trustee, United States Department of Justice (1979-1982) :	 Judge, United States Bankruptcy Court for the Northern District of Tlinois (1986-1994)	 Attorney, Crawford & Cooper (1971); Attorney, Adams, Baker & Clemon (1972-1974) Military Service: United States Marine Corps (1965-1971)	 American Bar Association; The Chicage American Inn of Court, The American Inns of Court; The Chicago Bar Association; Federal Bar Association; Federal Judicial Center: Legal C Club of Chicago; National Conference of Bankruptcy Judges
202	72	 David J. Waxse	N / A	N / A	N / A	N / A	N / A	N / A	N / A
228	73	 David L.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
215	74	 David L. Bunning	N / A	N / A	N / A	N / A	N / A	N / A	N / A
129	75	 David R. Herndon	N / A	N / A	N / A	N / A	N / A	N / A	N / A
297	76	 Deborah K. Chasanow	 1993	 President William J. Clinton	N / A	 Assistant Attorney Generat, Office of the Attorney General, State of Maryland (1975-1979); Chief of Criminal Appeals Division, Office of the Attorney General, State of Maryland (£979-1987)	 Magistrate Judge, United States District Court for the District of Maryland (1987-1993)	 Attorney, Cole & Groner, BC.	 The Marlborough American Inn of Court, The American Inns of Court; Federal Judges Association; Maryland State Bar Association, Inc.; National Association of Women Judges; Prince Georges County Bar Association; Women’s Bar Association of Maryland 
165	77	 Debra McVicker Lynch	N / A	N / A	N / A	N / A	N / A	N / A	N / A
352	78	 Denise Page Hood	 June 11, 1994	 President William J. Clinton	N / A	 Assistant Corporation Counsel, City of Detroit, Michigan (1977-1982)	 Judge, Michigan District Court, 36th District (1983-1989}; Judge,	N / A	 American Bar Association; Association of Black Judges of Michigan; Detroit Bar Association; State Bar of Michigan
269	79	 Docia L. Dalby	 May 16, 1997	N / A	N / A	N / A	N / A	 Associate, Phelps, Dunbar; Partner, Rice Fowler	N / A
369	80	 Donald A. Scheer	N / A	N / A	N / A	N / A	N / A	N / A	N / A
370	81	 Donald A. Scheer contiued	N / A	N / A	N / A	N / A	N / A	N / A	N / A
174	82	 Donald E. O’Brien	 November 2, 1978	 President Jimmy Carter	N / A	 City Prosecutor, Office of the City Prosecutor, Sioux City, Towa (1949-1954); United States Attorney, Northern District of Lowa, United States Department of Justice (1961-1967); Counsel, Committee on Small Business, State of Iowa (1977-1978)	 Judge, Sioux City Municipal Court (1959-1960)	 Partner, O’Brien, Galvin & O’Brien (1948-1961); Partner, O’Brien, Galvin & O’Brien (1967-1977) Military Service: United States Air Force (1942-1945)	 Iowa State Bar Association; Woodbury canny Bar Association
278	83	 Donald E. Waiter	 Jaly i5, 1985	 President George W. Bush	N / A	 U.S. Attorney, Louisiana - Western District, Executive	N / A	 Attorney, Cavanaugh, Brame, Holt & Woodley (1964-1966);	N / A
135	84	 Donald G. Wilkerson	 January 4, 2005	N / A	N / A	N / A	N / A	N / A	N / A
270	85	 Douglas D. Dodd	 May 2, 2002	N / A	N / A	N / A	N / A	 Attorney, Stone, Pigman, Walther, Wittmann & Hutchinson	N / A
328	86	 Douglas P. Woodiock	N / A	 President Ronald Reagae	N / A	N / A	N / A	 Associate, Goodwin, Procter & Hoar, LLP (1976-1979); Associate, Goodwin, Procter & Hoar, LLP (1983-1984); Partner, Goodwin, Procter & Hoar, LLP (1984-1986)	 American Bar Association; American Bar Foundation, American Bar Association; American Judicature Society; The American Law Institute; Boston Bar Association; Federal Judges: Association; Massachusetts Bar Association, Inc..
27	87	 Dudley H. Bowen, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
317	88	 Duncan W. Keir	 1993	N / A	N / A	N / A	N / A	 Associate, Miles & Stockbridge PC., Deputy General Counsel, Maryland National Bank, American Security Bank (1991-1993) Military Service: United States Navy (1968-1972)	 American College of Bankruptcy; National Conference of Bankruptcy Judges
238	89	 E.. Robert Goebel	N / A	N / A	N / A	N / A	N / A	N / A	N / A
226	90	 Edward B. Atkins	 August 2006	N / A	N / A	N / A	N / A	N / A	N / A
336	91	 Edward F Harrington	 February 22, 1988	 President Ronaid Reagan	N / A	 Special Trial Attorney, Criminal Division, Office of the	N / A	 Associate, Offices of Paul T. Smith (1961); Associate,	N / A
236	92	 Edward H: Johnstone	 October 13, 1977	 President Jimmy Carter	N / A	N / A	 Judge, Kentucky Circuit Court, 56th Cireuit (1976-1977)	 Partner, Johnstone, Eldred & Paxton (1949-1976)	N / A
52	93	 Edward J. Lodge	 1989	 President George H.W. Bush	N / A	N / A	 Probate Judge, Canyon County (1963-1965); Judge, Idaho District Court (1965-1988); Judge, United States Bankruptey Court for the District of Idaho (1988-1989)	 Attorney, Smith & Miller (1962-1963)	 American Bar Association; The American Inns of Court; Federal District Court Judges Association; Idaho District Judges Association; Idaho Staté Bar and Hehe Law Foundiatian, Enc; Idaho Trial Lawyers Association’ ’
173	94	 Edward J. McManus	N / A	N / A	N / A	N / A	N / A	N / A	N / A
92	95	 Elaine E. Bucklo	 October 2069	 President William J. Clinton	N / A	N / A	 Magistrate Judge, United States District Court for the Northern, District of Iifnois (1985-1994)	 Private Practice (1973-1985)	 American Bar Association; Section on Litigation, American Bar Association; Chicago Council of Lawyers; Federal Bar Association
241	96	 Eldon E. Fallon	N / A	N / A	N / A	N / A	N / A	N / A	N / A
276	97	 Elizabeth Erny Foote ©	 September 10, 2010	 President Barack Obama	N / A	N / A	N / A	N / A	N / A
261	98	 Elizabeth W. Magner	N / A	N / A	N / A	N / A	N / A	N / A	N / A
389	99	 Ellen S. Carmody	 October Li, 2000	N / A	N / A	N / A	N / A	 Law, Weathers & Richardson (1985-2000)	 Federal Bar Association; Federal Magistrate Judges Association; State Bar of Michigan 
195	100	 Eric F Melgren	 October 9, 2008	 President George W. Bush	N / A	N / A	N / A	N / A	N / A
118	101	 Eugene R. Wedoff	 September 16, 1987	N / A	N / A	N / A	 Chief Bankruptcy Judge, United States Bankruptcy Court for the Northern District of Itimois (2002-2007)	 Jenner & Block (1975-1987) Nonprofit: Executive Committee Member-at-Large, Board of Directors, American Bankruptcy Institute	 American Banlcuptcy Institute; National Bankruptcy Conference; National Conference of Bankruptcy Judges
335	102	 F Dennis Saylor IV	 June 15, 2004	 President George W. Bush	N / A	 Assistant US, Attorney, District of Massachusetts, United	N / A	 Associate, Goodwin Procter, L.L.P (1981-1987); Partner, Goodwin Procter, L.L.P. (1993-2004)	 American Bar Association; Boston Bat: Association; Worcester County Bar Association
348	103	 Frank J. Bailey	N / A	N / A	N / A	N / A	N / A	N / A	N / A
169	104	 Frank J. Otte	 October 1, 1986	N / A	N / A	N / A	 Chief Bankruptcy Judge, United States Bankruptcy Court for the Southern District of Indiana	 Private Practice (1966-1986); Counsel, Indianapolis Airport Authority (1974-1986) Military Service: United States Army (1960-1963)	 indiana State Bar Association
266	105	 Frank J. Polozola |	 1980 . / og ste a	 President Jimmy Cavier.	N / A	N / A	 “Magistrate Judge {part: -time), United States District Court for ‘the Middle District of Louisiana (1972-1973); ‘Magistrate Judge (full-time), United States District Court for the Middle Hsia of Louisiana (1973-1980) -	 Associate, Seale, Smith, Baine & Phelps (1966-1968); Partner, Seale, Smith & Phelps (1968-1973)	 The Wex S. Malone American Inn of Court, The American Inns of Court; Baton Rouge Bar Association; Federal Judges Association; Fifth Circuit District Judges Association, Louisiana State Bar Association
85	106	 Frederick J. Kapala	 May 10, 2007	 President George W. Bush	N / A	 Assistant State’s Attorney, Winnebago County, Minis	N / A	 Attorney, Pedderson, Menzimeér, Conde, Stoner & Killoren	N / A
5	107	 G. Ernest Tidwell	 1981	 President Ronald Reagan	N / A		 Magistrate Judge, United States District Court for the Northern District of Georgia (1976-1981); Member, Judicial Conference of the United States	 Associate, Fisher & Phillips LLP (1967-1969) Government: Executive Assistant Attorney General, Office of the Attorney General, United States Department of Justice (1966-1968) - Judicial: Judge, Georgia Civil Court, Fulton County (1968- 1971); Judge, Georgia Superior Court, Fulton County (1971-1979) 	 American Bar Association; American Judicature Society; Atlanta Bar Association; State Bar of Georgia 
37	108	 G. R. Smith	 1988	N / A	N / A	N / A	N / A	N / A	N / A
245	109	 G. Thomas Porteous, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
221	110	 G. Wix Unthank	 1980- . .	 President isan Canta	N / A	N / A	 Judge, Kentucky District Court, 26th Judicial District (1950-1957)	 Private Practice (1957-1966) Military Service: United States Army (1940-1945) -	 American Bar Association; American Judicature: Society; The Florida Bar; Kentucky Bar Association :
131	111	 G: Patrick Murphy	 May 5, 1998	 President William J. Clinton	N / A	N / A	 Chief Judge, United States Unstuet Court for the Southern District of Elinois	 Associate, James W. Sanders & Associates (1978-1982); Associate, Garrison & Garrison (1982-1983); Partner, Winters, Brewster, Murphy, Crosby & Patchett (1983- 1993); G. Patrick Murphy, Attorney at Law (1994-1998) Military Service: United States ‘Warne Corps (1966-1969)	 American College of Trial Lawyers; Marine Corps League, inc.
89	112	 Gary Scott Feinerman	 September 13, 2010	 President Barack Obama	N / A	N / A	N / A	N / A	N / A
291	113	 George 2. Singal	 July 2000	 President William J. Clinton	N / A	N / A	N / A	N / A	N / A
334	114	 George A. O'Toole, Jr.	 July 10, 1995	 President William J. Clinton	N / A	N / A	 Associate Justice, Boston Municipal Court:(1982-1990); Associate. Justice, Superior Court of Massachusetts (1990-1995)	 Associate, Hale and Dorr LLP (1972- 177): Junior Partner,	N / A
354	115	 George Caram Steeh	N / A	N / A	N / A	N / A	N / A	N / A	N / A
99	116	 George M. Marovich	 1988	 President Ronald Reagan	N / A	N / A	 Fudge, Illinois Circuit Court, Cook County Judicial Cirenit (1976-1988)	 Partner, Jacobs & Marovich (1959-1966)	 The Chicago Bar Association; Illinois Judges Association; Illinois Judicial Conference; South Suburban Bar Association
100	117	 George W. Lindberg -	 November 9, 1989	 President George H.W. Bush	N / A	 State Representative George Lindbergh, Illinois General Assembly (1967-1973); Comptroller, State of Illinois (1973-1977); Deputy Attomey General, [linois, Office of the Attorney General, United States Department of Justice (1977-1978)	 Justice, [linois Appellate Court, Second Judicial District (1978-1989) .	 John E. Reid & Associates (1955-1968); Franz, Franz, Wardell & Lindberg (1968-1976); Private Practice (1970-1973)	 Federal Judges Association
68	118	 Gerald D. Fines. -	N / A	N / A	N / A	N / A	N / A	N / A	N / A
349	119	 Gerald E. Rosen	 1990	 President George H.W. Bush	N / A	N / A	N / A	N / A	N / A
199	120	 Gerald L. Rushfelt	N / A	N / A	N / A	N / A	N / A	N / A	N / A
108	121	 Geraldine Soat Brown	 June 19, 2000	N / A	N / A	N / A	N / A	 Associate, Miller Shakman & Hamilton	 American Bar Association; The Chicago Bar Association; Chicago Council of Lawyers; Illinois State Bar Association; | Women’s Bar Association of [Hinois
9	122	 Gerrilyn G. Brill	 January 1995	N / A	N / A	 Office of the United States Attorney, Northern District of	N / A	 Associate, Harmon and Smith 9 975-1976); Private Practice (1976-1978) |	 Atlanta Bar Association; State Bar var Georgia . 
382	123	 Gordon J. Quist	 August 28, 1992	 President George H.W. Bush	N / A	N / A	N / A	 Hollabaugh & Facobs (1962-1964); Sonnenschein,	N / A
216	124	 Gregory Van Tatenhove	N / A	N / A	N / A	N / A	N / A	N / A	N / A
62	125	 Harold Albert Baker	N / A	N / A	N / A	N / A	N / A	N / A	N / A
181	126	 Harold D. Vietor	N / A	 President Jimmy Carter	N / A	N / A	 Judge, Jowa District Court (1965-1979)	 Attorney, Bleakley Law Offices (1959-1965) . Military Service: United States Navy (1952-1954)	 American Bar Association; Eighth Circuit District Judges Association; Federal Judges Association; Iowa State Bar Association
155	127	 Harry C. Dees, Jr.	 October 1, 1986	N / A	N / A	 Deputy Public Defender, State of Indiana (1976-1978); Deputy Prosécutor, State of Indiana (1983- 1984):	" Judge, Vigo County Juvenile Court (1978- 1982)"" o"	 Attomey, Hertwig & Decker aes ae Tabor, & Dees (1978-1986) Military Service: United States Air Force (1961- 1971); idan an National Guard (1976-1992)	 American Bankruptcy Institute; The Seventh Circuit Bar Association, Federal Bar Association; Indiana State Bar Association; National Conference of Bankruptcy Judges; National Guard Association.of the United States; St. Joseph County Bar Association; Terre - Haute Bar Association -
