	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
75	47	 Ben T. Barry,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
241	48	 Bernard G. Skomali .	N / A	N / A	N / A	N / A	N / A	N / A	N / A
199	49	 Bernard Zimmerman	 November 21, 1995	N / A	N / A	 Assistant, Office of the State Public Defender, State of	N / A	 Attorney, Pillsbury, Madison & Sutro (1972-1994)	N / A
39	50	 Bernardo P. Velasco	 September 29, 2000	N / A	N / A		 Judge, Arizona Superior Court (1985-2000)	 Legal Aid Society (1974- 1979); Haralson, Kinetk & Morey (£983-1984) Military Service: Inactive United States — Reserve, United States Department of the Army (1971-1979)	 Arizona Judges Association; Arizona Minority Bar Association; National Wild Turkey Federation: Pima a Eounty Bar - Association; State Bar of Arizona Statf Career. Law Clerk Rebecca Huerta.:........... meee (520) 205-4631 E-mail: rebecca _hmerta@azd.uscourts.gov : a . Education: Georgetown 1997 FD: . n Judicial Assistant Charlotte Molina ........-......... (520) 205-4630 Fall 2010 © Leadership Directories, Inc. Judicial Yellow Book german ora eee eA TEU ETSERT LSAT PONTE NSE RAE United States District Court for the District of Arizona 711 ‘hambers of Magistrate Judge David K. Duncan Sandra Day 0° Connor U.S. Courthouse, 401 West Washington Street, pc 14, Suite 325, Phoenix, AZ 85003-2120 Tel: (602) 322-7630 Fax: (602) 322-7639 E-mail: david. duncan@azd.uscourts.gov David K. Duncan Magistrate Judge ‘pate of Bixth: 1958 Hdueation: Arizona 1984 BA, 1987 1D. Began Service: June 14, 2001 Term Expires: June 13, 2017 Clerkships: Law Clerk The Honorable William D, Browning, United States : istrict Court for the District of Arizona (1987-1989) Government: Assistant United States Attorney, United States Department of Justice (1997-2001) Legal Practice: Associate, Meyer, Hendricks, Victor, Osborn & Maledon; Partner, Osborn Maledon (1995-1997) 
64	51	 Beth Deere	 January 8, 2007	N / A	N / A	N / A	N / A	N / A	N / A
255	52	 Boyd N. Boland	 February 2000	N / A	N / A	N / A	N / A	 Holme Roberts & Owen, LLP (1981-1984); Holme Roberts & Gwen, LLP (1985-2000)	 American Intellectual Property Law Association; The American Law Institute
294	53	 Brendan L. Shannon	 2006	N / A	N / A	N / A	N / A	N / A	N / A
57	54	 Brian Stacy Miller	N / A	N / A	N / A	N / A	N / A	N / A	N / A
396	55	 C. Ashley Royal	 December 28, 2004	 President George W. Bush	N / A	N / A	N / A	N / A	N / A
116	56	 Carla M. Woehrle	 June 10, 1996	N / A	N / A	N / A	N / A	N / A	N / A
334	57	 Caryl E. Delano	 2008	N / A	N / A	N / A	N / A	N / A	N / A
149	58	 Catherine E. Bauer	 2010	N / A	N / A	N / A	N / A	N / A	N / A
333	59	 Catherine Peek.	 2005 |	N / A	N / A	N / A	N / A	N / A	N / A
239	60	 Cathy Ann Bencivengo	N / A	N / A	N / A	N / A	N / A	N / A	N / A
364	61	 Cecilia M. Altonaga	N / A	 President George W. Bush	N / A	 Assistant County Attorney, Office of the County Attorney, County of Miami-Dade, Florida (1988-1996)	 County Court Judge, Miami-Dade County (1996-1999); Circuit	N / A	 Cuban American Bar Association; Dade County Bar Association; Florida Association for Women Lawyers; The Florida Bar
307	62	 Charlene Edwards	N / A	N / A	N / A	N / A	N / A	N / A	N / A
215	63	 Charles Daniel	N / A	N / A	N / A	N / A	N / A	N / A	N / A
52	64	 Charles G. Case Wi	 1994	N / A	N / A	N / A	N / A	 Attorney, Lewis and Roca LLP (1975- 1988); Meyer Hendricks, Victor, Osborn & Maledon (1988-1993) Nonprofit: Volunteer, Grenville, St. Andrew’s, Grenada, West Indies, Peace Corps (1969-1972)	 American Bankrupicy Institute; American Bar | Association; The American Law Institute; State Bar of Arizona
185	65	 Charles R. Breyer	N / A	N / A	N / A	N / A	N / A	N / A	N / A
40	66	 Charles R. Pyle	N / A	N / A	N / A	 Assistant, Office of the County Attorney, County of Pima,	N / A	 Southern Arizona Legal Aid (1977-1987)	 Federal Bar Association; Pima County Bar Association
390	67	 Chris M	 1996	N / A	N / A	N / A	N / A	N / A	N / A
82	68	 Christina A. Snyder	 November 24, 1997	 President William J. Clinton	N / A	N / A	N / A	 Partner, Corinblit & Seltzer (1994-1998); Partner, Katten,	N / A
248	69	 Christine M. Arguello	N / A	N / A	N / A	N / A	N / A	N / A	N / A
268	70	 Christopher F Droney	N / A	 President William J, Clinton '	N / A	 Member, Town Council, Town of West Hartford, Connecticut (1983-1989); Mayor, Town of West Hartford, Connecticut (1985-1989); Special Master, United States District Court for the District of Connecticut (1985-1993); Special Master, Connecticut Superior Court (1992); U.S. Attorney, Connecticut District, Executive Office for United States Attorneys, United States Department of Justice, William J. Clinton Administration (1993-1997)	 Connecticut Law Review	 Associate, Day, Berry & Howard (1979-1981); C Associate, Buckley & Santos PC (1981-1984); Associate, Reid & Riege E PC {1984-1994}; Vice President and Stockholder, Reid & Riegé PC ~ : (1987-1994) a :	 Federal Bar Council
292	71	 Christopher S. ©	 2006	N / A	N / A	N / A	N / A	N / A	N / A
25	72	 Cindy K. Jorgenson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
400	73	 Claude W. Hicks,	 1986	N / A	N / A	N / A	 Magistrate Judge, United States District Court for the Middle District of Georgia (1983-1986)	" Private Practice (1970-1986) Military Service: United States Army Reserve, United States FBepestnicnt of the Army (1967-1975) Cument Memberships: Macon Bar association State Bar of Georgia- -. Staff . : - See PBS Career Law Clerk Mason G. Bryan.:.:....:. awa. 78) “T32-8125 E-mail: mason_bryan@gamd.uscourts.gov Education: Mercer 2006 JD Courtroom Clerk/Scheduling. Malinda Witt............. 48) 752. 0746 E-mail: malinda_wittqgamd.uscourts. gov Secretary Connie R. Lassiter......... Mussadts Lona aaiian 2 (478) 752-8125 Chambers. .of Magistrate Judge Thomas Q. Langstaft. 201 ‘West Broad Street, Albany, GA 31701 Tel: (229) 903-1316 Thomas Q. Langstaff Magistrate Judge Began. Service: June 2010 Statt ; on , Career Law Clerk Alicia S. Brown 2.0 e020. 0.0... oe 2 430-8577 E-mail: alicia_brown@gamd.uscourts.gov a Education: Emory 1993 JD Career Law Clerk Marianna S. Dickerson Education: Georgia. 1993 JD o Courtroom Clerk/Scheduling Wanda Sanders eugusrptes a3}? 903- 1316 E-mail: wanda, sanders@gamd_-uscourts.gav . 5 ceueeees vv (229) 430- 8577 United States Bankruptcy Court for the Middle District of Georgia 433.Cherry Street, Macon, GA 31201 PO. Box. 1957,.Macon, GA 31202 Tel: (478) 752-3506 Tel: (800) 546-7343 (Toll fies PACER) | Tel: (478} 752-8183 (VCIS} Fax: (478) 752-8157 Internet: www.gamb-uscourts.gov Number of Judgeships: 3 Court Staff Bankruptcy Clerk William E. Tanner ................. (478) 752-3506 E-mail: William_Tanner@gamb.uscouris.goy Education: Mercer 1981 FD Chief Deputy Fred Childers...-.-..0..............04. 478) 749-6842 urt Reporter Sally Gray... 0.0.0... .e0ceceecus eee 478) 752-0804 P (478) Co Sporter ¥ ¥ Cree) Budget Analyst/Procurement Clerk Vieki DuBose ....... (478) 749-6845 Fall 2070 © Leadership Directories, Inc. Judicial Yellow Book United States District Court for the Northern District of Georgia 199 nited States Bankruptcy Court for the Middle District of Georgia oninued S ‘nancial Administrator Benita Stripling........-.-.-. (478) 749-6844 systems Manager Robley Willis..........,----.....5. (478) 749-6850 2 ‘administrative Services Specialist Kathy Pope.......... (478) 749-6840 Education: Georgia Col BS, MEd : Shenton of Chief Bankruptcy Judge John T. Laney Iil One Arsenal Place, 901 Front Avenue, Room 309, Columbus, GA 31901 “po. Box 1540, Columbus, GA 31902-1540 te}: (706) 596-7150 Fax: (706) 649-7871 E-mail: john_laney@gamb.uscourts.gov “John T. Laney Ill Chief Bankruptcy Judge Date of Birth: 1942 . Education: Mercer. 1964 AB, 1966 JD Began Service: October 1, 1986 ‘Term Expires: October t, 2014 """	 American Bankruptcy Institute; American Bar Association; American Judicature Society; Columbus Bar Association; ' Federal Bar Association; National Ponierenee of Bankruptcy Judges; State Bar of Georgia
183	74	 Claudia A. Wilken	 Decémber 1993	 President William J. Clinton	N / A	 Welfare Eligibility Worker, State of California (1971-1972); Assistant Federal Public Defender, State of California (1975-1978)	 Magistrate Judge, United States District Court for the Northern. District of California (1983-1993)	 Partner, Wilken & Leverett (1978-1984)	N / A
398	75	 Clay D. Land	 December 28, 2001	 President George W. Bush	N / A	 State Senator, Georgia General Assembly (1995-2000)	N / A	 Associate, Hatcher, Stubbs, Land, Hollis & Rothschild, LLP (1985- 1989); Partner, Hatcher, Stubbs, Land, Hollis & Rothschild, LLP (1989-1990), Partner, Buchanan & Land, LLP (1990-2001)	 American Bar Association; Cofumbus Bar Association; State Bar of Georgia
106	76	 Consuelo 8B. Marshall	N / A	N / A	N / A	N / A	N / A	N / A	N / A
93	77	 Cormac J. Carney	 April 36, 2003	 President George W. Bush	N / A	N / A	 Judge, Superior Court of California, County of Orange (2001-2003)	 Latham & Watkins (1987-1991); Associate/Partner,	N / A
256	78	 Craig B. Shaffer	N / A	N / A	N / A	N / A	N / A	N / A	N / A
168	79	 Craig M. Kellison	 October 1, 1988	N / A	N / A	 Office of the United States Attomey, District of Nevada,	N / A	N / A	 Lassen County Bat Association; Oregon 8 State Bar; State Bar of Rallroniiay § State Bar of Nevada; Washoe County Bar Association
193	80	 D. Loweil Jensen	 [986	 President Ronald Reagan	N / A	 Deputy District Attorney, County of Alameda, California	N / A	N / A	N / A
47	81	 D. Thomas Ferraro	N / A	N / A	N / A	N / A	N / A	N / A	N / A
171	82	 Dale A, Brozd	N / A	N / A	N / A	N / A	N / A	N / A	N / A
94	83	 Dale S. Fischer	 November 18, 2003	 President George W. Bush	N / A	N / A	 Judge, Los Angeles Municipal Court (1997-2000); Judge, California Superior Court (2000-2003)	 Associate, Kindel & Anderson (1980-1986); Partner, Kindel & Anderson (1986-1996); Special Counsel, Heller Enrman White & McAuliffe LLP (1996-£997)	 Association of Business Trial Lawyers; Federal Judges Association; National Association of Women Judges; Women Lawyers Association of Los Angeles
219	84	 Dana M. Sabraw	 September 29, 2003	 President George W. Bush	N / A	N / A	N / A	N / A	N / A
371	85	 Daniel T. K. Hurley	 February 24, 2009 :	 President William J. Clinton	N / A	 Assistant County ‘Solicitor, County of Palm Beat Florida (1970-1973); Executive Assistant State Attorney, 15th ligiieial Circuit of Florida, State of Florida (1973-1975) us	 Judge, West Palm Beach County Court (1975-1977); sth	N / A	 American Bar Association; The District +t OE : Columbia Bar; The Florida Bar; Palm Beach County Bar Association; State Bar of California
319	86	 David A. Baker	N / A	N / A	N / A	N / A	N / A	N / A	N / A
26	87	 David C. Bury -	 March 29, 2002	 President George W. Bush	N / A	N / A	N / A	 Associate, Robertson & Fickett, PC. (1967-1971); Partner,	N / A
27	88	 David G. Campbell	N / A	N / A	N / A	N / A	N / A	N / A	N / A
335	89	 David H. Adams	N / A	N / A	N / A	N / A	N / A	N / A	N / A
85	90	 David O. Carter	 October 22, 1998	 President William J. Clinton	N / A	 Assistant District Attorney, County of Orange, California (1972-1981)	 Judge, Orange County Municipal Court, West (1981-1982); Judge,	N / A	 The American Law Institute; Orange County Bar Association
129	91	 David T. Bristow	N / A	N / A	N / A	N / A	N / A	N / A	N / A
81	92	 Dean D. Pregerson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
150	93	 Deborah J, ealeyaan	N / A	N / A	N / A	N / A	N / A	N / A	N / A
11	94	 Deborah M. Smith	 February 2007	N / A	N / A	 First Assistant U.S. Attorney, Alaska District, Executive	N / A	N / A	N / A
164	95	 Dennis L. Beck	N / A	N / A	N / A	N / A	N / A	N / A	N / A
213	96	 Dennis Montali	 April 23, 1993	N / A	N / A	N / A	N / A	 Associate then Partner, Rothschild, Phelan, & Montali (1968-1980); Partner, Dinkelspiel, Pelavin, Steefel, and Levitt (1980); Partner, Pillsbury, Madison, & Sutro (1981-1993) Military Service: United States Naval Reserve	 American Bar Association; American College of Bankruptcy; San Francisco Bar Association
58	97	 Denzil Price Marshall, Jr.	N / A	 President Barack Obama	N / A	N / A	N / A	N / A	 American Bar Association; Arkansas Bar Association
100	98	 Dolly M. Gee	N / A	N / A	N / A	N / A	N / A	N / A	N / A
277	99	 Dominic J. Squatrito	N / A	N / A	N / A	N / A	N / A	N / A	N / A
17	100	 Donald	N / A	N / A	N / A	N / A	N / A	N / A	N / A
352	101	 Donald L. Graham	N / A	N / A	N / A	N / A	N / A	N / A	N / A
356	102	 Donald M. Middlebrooks	 July 28, 1997	 President William J. Clinton	N / A	 Governmentai Assistant, Assistant General Counsel arid	N / A	 Askerman, Senterfitt & Bidson (1973-1974); Associate, - Steel Hector & Davis (1977-1979); Director, Florida Legal Service, Inc. (1977-1979); Equity Partner, Steel, Hector & Davis (1979-1997); President, Florida Legal Services, Inc. (1980-1981); Director, Volunteer Lawyers Resource Center, Inc. (1988-1992); Director, Florida Bar Children’s Fund, Inc. (1989-1997) Military Service: United States Army (1972-1979).	 American. Bar Association; American Bar Foundation, American Bar Association; American Judicature Society; Dade County Bar Association; The Florida Bar; Palm Beach County Bar Association
281	103	 Donna F Martinez	 February 8, 1994	N / A	N / A	 Assistant Corporation Counsel, Office of the Corporation	N / A	N / A	 The American Inns of Court; Connecticut Bar Association; Federal Magistrate Judges Association
206	104	 Donna M. R	N / A	N / A	N / A	N / A	N / A	N / A	N / A
169	105	 Edmund F Brennan	 August 21, 2006	N / A	N / A	 Defensive Civil Litigation Chief, Civil Division, California -	N / A	N / A	N / A
43	106	 Edward C. Voss Ill	N / A	N / A	N / A	N / A	N / A	N / A	N / A
209	107	 Edward D. Jellen	 1987	N / A	N / A	N / A	N / A	 Jellen & Holman (1978-1982); Partner, Jellen & Assodtases (1982-1987)	 Rotary Club‘of Oakland, Rotary International, Inc.
159	108	 Edward J. Garcia	 1984	 President Ronald Reagan	N / A	 Deputy District Attorney, County of Sacramento, California (1959-1969); Chief Deputy District Attorney, County of Sacramento, California (1969-1972)	 Judge, Sacramento County Municipal Court (1972-1984)	N / A	 California Judges Association; Sacramento County Bar Assocaition
202	109	 Edward M. Chen	 April 23, 2001	N / A	N / A	N / A	N / A	 Coblentz, Patch, Dutfy & Bass (1982-1985); American Civii Liberties Union of Northern California (1985-2001) i	 A Asian American Hat Association of the Greater Bay Area: :
387	110	 Edwin G. Torres	 2003	N / A	N / A	N / A	N / A	N / A	N / A
318	111	 Elizabeth A. Jenkins	 1985	N / A	N / A	 Atforney-Advisor, United States Department of Justice	N / A	N / A	 American Bar Association; The William Glenn Terrell American Inn of Court, The American Inns of Court; The District of Columbia Bar; Federal Magistrate Judges Association; The Florida Bar
296	112	 Elizabeth A. Kovachevicty:	 1982	 President Ronald Reagan	N / A	N / A	 Secretary, St. Petersburg Bar Association (1969); Member, Board of Regents, Florida (1970-1972); Circuit Judge, Florida Circuit Court, Sixth Fudicial Circuit (1973-1982); Judicial Member and Co-Chairman, St, Petersburg Bar Association {1978-1982}; Chief Fudge, United States District Court for the Middle District of Florida (1996-2002)	 Associate, DiVito & Speer (1961-1962); Private Practice (1962-1973)	 The Florida Bar 
200	113	 Elizabeth D. Laporte	N / A	N / A	N / A	N / A	N / A	N / A	N / A
264	114	 Elizabeth E.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
263	115	 Elizabeth E. Brown	N / A	N / A	N / A	N / A	N / A	N / A	N / A
347	116	 Elizabeth M. Timothy	N / A	N / A	N / A	N / A	N / A	N / A	N / A
273	117	 Ellen Bree Burns	 May 18, 1978	 President Jimmy Carter	N / A	 Special Assistant, Commission to Revise Connecticut General Statutes, State of Connecticut (1947-1948)	 Judge, Connecticut Circuit Court and Court of Commen Pleas	N / A	 American Bar Association; American Bar Foundation, American Bar Association; New Haven County Bar Association
143	118	 Ellen Carroll	 February 1998	N / A	N / A	N / A	N / A	 Partner, Bronson, Bronson & McKinnon (1988-1993); Of Counsel, Murphy, Weir and Butler (1993-1998)	 National Conference of Bankruptcy Judges
172	119	 Enrlstepher MI.	 February 1988	N / A	N / A	N / A	N / A	N / A	N / A
71	120	 Erin S. Setser	 2009	N / A	N / A	N / A	N / A	N / A	N / A
141	121	 Erithe A. Smith	 May 2,1994 __	N / A	N / A	N / A	N / A	 McKittrick, Jackson, DeMarco & Peckenpaugh (1985-1987); Lobel, Winthrop & Broker (1987-1994) -	 American Bankruptcy Institute; American Bat Association; National Conference of Bankrypicy Judges; Orange County Bankruptcy Forum ~
350	122	 Federico A. Moreno	 1990-0	 President George HW. Bush	N / A	N / A	 Judge, County Court (1986-1987); Judge, Florida Cireuit Court (1987-1990)	 Rollins, Peeples & Meadows (1978-1979); Partner, Thornton; Rothman & Moreno (1 982-1986)	 American Judges Association; Federal Bar Association
122	123	 Fernando M. Olguin	 July-23, 2001	N / A	N / A	N / A	N / A	N / A	N / A
161	124	 Frank C. Damrell, Jr.	 November 28, 1997	 President William J. Clinton	N / A	N / A	N / A	N / A	 Antitrust Law Section, American Bar Association: Section on Litigation, American Bar Association; The Anthony M. Kennedy American Inn of Court, The American Inns of Court; Federal Bar Association; Stanislaus County Bar Association; Stanislaus County Women Lawyers Association, State Bar of California
380	125	 Frank J. Lynch, Jr.	 April 1, 1995	N / A	N / A	N / A	N / A	N / A	N / A
