	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
63	17	 (visiting) William V.	N / A	N / A	N / A	N / A	 Bankruptcy Judge (visiting), United States Bankruptcy Court for ~ the Northern District of Indiana; Bankruptcy Judge (recall), United States Thstrict Court for the Northern District of Illinois (2000-2003)	 Kavanagh, Scully, Sudow, White & Frederick (1964-1985)	N / A
59	18	 A. Benjamin Goidgar	N / A	N / A	N / A	N / A	N / A	N / A	N / A
184	19	 A. J. McNamara	N / A	N / A	N / A	N / A	N / A	N / A	N / A
180	20	 Adrian G. Duplantier	 1978	 President Jimmy Carter	N / A	 First Assistant District Attorney, Office of the District Attorney, Orleans Parish, Louisiana, Dwight D. Eisenhower Administration (1954-1956); State Senator Adrian G. Duplantier (R-LA), Lousiana State Senate (1960-1974)	 Fudge, Louisiana Civil Disirict Court (1974-1978)	 Private Practice (1956-1953); Rivet & Blum (1956-1974);	N / A
231	21	 Alexander Williams, Jr.	 August 17, 1994	 President William J. Clinton	N / A	 Municipal Attorney, Prince George’s County, Maryland	N / A	N / A	N / A
77	22	 Allen Sharp	N / A	N / A	N / A	N / A	N / A	N / A	N / A
186	23	 Alma L. Chasez	N / A	N / A	N / A	N / A	N / A	N / A	N / A
210	24	 Alonzo P. Wilson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
27	25	 Amy J. St. Eve	 August 30, 2002	N / A	N / A	 Assistant United States Attorney, Northern District of	N / A	 Associate, Davis Polk & Wardwell (1990-1994)	N / A
233	26	 Andre M. Davis	 August 1995	N / A	N / A	 Appellate Attorney, Civil Rights Division, United States Department of Justice (1980-1981); Assistant United States Attorney, District of Maryland, Office of the United States Attorney, United States -: Department of Justice (1981-1983)	 Associate Judge, Maryland District Court, Baltimore City {1987-£990}; Associate Judge, Circuit Court for Baltimore City (1990-1995)	 Associate, Frank, Bernstein, Conaway & Goldman (1983-1984)	 American Bar Association; Inns of Court; Maryland State Bar Association; Monumental City Bar Association
83	27	 Andrew P Rodovich	 May 3, 1982	N / A	N / A	 Chief Deputy Prosecutor, State of Indiana (1979-1982)	 Referee, Hammond City Court	 Partner, Hand, Muenich & Rodovich (1973-1978)	 Council of United States Magistrates; Indiana Bar Association; Lake County Bar Association
329	28	 Ann D. Montgomery	 August 6, 1996	 President William J. Clinton	N / A	 Assistant United States Attorney, District of Minnesota, Office of the United States Attorney, United States Department of Justice (1976-1983) * .	 Judge, Hennepin County Municipal Court (1983-1985); Judge,	N / A	 American Judicature Society; Eighth Circuit : District Judges’ Association; Federal Bar Association; Hennepin County : Bar Association; Minnesota Judges Association; Minnesota State Bar © -: Association; Minnesota Women Lawyers; National Association of Women Judges
299	29	 Anna Diggs Taylor	N / A	N / A	N / A	N / A	N / A	N / A	N / A
104	30	 Anthony J. Metz Ill	 November 14, 1997	N / A	N / A	N / A	N / A	N / A	 Indianapolis Bar Association; National Conference “of Bankruptcy Judges
44	31	 Arlander Keys	 February 21, 1995	N / A	N / A	 Trial Attorney, National Labor Relations Board (1975-1980); Regional Attorney, Chicago Region, Federal Labor Relations Authority (1980-1986)	 Administrative Law Judge, Office of Hearings and Appeals, Social	N / A	 American Bar Association; Chicago Bar Association, Committee on Federal Jury Service; Cook County Bar Association; Federal Bar Association; Illinois Judicial Council; Liaison for the United States District Court to the Seventh Circuit Bar Association
339	32	 Arthur J. Boylan	 November 1, 1996	N / A	N / A	N / A	 Judge, Minnesota District Court (1986-1996)	 Hulstrand, Anderson, Larson & Boylan (1976-1986)	 Federal Bar Association; Federal Magistrate Judges Association; Minnesota State Bar Association
291	33	 Arthur J. Tarnow	 May 26, 1998	 President William J. Clinton	N / A	 Chief Deputy Defender, Appeals, Legal Aid and Defenders	N / A	 Partner, Cilluffo and Tarnow (1973); Private Practice (1974-1998)	 Michigan State Bar Foundation
389	34	 Audrey G. Fleissig	 August 3, 2001	N / A	N / A	N / A	N / A	N / A	N / A
293	35	 Avern L. Cohn	 October 9, 1979	 President Jimmy Carter	N / A	N / A	N / A	 Partner, Irwin 1. Cohn (1949-1961); Partner, Honigman Miller Schwartz & Cohn (1961-1979) Military Service: United States Army (1943-1946) /	 American Bar Association; American Judicature Society; American Law Institute; Detroit Bar Association; Federal Bar Association; Federal Circuit Bar Association; State Bar of Michigan
390	36	 Barry S.	 1986	N / A	N / A	N / A	N / A	N / A	N / A
102	37	 Basil H. Lorch Iii.	 April 14, 1992	N / A	N / A	 Public Defender, Criminal Court, Floyd County, Indiana	N / A	 Managing Partner, Lorch & Naville	 American College of Bankruptcy; Floyd County Bar Association; National Conference of Bankruptcy Judges z
227	38	 Benson Everett Legg	 September 18, 199]	 President George H.W. Bush	N / A	N / A	N / A	 Associate, Venable, Baetjer & Howard (1975-1982). -: Partner, Venable, Baetjer & Howard (1982-1991}	 Baltimore City Bar Association; Maryland Bar Foundation; Maryland State Bar Association; The Sergeant’s Inn Law Club
283	39	 Bernard A. Friedman |	N / A	N / A	N / A	N / A	N / A	N / A	N / A
245	40	 Beth P Gesner	 May 1999	N / A	N / A	N / A	N / A	N / A	N / A
60	41	 Bruce W. Black	 August 13, 2001	N / A	N / A	 Assistant Attorney General, Civil Appeals Division, Office of Bankruptcy Judge the Attorney General, State of Illinois (1995-2003); Supervising Attorney, Civil Appeals Division, Office of the Attorney General, State of IHinois (1997-2003) Legal Practice: Keck, Mahin & Cate (1982-1995) Nonprofit: President, Appellate Lawyers Association of Tlinois (2001-2002) Current Memberships: American Bankruptcy Institute; American Bar Association; Appellate Lawyers Association of Ilinois; Chicago Bar Association; Illinois State Bar Association; National Conference of Bankruptcy Judges; Seventh Circuit Bar Association Education: Bradley 1966 BA; Ilincis 1971 JD Began Service: August 13, 2001 Term Expires: August 12, 2015 Clerkships: Law Clerk The Honorable Robert D. Morgan, United States District Court for the Central District of Iinois (1971-1972) 		 Keck, Mahin & Cate (1982-1995) Nonprofit: President, Appellate Lawyers Association of Tlinois (2001-2002)	 American Bankruptcy Institute; American Bar Association; Appellate Lawyers Association of Ilinois; Chicago Bar Association; Illinois State Bar Association; National Conference of Bankruptcy Judges; Seventh Circuit Bar Association Education: Bradley 1966 BA; Ilincis 1971 JD Began Service: August 13, 2001 Term Expires: August 12, 2015 Clerkships: Law Clerk The Honorable Robert D. Morgan, United States District Court for the Central District of Iinois (1971-1972) Government: Assistant State’s Attorney, Office of the State Attorney, State of Illinois (1975-1976); State’s Attorney, State of Hlinois (1976-1985) Judicial: Circuit Judge, Tenth Judicial Circuit of Hlinois (1985-2001) ; ‘ Staff
6	42	 Byron G. Cudmore	 September 1, 1997	N / A	N / A	 Sangamon County State Attorney’s Office (1978-1985); First	N / A	 Hinshaw & Culbertson (1995-1997)	 Lincoin-Douglas American Inn of Court; Sangamon County Bar Association ,
212	43	 C. Michael Hill	 July 30, 2001	N / A	N / A	 Assistant United States Attorney (1977-1982)	N / A	 Private Practice (1982-2001)	 American Bar Association; John M. Dune Inns of Court; Lafayette Bar Association; Lousiana Bar Association
176	44	 Carl J. Barbier	 October 12, 1998	N / A	N / A	N / A	N / A	 Associate, Badeaux and Discon {1971-1973}; Partner, Badeaux, Discon, Cumberland and Barbier (1974-1982); Law Offices of Carl J. Barbier (1983-1984); Partner, Barbier and Cumberland (1985-1992); Law Offices of Carl J. Barbier (1992-1993); Owmer/Attorney, Barbier Law Firm (1993-1998)	 American Bar Association; Federal Bar Association; Jefferson Bar Association; Louisiana Bar Foundation; Louisiana State Bar Association; New Orleans Bar Association
127	45	 Carlos Murguia	 September 8, 1999	 President William J. Clinton	N / A	N / A	 Small Claims Court Judge/Tudge Pra Tem (part-time), Wyandotte County District Court (1984-1990); District Court Judge, Wyandotte County District Court	 Attorney, Zeigler Legal Services, Chartered (1982-1985) Nonprofit: Coordinator of Immigration Amnesty Program, El Centro, Inc. (1985-1990)	 American Bar Association; Hispanic National Bar Association; Kansas Bar Association; Wyandotte County Bar Association
58	46	 Carol A, Doyle corporate: Principal, Digital Lawyer Ltd.	N / A	N / A	N / A	N / A	N / A	N / A	 American Bankruptcy Institute; Florida Bar Carol A. Doyle (Association; National Association of Bankruptcy Trustees Bankruptcy Judge
372	47	 Carol FE. Jackson ;	N / A	N / A	N / A	N / A	N / A	N / A	N / A
232	48	 Catherine C. Blake	N / A	N / A	N / A	N / A	N / A	N / A	N / A
376	49	 Catherine D. Perry	 October 21, 1994	 President William J. Clinton	N / A	N / A	 Magistrate Judge, United States District Court for the Eastern District of Missouri (1990-1994)	 Armstrong, Teasdale, Shlafly, Davis, and Dicus (1980-1990)	 American Bar Association; Bar Association of Metropolitan St. Louis; Federal Judges Association; Federal Magistrate Judges Association; Missouri Bar Association; National Association of Women Judges; Women Lawyers Association of Greater St. Louis
121	50	 Celeste F Bremer	 January 1, 1990 ‘	N / A	N / A	 Assistant County Attorney, Scott County, lowa (1977-1979);	N / A	 Partner, Rabin, Liebbe, Shinkle and Bremer (1981-1982), Counsel, Legal Department, Deere and Company (1982-1984), Partner, Carlin, Liebbe, Pitton and Bremer (979-1981}; Counsel, Economy Forms Corporation (1985-1989)	 American Bar Association; American Fudicature Society; C. Edwin Moore Chapter American Inns of Court; Federal Magistrate Judges Association; Iowa Organization of Women Attorneys; lowa State Bar Association; National Association of Women Judges; Polk County Bar Association; Polk County Women Attorneys 
375	51	 Charles A. Shaw	 January 3, 1994	 President William J. Clinton	N / A	 Law Clerk, United States Department of Justice (1972-1973); Law Clerk, National Labor Relations Board (1973-1974), Attorney, Division of Enforcement Litigation, Appellate Court Branch, National Labor Reiations Board (1974-1976); Assistant United States Attorney, Office of the United States Attorney, United States Department of Justice {1980-1987}	 Judge, Missouri Circuit Court, 22nd Fudicial Circuit (1987-1993)	 Lashly, Caruthers, Thies, Rava & Hamel (1976-1980)	 DC Bar Association; Lawyers Association of St. Louis; Missouri Bar Association; Mound City Bar Association; St. Louis Metropolitan Bar Association
243	52	 Charles B. Day	 February 18, 1997	N / A	N / A	N / A	N / A	N / A	N / A
4	53	 Charles H. Evans	N / A	N / A	N / A	N / A	N / A	N / A	N / A
42	54	 Charles P Kocoras	N / A	N / A	N / A	N / A	N / A	N / A	N / A
157	55	 Charles R. Simpson Iil	N / A	N / A	N / A	N / A	N / A	N / A	N / A
12	56	 Charles Ronald Norgle,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
196	57	 Christine A. Noland	 December 5, 1987	N / A	N / A	N / A	N / A	 Private Practice (1983-1987)	 American Bar Association; Baton Rouge Bar Association; Lonisiana State Bar; Louisiana Trial Lawyers Association
85	58	 Christopher A.	 January 10, 2000	N / A	N / A	 Tria Attorney, Land and Natural Resources Division, United	N / A	 Yoder, Ainlay, Ulmer and Buckingham (1978-1981) Administrative Services Manager Larry A. Greer........ {574} 968-2100: Education: Notre Dame 1974 BA; Fax: (574) 968-2231 —	 Federal Magistrate Judges Association; Indiana Detroit Law 1978 JD Bar Association, Robert A. Grant Inn of Court; St. Joseph County Bar Court Services Administrator Susan Ivanesics.....,.,.. (574) 968-2100. - Association Fax: (574) 968-2231 Finance Manager Nancy K. Noecker.............. ... (574) 968-2222
70	59	 Clifford J. Proud	N / A	N / A	N / A	N / A	N / A	N / A	N / A
221	60	 D. Brock Hornby | Senior 	N / A	N / A	N / A	N / A	N / A	N / A	N / A
140	61	 Dale L. Somers	N / A	N / A	N / A	N / A	N / A	N / A	N / A
359	62	 Dan M. Russell, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
189	63	 Daniel E. Knowles I	 January 6, 2003	N / A	N / A	N / A	N / A	 Partner, Burke & Mayer (1982-2003)	N / A
358	64	 Daniel Porter Jordan Ill	 August 2006	 President George W. Bush	N / A	N / A	N / A	 Associate, Butler, Snow, O'Mara, Stevens & Cannada,	N / A
313	65	 Daniel S. Opperman	 July 2006	N / A	N / A	N / A	N / A	 Attorney, Braun Kendrick Finkbeiner PL.C.	N / A
144	66	 Danny C. Reeves	N / A	N / A	N / A	N / A	N / A	N / A	N / A
163	67	 Dave Whalin	 March 1, 1978	N / A	N / A	N / A	N / A	 Private Practice Military Service: United States Army (1968-1970)	 American Bar Association; Kentucky Bar Association; McCracken County Bar Association Date of Birth: December 16, 1948 Education: Louisville 1979 BS, 1985 JD Began Service: July 26, 2004 Term Expires: July 26, 2012 Staff
361	68	 David C. Bramlette 111	 December 199]	 President George H.W. Bush	N / A	 Prosecuting Attorney, State of Mississippi (1960-1964); United States Commissioner, Office of the United States Commissioner (1966-1968)	 Circuit Judge, Mississippi Cireuit Court, First Judicial District (1968-1979) .	 Private Practice (1959-1961); Partner, Patterson, Senter & King {1961-£968)	 Fifth Circuit District Judges Association; Mississippi State Bar Association Judicial: Special Circuit Judge, Mississippi District Court, Sixth Fudicial District; Judge, Adams County Court Legal Practice: Associate then Partner, Adams, Forman, Truly, Ward & Bramlette (1975-1991) 
385	69	 David D. Noce	N / A	N / A	N / A	N / A	N / A	N / A	N / A
93	70	 David F Hamilton	N / A	N / A	N / A	N / A	N / A	N / A	N / A
5	71	 David G. Bernthal	 May 1, 1995	N / A	N / A	N / A	 Associate Judge, Hlinois Circuit Court, Fifth Judicial Circuit (1987-1995)	 Private Practice (1976-1986)	 Federal Magistrate Judges’ Association
18	72	 David H. Coar	N / A	N / A	N / A	N / A	N / A	N / A	N / A
135	73	 David J. Waxse	 October 4, 1999	N / A	N / A	 City Attorney (part-time) (1972-1979)	 Municipal Judge (part-time} (1974-1980)	 Attorney, Payne & Jones, Chtd. (1971-1984); Counsel, Shook, Hardy & Bacon L.L.P. (1984-1986); Partner, Shook, Hardy & Bacon L.L.P. (1986-1999)	 American Bar Association; American Bar Foundation, Fellow; American Judicature Society; Earl E. O’Connor inn of Court; Federal Magistrates Judge’s Association; Johnson County Bar Association; Kansas Bar Association, Board of Governors; Cansas Bar Foundation, Board of Trustees; Kansas City Metropolitan Bar Association; Midwest Bioethics Center
146	74	 David L. Bunning	N / A	 President George W. Bush	N / A	 Law Clerk, Eastern District of Kentucky, Office of the United	N / A	N / A	 Kentucky Bar Association 
222	75	 David M. Cohen	 October 11, 1988	N / A	N / A	N / A	N / A	N / A	 Cumberland County Bar Association; Federal Magistrate Judges Association; Maine State Bar Association
295	76	 David M. Lawson	 August 4, 2000	 President William J. Clinton	N / A	 Investment Officer, C. Hugh Dohaney, Oakland County	N / A	 Partner, Lawson & Lawson, P-C. (1977-1985); Partner, Lizza, Mulcahy, Casey & Lawson, PC. (1985-1994); Member, Clark Hill PL.C, (1994-2000)	 American Bar Association; Federal Bar Association; Oakland County Bar Association
336	77	 David S. Doty	N / A	N / A	N / A	N / A	N / A	N / A	N / A
166	78	 David T. Stosberg	 June 30, 1989	N / A	N / A	N / A	 Chief Bankruptcy Judge, United States Bankruptcy Court for the Western District of Kentucky Legai Practice: Dougherty & Haunz; Partner, Morgan & Pottinger (1974-1985); Partner, Wyatt, Tarrant & Combs (1985-1989) Military Service: United States Army (1968) Current Memberships: Louisville Bar Association; American Bankruptcy Institute Staff Career Law Clerk James R. Higdon.................. (502) 627-5375 E-mail: jim_higdon@kywb.uscourts.gov Education: Louisville 1991 BA; Alabama 1994 JD Secretary Karen Patterson...................-.0 0 eee (502) 627-5575 Staff Clerk of Court Diane §. Robl ......0...0......002005 (502) 627-5800		 Louisville Bar Association; American Bankruptcy Institute 
355	79	 David Winston	 July 18, 1983	N / A	N / A	 Special Agent, Federal Bureau of Investigation, United States Department of Justice (1969-1972); Assistant District Attorney, First Circuit, State of Mississippi (1975-1976); City Attorney, City of Aberdeen, Mississippi (1976-1983)	 Fudge, Aberdeen Municipal Court (1974-1976)	 Partner, Houston, Chamberlin & Houston (1972-1983)	 American Bankruptcy Institute; American College of Bankruptcy; First Judicial District Bar Association; Mississippi Bar Association; Monroe County Bar Association; National Conference of — Bankruptcy Judges 
230	80	 Deborah K. Chasanow	 1993	N / A	N / A	N / A	 Magistrate Judge, United States District Court for the District of Maryland (1987-1993)	 Cole & Groner	 Federal Judge’s Association; Marlborough American Inn of Court; Maryland Bar Association: National Association of Women Judges; Prince George’s County Bar Association; Women’s Bar Association
203	81	 Dee D. Drell	N / A	N / A	N / A	N / A	N / A	N / A	N / A
287	82	 Denise Page Hood	 June 11, 1994	 President William 3. Clinton	N / A	 Assistant Corporation Counsel, City of Detroit, Michigan (1977-1982)	 Judge, Michigan District Court, 36th District (1983-1989); Judge,	N / A	 American Bar Association; Association of Black Judges of Michigan; Detroit Metropolitan Bar Association; State Bar of Michigan
346	83	 Dennis D. O’Brien	 February 21, 1984	N / A	N / A	 Public Defender, Juvenile Court, County of St. Louis,	N / A	N / A	 Minnesota State Bar
197	84	 Docia L. Dalby	 May 16, 1997	N / A	N / A	N / A	N / A	 Associate, Phelps, Dunbar; Partner, Rice Fowler	N / A
304	85	 Donald A. Scheer	 March 1, 1994	N / A	N / A	 Deputy Prosecuting Attorney, State of Indiana (1975-1979);	N / A	N / A	N / A
333	86	 Donald D. Alsop	 January 17, 1975	 President Richard M, Nixon	N / A	N / A	N / A	 Associate, Felhaber & Larson (1952-1954); Partner, Gislason, Alsop, Dosland & Hunter (1954-1975) Military Service: United States Army (1945-1946)	 Eighth Circuit District Judges’ Association; Federal Bar Association
110	87	 Donald E. O’Brien :	 November 2, 1978	 President Jimmy Carter	N / A	 City Prosecutor, Sioux City, lowa (1949-1954); United States: Attorney, Northern District of Iowa, United States Department of Justice (1961-1967); Counsel, Committee on Small Business, State of Iowa (1977-1978)	 Judge, Sioux City Municipal Court (1959-1960)	 Partner, O’Brien, Galvin & O’Brien (1948-1961); Partner, -- O’Brien, Galvin & O’Brien (1967-1977) : Military Service: United States Air Force (1942-1945)	 lowa State Bar Association; Woodbury County Bar Association
207	88	 Donald E. Walter	N / A	N / A	N / A	N / A	N / A	N / A	N / A
71	89	 Donald G. Wilkerson	 January 4, 2005	N / A	N / A	N / A	N / A	N / A	N / A
374	90	 Donald J. Stohr	N / A	N / A	N / A	N / A	N / A	N / A	N / A
133	91	 Donald W. Bostwick	 July 22, 1999	N / A	N / A	N / A	N / A	 Adams, Jones, Robinson & Malone (1968-1999)	 American Bar Association; American Bar Foundation; American College of Trial Lawyers; Federal Magistrate Judges Association; Kansas Bar Association; Kansas Bar Foundation; Wichita Bar Association
330	92	 Donovan W. Frank	 November 2, 1998	 President William J. Clinton	N / A	 Assistant County Attorney, County of St. Louis, Minnesota (1977-1985) .	 Judge, Minnesota District Court, Sixth Judicial District	N / A	 Federal Bar Association, Minnesota Chapter, Board of Directors; Federal Judges Association; Lawyers Concerned for Lawyers, Board of Directors; Minnesota State Bar Association; Range Bar Association, President; Richard T. Oakes American Inns of Court
198	93	 Douglas D. Dodd	 May 2, 2002	N / A	N / A	N / A	N / A	N / A	N / A
260	94	 Douglas P. Woodlock	N / A	 President Ronald Reagan	N / A	 Staff, Securities and Exchange Commission (1973-1975);	N / A	 Associate, Goodwin, Procter & Hoar (1976-1979); Associate, Goodwin, Procter & Hoar (1983-1984); Partner, Goodwin, Procter & Hoar (1984-1986)	 American Bar Association; American Bar Foundation; American Judicature Society; American Law Institute, Boston Bar Association; Federal Judges Association; Massachusetts Bar i Association
248	95	 Duncan W. Keir	N / A	N / A	N / A	N / A	N / A	N / A	N / A
377	96	 E. Richard Webber, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
370	97	 Edward	N / A	N / A	N / A	N / A	N / A	N / A	N / A
269	98	 Edward F. Harrington	 February 22, 1988	 President Ronaid Reagan	N / A	 Special Trial Attorney, Criminal Division, United States	N / A	 Associate, Offices of Paul T. Smith (1961); Associate,	N / A
161	99	 Edward H. Johnstone	 October 13, 1977	 President Jimmy Carter	N / A	N / A	 Judge, Kentucky Circuit Court, 56th Circuit (1976-1977)	 Partner, Johnstone, Eldred & Paxton (1949-1976)	N / A
109	100	 Edward J. McManus	N / A	N / A	N / A	N / A	N / A	N / A	N / A
381	101	 Edward L. Filippine	 August 1977	N / A	N / A	 Special Assistant State Attorney General (1963-1964); Staff	N / A	N / A	 American Bar Association; Bar Assocation of Metropolitan St. Louis; Lawyers Association of St. Louis; Missouri Bar Association ,
20	102	 Elaine E. Bucklo	N / A	N / A	N / A	N / A	N / A	N / A	N / A
173	103	 Eldon E. Fallon	 June 26, 1995	 President William J. Clinton	N / A	N / A	N / A	 Associate, Kierr & Gainsburgh (1962-1968), Partner, Gainsburgh, Benjamin, Fallon & David (1968-1995)	 American Bar Association; American Board of Trial Advocates; American College of Trial Lawyers; American Law Institute; Louisiana Bar Association; New Orleans Bar Association
191	104	 Elizabeth W. Magner	N / A	N / A	N / A	N / A	N / A	N / A	N / A
321	105	 Ellen S. Carmody	 October 11, 2000	N / A	N / A	N / A	N / A	 Law, Weathers & Richardson (1985-2000)	 Federal Bar Association; Michigan State Bar Association; United States Magistrate Judges Association 
354	106	 Eugene M. Bogen	 1995	N / A	N / A	N / A	 Circuit Judge, Mississippi Circuit Court, Fourth District (1987-1995)	 Bogen & Bogen (1968-1975); Wynn Bogen & Mitchell : (1976-1983); Private Practice (1983-1986)	 American Bar Association; American Judicature ‘EY Society; American Law Institute; Mississippi Bar Co 
52	107	 Eugene R.	 September 16, 1987	N / A	N / A	N / A	N / A	 Jenner & Block (1975-1987)	 American Bankruptcy Institute; National : Bankruptey Conference; National Conference of Bankruptcy Judges
268	108	 F Dennis Saylor IV	 June 15, 2004	 President Gearge W. Bush	N / A	N / A	N / A	 Associate, Goodwin Procter, L.L.P (1981-1987); Partner, Goodwin Procter, L.L.P. (1993-2004)	 American Bar Association; Boston Bar Association; Worcester Bar Association 
103	109	 Frank J. Otte	N / A	N / A	N / A	N / A	N / A	N / A	N / A
193	110	 Frank J. Polozola	 1980	 President Jimmy Carter	N / A	N / A	 Magistrate Judge (part-time), United States District Court for the Middle District of Louisiana (1972-1973); Magistrate Judge (full-time), United States District Court for the Middle District of Louisiana (1973-1980)	 Associate, Seale, Smith & Phelps (1966-1968); Partner, Seale, Smith & Phelps ({966-1973)	 Baton Rouge Bar Association; Federal Judges Association; Fifth Circuit District Judges Association; Louisiana Bar Association; Wex Malone Enns of Court 
337	111	 Frankdin L. Noel	N / A	N / A	N / A	N / A	N / A	N / A	N / A
182	112	 Frederick J.R. Heebe	N / A	N / A	N / A	N / A	N / A	N / A	N / A
384	113	 Frederick R. Buckles	N / A	N / A	N / A	N / A	N / A	N / A	N / A
64	114	 G. Patrick Murphy	 May 5, 1998	 President William F. Clinton	N / A	N / A	N / A	 Associate, James W. Sanders & Associates (1978-1982). Associate, Garrison & Garrison (1982-1983); Partner, Winters, Brewster, Murphy, Crosby & Patchett (1983-1993); G. Patrick Murphy, Attorney at Law (1994-1998) Military Service: United States Marine Corps (1966-1969)	 American Coilege of Trial Lawyers; Marine Corp League
171	115	 G. Thomas Porteous, Jr.	 October 28, 1994	 President William 3. Clinton	N / A	 Special Counsel, Criminal Division, Department of Justice (1971-1973); Assistant District Attorney, Felony Complaint Division, Jefferson Parish, Louisiana (1973-1974); Assistant District Attorney, Office of the District Attorney, Jefferson Parish, Louisiana (1976-1984); City Attorney, Jefferson Parish, Louisiana (1982-1984)	 Judge, Louisiana District Court, 24th Judicial District, Division A, -. Jefferson Parish (1984-1994)	 Private Practice (1973-1984)	 American Bar Association; Federal Bar : Association; Fourth and Fifth Circuit Judges Association; Jefferson Parish Bar Association; Louisiana State Bar Association
147	116	 G. Wix Unthank	 1980	 President Jimmy Carter	N / A	 Assistant United States Attorney, Eastern District of Kentucky, Department of Justice, Lyndon B, Johnson Admimistration * (1966-1969); Commonwealth Attorney, 26th District, Commonwealth of Kentucky (1970-1980)	 Judge, Kentucky District Court, 26th Judicial District (1950-1957)	 Private Practice (1957-1966) Military Service: United States Army (1940-1945)	 American Bar Association; American Judicature Society; Florida Bar Association; Kentucky Bar Association
220	117	 Gene Carter	N / A	N / A	N / A	N / A	N / A	N / A	N / A
