	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
83	11	 A. Benjamin Goldgar	 February 3, 2003	N / A	N / A	N / A	N / A	 Keck, Mahin & Cate (1982-1995) Nonprofit: President, Iinois Appellate Lawyers Association (2001-2002)	 American Bankruptcy Institute; American Bar Association; American Bar Association; Appellate Lawyers Association, The Chicago Bar Association; The Seventh Circuit Bar Association, Federal Bar Association: Iinois State Bar Association, National Conference of 4 Bankruptcy Judges
188	12	 A. J. McNamara	 June 25, 1982	 President Ronald Reagan	N / A	 State Representative A. J. McNamara (R-LA), Louisiana	N / A	 Private practice (1968-1972); Monton, Roy, Carmouche, Hailey, Bivins & McNamara (1972-1978), Hailey, McNamara, McNamara & Hall (1978-1982) Mititary Service: United States Navy (1959-1962)	 American Bart Association.
23	13	 Alan C. Kay	N / A	N / A	N / A	N / A	N / A	N / A	N / A
1	14	 Alan J. Baverman	 February 1, 2002	N / A	N / A	N / A	N / A	 Kadish & Kadish, P-C. (1983-1986); Chilivis & Grindler (1986-1989); Alan J. Baverman, PC. (1989-2001) 3	 American Bar Association; Atlanta Bar Association; Federal Magistrate Judges Association; State Bar of Georgia
225	15	 Alexander Williams, Jr.	 August 17, 1994	 President William J. Clinton	N / A	 Municipal Attorney, Office of the State’s Attorney, County of Prince George’s, Maryland (1975-1987); Assistant Public Defendez, Office of the State’s Attorney, County of Prince George’s, Maryland (1977-1978); Staff Attorney, Office of the Public Defender, Prince George’s County, Maryland (1977-1978); Hearing Examiner and Special Counsel to the Board of Education, Office of Law, County of Prince George’s, Maryland (1978-1987); State’s Attorney, State of Maryland (1987-1994)	 Substitute Juvenile Master, Prince George’s County, Maryland (1976-1977)	 Attorney, Law Offices of Alexander Williams, Jr.	N / A
103	16	 Allen Sharp	 November 1, 1973	 President Richard M. Nixon	N / A	N / A	 Judge, Indiana Court of Appeals (1969-1973)	 Private Practice (1957-1968) Military Service: United States Air Force Reserve (1957-1984)	 The Seventh Circuit Bar Association, Federal Bar Association; Indiana Judges Association; Indiana State Bar Association
189	17	 Alma L, Chasez	 September 18, 1984	N / A	N / A	N / A	N / A	 Sole Practitioner (1972-1980)	N / A
155	18	 Amul R. Thapar	N / A	N / A	N / A	N / A	N / A	N / A	N / A
56	19	 Amy J. St. Eve	 August 30, 2002	 President George W. Bush	N / A	 Associate Independent Counsel, Whitewater Independent	N / A	 Associate, Davis Polk & Wardwell (1990-1994)	N / A
227	20	 Andre M. Davis	 August 1995	 President William J. Clinton	N / A	 Appellate Attorney, Civil Rights Division, United States Department of Justice (1980-1981); Assistant United States Attorney, District of Maryland, Office of the United States Attorney, United Stateg Department of Fustice (1981-1983)	 Associate Judge, Maryland District Court, Baltimore City. (1987-1990); Associate Judge, Circuit Court for Baltimore City (1990-1995) : .	 Associate, Frank, Bernstein, Conaway & Goldman (1983-1984)	 American Bar Association; Maryland State Bar : Association, Inc.; Monumental City Bar Association hard D: Bennett +t Judge “of Birth: August 12, 1947 ication: Pennsylvania 1969 BA; Maryland 1973 JD an Service: April 29, 2003- . jainted By: President George W. Bush tical Affiliation: Republican vernment: Assistant U.S. Attorney, District af Maryland, United States attment of Fustice (1976-1980); LLS. Attorney, District of Maryland, ted States Department of Justice (1991-1993) al Practice: Associate, Smith, Somerville & Case, L-L.C. (1973-1976); i 1, Marr and Bennett (1981-1988); Partner, Weaver, Bendos, and- nett (1989-1991); Parmer, Miles & Stockbridge PC. (1993-2003) itary Service: Maryland Army National Guard, United States Army teserve (1969-1975); Maryland Army National Guard, United States Atmy Reserve (1983-1997) , trent Memberships: American Bar Association; Maryland Chapter, Tal Bar Association; Judicial Conference of the Fourth Circuit: faryland State Bar Association, Inc.; Maryland Bar Foundation, Maryland taté Bar Association, Inc.
104	21	 Andrew P. Radovic} Teen ealrew 9 1 201e	N / A	N / A	N / A	N / A	N / A	N / A	N / A
308	22	 Ann D. Montgomer, .	 August 6, 1996	 President William J. Clinton	N / A	 Assistant United States Attorney, District of Minnesota, Office of the United States Attorney, United States Department of Fustig, (1976-1983)	 Judge, Hennepin County District Court (1983-1985); Judge, -	N / A	 American Judicature Society; Eighth Circuit District Judges Association; Federal Bar Association; Hennepin County Bar Association; Minnesota Judges Association; Minnesota State Bar Association; Minnesota Women Lawyers; National Association of Wony Judges
279	23	 Anna Diggs Tayior	N / A	N / A	N / A	N / A	N / A	N / A	N / A
13	24	 Anthony A, Alaimo	 1971	 President Richard M. Nixoa	N / A	N / A	N / A	 Associate, Reuben A. Garland Law Office (1949-1953); Private Practice (1956-1957); Partner, Highsmith, Highsmith, Alaimo & Knox (1957-1961); Private Practice (1961-1963); Partner, Cowart, Sapp, Alaimo & Gale (1963-1967); Partner, Alaimo, Taylor & Bishop Military Service: United States Army Air Corps (1942-1946)	 American Association of Justice; Brunswick Bar Association; Eleventh Circuit District Judges Association; Federal Judges Association; International Academy of Trial Lawyers; State Bar of Georgia 
119	25	 Anthony J. Metz Ill	 November 14, 1997	N / A	N / A	 Deputy Attorney General, State of Indiana (1972-1976); Commissioner, Circuit Court, Marion County Courts, City of Indianapolis, Indiana (1979-1984)	 Judge, Marion County Superior Court (1985-1997)	 Private Practice (1976-1984)	 Indianapolis Bar Association; National Conference of Bankruptcy Judges
72	26	 Arlander Keys	N / A	N / A	N / A	N / A	N / A	N / A	N / A
284	27	 Avern L. Cohn.	 October 9, 1979	 President Jimmy Carter	N / A	 Associate, Social Welfare Commission, State of Michigan:	N / A	 Partner, Irwin J. Cohn (1949- -1961); ‘Farnee Honigman. Miller Schwartz and Cohn LLP (1961-1979) Staff . . Military Service: United States Army (1943-1946)	 American Bar Association; American Judicature: Society; The American Law Institute; Detroit Bar Association; Federal Bar Association; Federal Circuit Bar Association; State Bar of Michigan Law Clerk Adam Wienner............... 000-000 uu ae E-mail: adam _wienner@mied uscourts.gov Career Law Clerk Kimberly G. Altman............... E-mail: Kimberly_Aitman@mied uscourts.gov Education: Wayne State 1995 TD Case Manager Julie Owens,,........... “bE e ea menens Secretary Lori A. Van Hove.......000.0 0000. bea Summer 2008 © Leadership Directories, Inc. Judicial Yellow Book United States District Court for the Eastern District of Michigan 293 ding, MI agio4 ‘41- en_pepe 90-1981) yojationL ©. Box 913, Bay City, MI 48707 te of Birth: 1949 gan Service: October 1984 tm Expires: October 29, 2008 Clerkships: Law Clerk The Honorable Wendell Miles, United States District lurt for the Western District of Michigan (1974-1976) 
12	28	 B. Avant Edenfield	 1978 .	 President Emmy Carter	N / A	N / A	N / A	 Private Practice (1958-1965); Partner, Allen, Edenfield, Brown & Wright (1965-1978) Military Service: United States Army (1957-1963); Georgia National Guard (1957-1963)	 Bulloch County Bar Association; The Federalist Society for Law and Public Policy Studies; Ogeechee Circuit Bar Association; Savannah Bar Association; State Bar of Georgia
27	29	 B. Lynn Winmill	 August 16, 1995	 President William J. Clinton	N / A	N / A	 Judge, Idaho District Court, Sixth Judicial District (1987-1995)	 Attorney, Holland & Hart LLP; Burnett & Winmill; Manning, Holmes & Winmill; Trial Lawyer, Hawley Troxell Ennis & Hawley LLP	 Idaho State Bar and Idaho Law Foundation, Inc. 
267	30	 Bernard A.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
236	31	 Beth P. Gesner	 May 1999	N / A	N / A	N / A	N / A	N / A	N / A
81	32	 Bruce W. Black	 August 13, 2001	N / A	N / A	 Assistant State’s Attorney, Office of the State Attorney, State of Illinois (1975-1976); State’s Attorney, State of Mlinois (1976-1985) °	 Circuit Judge, Tenth Judicial Circuit of Ulinais (1985-2001)	N / A	N / A
38	33	 Byron G. Cudmore |	 September 1, 1997	N / A	N / A	 Sangamon County State Attorney’s Office (1978-1985); First	N / A	 Hinshaw & Culbertson (1995-1997)	 The Lincoln-Douglas American Inn of Court, The American Inns of Court; Sangamon County Bar Association
9	34	 C. Ray Mullins	N / A	N / A	N / A	N / A	N / A	N / A	N / A
183	35	 Carl J. Barbier	 October 12, 1998	 President William J. Clinton.	N / A	N / A	N / A	 Associate, Badeaux and Discon (1971-1973); Partner, Badeaux, Discon, Cumberland and Barbier (1974-1982); Law Offices © of Cari J, Barbier (1983-1984); Partner, Barbier and Cumberland (1985-1992); Law Offices of Carl J. Barbier (1992-1993); Owner/Attor Barbier Law Firm (1993-1998}	 American Bar Association; Federal Bar Association; Jefferson Bar Association; Louisiana State Bar Association; Louisiana Bar Foundation, Louisiana State Bar Association; New Orlean Bar Association bers : of District Judge Jay c,. Zainey #475, Courthouse, 500 Poydras Street, New Orleans, LA 70130 (id) 589-7590 Fax: (504) 589-4575 _ zainey @laed. uscouts.gov Jay C. Zainey District Judge Date of Birth: 1951 Education: New Orleans 1972 BS; LSU 1975 JD Began Service: Februaty 19, 2002 Appointed By: President George W. Bush al: Fudge Ad Hoe, Juvenile Court, Jefferson Parish, Touisiant Judge ‘Hoc, First Parish Court, Jefferson Parish | Practice: Law Clerk, George & George, Ltd. (1971-1975); Associate id: Partner, McPherson, Abadie, Weber & Booth (£976-1986), Sole actitioner (1986-2002) ilitary Service: United States Air Force Reserve (1972-1976) onprofit: President, Jefferson Bar Association (1990-1991); President, siana State Bar Association (1995-1996) rent Memberships: American Bar Association; The Judge John C. all American Inn of Court, The American Inns of Court; Federal Bar sociation; The Federalist Society for Law and Public Policy Studies; fferson Bar Association; Louisiana State Bar Association
139	36	 Carlos Murguia	 September 23, 1999 any seymour@ksd.uscourts.gov	 President William J. Clinton : Deputy Monice K. Crawford .............. (785) 295-7637	N / A	N / A	 Small Claims Court Judge/Fudge Pro Tem (part-time), Wyang; orter Sbeamry A. Hanis..................... (785) 295-7645 County District Court (1984-1990); District’ Court Judge, Wyandotte : County District Court ‘	 Attorney, Zeigler Legal Services, Chartered (1982-199: Nonprofit: Coordinator of Immigration Amnesty Program, El Centrg;j (1985-1990) :	 American Bar Association; Hispanic National Bi Association; Kansas Bar Association; Wyandotte County Bar Associatig bers of Senior Judge Wesley E. Brown * courthouse, 401 North Market Street, Wichita, KS 67202 6) 269-6497 Fax: (316) 269-6693 ‘wesley brown@)ksd-uscourts.gov
77	37	 Carol A. Doyle	 July 26, 1999	N / A	N / A	N / A	N / A	 Sidley & Austin (1985-1999)	N / A
226	38	 Catherine C. Blake	N / A	N / A	N / A	N / A	N / A	N / A	N / A
132	39	 Celeste F Bremer	 January 1, 1990 :	N / A	N / A	 Assistant Attorney, Office of the County Attorney, County of Scott, lowa (1977-1979); Assistant Attorney General, Office of the Attorney General, State of Iowa (1979) .	 Magistrate Fudge (part-time), United States District Court for the Southern District of Lowa (1985-1990) 5	 Partner, Carlin, Liebbe, Pitton and Bremer (1979-1981); Partner, Rabin, Liebbe, Shinkle and Bremer (1981-1982); Counsel, Legal Department, Deere and Company (1982-1984); Counsel, Economy Forms Corporation (1985-1989)	 American Bar Association; The C. Edwin Moore . American Ina of Court, The American Inns of Court; American Judicature Society; Federal Magistrate Judges Association; lowa Organization of Women Attorneys; lowa State Bar Association; National Association of Women Judges; Polk County. Bar Association; Polk County Women Attorneys Association 
36	40	 Charles H. Evans	 1977	N / A	N / A	 Assistant Attorney General, State of Illinois (1949-1956);	N / A	 Private Practi¢e (1957-1962) _	N / A
67	41	 Charles P Kocoras	 November 24, 1980	 President Jimmy Carter -	N / A	 Revenue Agent, Internal Revenue Service, United States Department of the Treasury (1962-1969); Assistant United States Attorney, Northern District of Illinois, United States Department of Justice (1971-1977); First Assistant United States Attorney, Northern District of | Illinois, United States Department of Justice (1975-1977); Chairman, — Commerce. Commission, State of Illinois (1977-1979).	 Chief Judge, United States District Court for the Norther District of Illinois (2002-2006)	 Associate, Bishop & Crawford (1969-1971); Partner, Stone,	N / A
43	42	 Charles Ronald Norgle,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
198	43	 Christine A. Noland	 December 5, 1987	N / A	N / A	N / A	N / A	 Private Practice (1983-1987)	 American Bar Association; Baton Rouge Bar Association; Louisiana State Bar Association; Louisiana Trial Lawyers Association
150	44	 Dale L. Somers	N / A	N / A	N / A	N / A	N / A	N / A	N / A
192	45	 Daniel E. Knowles lil	 March 27, 1995	N / A	N / A	 Attorney/Administrative Assistant, United States District	N / A	 Private Practice (1982-1993)	 The Thomas More - Loyola Law School Americal! Inn of Court, The American Inns of Court; Federal Bar Association; Louisiana State Bar Association; New Orleans Bar Association Daniel E. Knowles II Magistrate Judge Date of Birth: August 29, 1953 Education: LSU 1975 BA; LSU (Alexandria) 1978 JD Began Service: January 6, 2003 Tera Expires: January 5, 2011 Legal Practice: Partner, Burke & Mayer, PLC (1982-2003) Statt Career Law Clerk Jaime ©. Waters ......00...0...005 (504) 589-7575 -Mmail: jaime_waters@laed.uscourts.gov p-: Education: Tulane 1974 BA, 1986 JD ES Tadicial Assistant Hope Taormina................-.-. (504) 589-7575 United States Bankruptcy Court for the Eastern District of Louisiana Hale Boggs Federal Building, 500 Poydras Street, Suite R601, New Orleans, LA 70130 Tel: (504) 589-7878 Tel: (504) 589-6761 (PACER) Tel: (504) 589-3951 (VCIS)} , Internet: www. laeb.uscourts.gov Number of Judgeships: 2
293	46	 Daniel S. Opperman	 July 2006	N / A	N / A	N / A	N / A	 Attorney, Braun Kendrick Finkbeiner PL.C.	N / A
19	47	 David Alan Ezra	 1988	 President Ronald Reagan	N / A	N / A	N / A	 Greenstein, Cowen & Frey (1972-1973); Associate then Partner, Anthony, Hoddick, Reinwald & O’Comnor (1973-1980); Director and Managing Director, Ezra, O’Connor, Moon & Tam (1980-1988) Military Service: United States Army Reserve, United States Department of the Army (1971-1977)	 American Arbitration Association; American Bar Association; Federal Judges Association; Hawaii State Bar Association; Ninth Circuit District Judges Association Membership: Member, Judicial Conference of the United States
110	48	 David F Hamilton G17) 229-3600	 October 28, 1994	 President William J. Clinton	N / A	 Counsel, Governor Evan Bayh (Be TA), State of Indiana	N / A	 Associate, Barnes & Thornburg LLP (1984-1988); Partner, Barnes & Thornburg LLP (1991-1994)	 The Sagamore American Inn of Court, The American Inns of Court’,
37	49	 David G. Bernthal	 May i, 1995	N / A	N / A	N / A	 Associate Judge, Iinois Circuit Court, eth Judicial Circuit. (1987-1995)	 Private Practice (1976- 1986)	 Federal Magistrate Judges Association
48	50	 David H. Coar	 November 1, 1994	 President William J. Clinton	N / A	 United States Trustee, United States Department of Justice (1979-1982)	 Judge, United States Bankruptcy Court for the Northern District of Illinois (1986-1994)	 Attorney, Crawford & Cooper (1971), Attorney, Adams, Baker & Clemon (1972-1974) Military Service: United States Marine Corps (1965-1971)	 Alabama State Bar Association; American Bar Association; The Chicago American Inn of Court, The American Inns of Court; The Chicago Bar Association; Federal Bar Association; Federal Judicial Center; Legal Club of Chicago; National Conference of Bankruptcy Judges
153	51	 David L. Bunning	 February 2], 2002	 President George W. Bush	N / A	 Law Clerk, Eastern District of Kentucky, Office of the United	N / A	N / A	 Kentucky Bar Association
275	52	 David M. Lawson	 August 4, 2000	 President William J. Clinton	N / A	 Investment Officer, Office of the Treasurer, County of	N / A	 Partner, Lawson & Lawson (1977-1985); Partner, Lizza, Mulcahy, Casey & Lawson, PC (1985-1994); Member, Clark Hill PLC (1994-2000)	 American Bar Association; Federal Bar Association; Oakland County Bar Association
86	53	 David R. Herndon	 November 16, 1998 ,	 President William J. Clinton	N / A	N / A	 Judge, IHinois Circuit Court, Third Judicial Circuit, Madison County (1991-1998)	 Law Clerk then Trial Attorney, L. Thomas Lakin, Attomey at Law (1976-1978); Trial Attorney, Haley, Frederickson, Walsh and Herndon, PC. (1978-1980); Shareholder/Principal and Trial Attorney,...° Lakin and Herndon, PC. (and predecessor firms) (1980-1991) oA	 Alton-Wood River Jerseyville Bar Association; _ American Bar Association; American Judicature Society; Federal Judges.” Association; Illinois State Bar Association; Madison County Bar by Association; The Missowi Bar
175	54	 David T. Stosberg	 une 30, 1989 . :	N / A	N / A	N / A	 Chief Bankruptcy Judge, United States Bankruptcy Court for the Western District of Kentucky	 Attorney, Dougherty é& Haunz; Partner, Morgan & Pottinger (1974-1985); Partner, Wyatt, Tarrant & Conn, LLP (1985-1989) Military Service: United States Army (1968) — -	 American Bankruptcy Institute; Louisville Bar Association
224	55	 Deborah K. Chasanow	 1993	 President William J. Clinton	N / A	 Assistant Attorney General, Office of the Attorney General, State of Maryland (1975-1979); Chief of Criminal Appeals Division, Office of the Attorney General, State of Maryland (1979-1987)	 Magistrate Judge, United States District Court for the District of Maryland (1987-1993)	 Attorney, Cole & Groner, BC.	 The Marlborough American Inn of Court, The American Inns of Court; Federal Judges Association; Maryland State Bar Association, Inc.; National Association of Women Judges; Prince Georges County Bar Association; Women’s Bar Association of Maryland
203	56	 Dee D. Drell	N / A	N / A	N / A	N / A	N / A	N / A	N / A
271	57	 Denise Page Hoag	N / A	N / A	N / A	N / A	N / A	N / A	N / A
199	58	 Docia L. Dalby	 May 16, 1997	N / A	N / A	N / A	N / A	 Associate, Phelps, Dunbar, Partner, Rice Fowter	N / A
286	59	 Donald A. Scheer	N / A	N / A	N / A	N / A	N / A	N / A	N / A
311	60	 Donald D. Alsop	 January 17, 1975	 President Richard M, Nixon	N / A	N / A	N / A	 Associate, Felhaber & Larson (1952-1954); Partner, Gislason, Alsop, Dosland & Hunter (1954-1975) Military Service: United States Army (1945-1946).	 Eighth Circuit District Judges Association; Federal Bar Association
207	61	 Donald E. Walter	 July 15, 1985	 President George W. Bush	N / A	 U.S. Attorney, Louisiana - Western District, Executive	N / A	 Attorney, Cavanaugh, Brame, Holt & Woodley (1964-1966);	N / A
144	62	 Donald W. Bostwig	 July 22, 1999	N / A	N / A	N / A	N / A	 Adams, Jones, Robinson & Malone (1968-1999)	 American Bar Association; American Bay - Foundation, American Bar Association; American College of Trial Lays, Federal Magistrate Judges Association; Kansas Bar Association; Kangas’ Foundation, Kansas Bar Association; Wichita Bar Association ‘ Date of Birth: 1945 Education: Kansas 1967 BA: Columbia 1971 JD Began Service: October 4, 1999 Term Expires: October 3, 2015 Political Affiliation: Democrat mic: Dean of Students, Intermediate Schoo] 88, New York City
309	63	 Donovan W. Frank	N / A	N / A	N / A	N / A	N / A	N / A	N / A
200	64	 Douglas D. Dodd	 May 2, 2002	N / A	N / A	N / A	N / A	 Attorney, Stone, Pigman, Walther, Wittmann & Hutchinson,	N / A
11	65	 Dudley H. Bowen, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
239	66	 Duncan W. Keir	 1993	N / A	N / A	N / A	N / A	 Associate, Miles & Stockbridge PC.; Deputy General Counsel, Maryland National Bank, American Security Bank (1991-1993) Military Service: United States Navy (1968-1972)	 American College of Bankruptcy; National Conference of Bankruptcy Judges
173	67	 E. Robert Goebel	 May 11, 1998	N / A	N / A	N / A	 Judge, Commonwealth Court of Kentucky, Sixth Judicial District (1984-1998)	 Private Practice (1970-1984)	N / A
164	68	 Edward B. Atkins	 August 2006	N / A	N / A	N / A	N / A	N / A	N / A
255	69	 Edward F Harrington -	 February 22, 1988	 President Ronald Reagan	N / A	 Special Trial Attorney, Criminal Division, Office ofthe	N / A	 Associate, Offices of Paul T. Smith (1961); Associate,	N / A
170	70	 Edward H. Johnstone	 October 13, 1977	 President Jimmy Carter	N / A	N / A	 Judge, Kentucky Circuit Court, 56th Circuit (1976-1977)	 Partner, Johnstone, Eldred & Paxton (1949-1976)	N / A
28	71	 Edward J. Lodge :	N / A	N / A	N / A	N / A	N / A	N / A	N / A
50	72	 Elaine E. Bucklo	 October 1994	 President William J. Clinton	N / A	N / A	 Magistrate Judge, United States District Court for the Northern District of IHinois (1985-1994)	 Private Practice (1973-1985)	N / A
180	73	 Eldon E. Fallon	 June 26, 1995	 President William J. Clinton	N / A	N / A	N / A	 Associate, Kierr & Gainsburgh (1962-1968); Partner, Gainsburgh, Benjamin, Fallon & David (1968-1995)	 American Bar Association; American Board of Trial Advocates; American College of Trial Lawyers; The American Law Institute; Louisiana State Bar Association; New Orleans Bar Association
194	74	 Elizabeth W. Magner	N / A	N / A	N / A	N / A	N / A	N / A	N / A
303	75	 Ellen S. Carmody	 October 11, 2000	N / A	N / A	N / A	N / A	 Law, Weathers & Richardson (1985-2000)	 Federal Bar Association; Federal Magistrate Judges Association; State Bar of Michigan Statt Law. Clerk Russell Ambrose.......2..-0.........00. .. (616) 456-2528 E-mail: russ_ambrose@miwd.uscourts. gov Education: Nebraska (Omaha) 1991 BS; Illinois 1998 JD Pro Se Law Clerk Ann Bartish ........2..0200..0.0..... (616) 456-2528 Pro Se Law Clerk Lisa DeFerrari,.................... (616) 456-2528 E-mail: lisa_deferrari@miwd.uscourts.gov . Pro Se Law Clerk Carol Rowland.................... (616) 456-2528 E-mail: carol_rowland@miwd.uscourts.gov Pro Se Law Clerk Kristin M. VandenBerg............. (616) 456-2528 E-mail: kristin vandenberg@miwd.uscourts.gov - Education: Michigan 1989 JD os Courtroom Deputy Julfe Lenon...............0.20.0. (616) 456-2528 Judicial Assistant Cynthia Hosner,................... (616) 456-2528 United States Bankruptcy Court for the Western District of Michigan One Division Avenue, North, Room 200, Grand Rapids, MI 49593 © Tel: (616) 456-2693 Tel: (616) 732-2739 (PACER) Tel: (800) 526-0342 (Toll Free PACER) Tel: (616) 456-2075 (VCIS) Fax: (616) 456-2917 E-mail: clerk_miwb@miwb-uscourts.gov Internet: www.miwb.uscourts.gov Number of Judgeships: 3
78	76	 Eugene R. Weds;	 September 16, 1987	N / A	N / A	N / A	 Chief Bankruptcy Judge, United States Bankruptcy Court for te Northern District of Illinois (2002-2007)	 Jenner & Block (1975-1987) Nonprofit: Executive Committee Member-at-Large, Board of Directors,” American Bankruptcy Institute	 American Bankruptcy Institute; National Bankruptcy Conference; National Conference of Bankruptcy Judges . Susan Pierson Sonderby . Bankruptcy Judge Date of Birth: 1947 a, Education: Illinois 1969 BA; John Marshall 1973 JD Began Service: October 1, 1986
254	77	 F Dennis Saylor IV	N / A	 President George W. Bush °	N / A	 Assistant U.S. Attorney, District of Massachusetts, United	N / A	N / A	N / A
118	78	 Frank J. Otte	 October 1, 1986	N / A	N / A	N / A	 Chief Bankruptcy Judge, United States Bankruptcy Court for the Southern District of Indiana	 Private Practice (1966-1986), Counsel, Indianapolis Airport Authority (1974-1986) : Military Service: United States Army (1960-1963)	 Indiana State Bar Association
59	79	 Frederick J. Kapala	N / A	N / A	N / A	N / A	N / A	N / A	N / A
88	80	 G. Patrick Murphy	N / A	N / A	N / A	N / A	N / A	N / A	N / A
14	81	 G. R. Smith	N / A	N / A	N / A	N / A	N / A	N / A	N / A
158	82	 G. Wix Unthank	 1980 .	 President Jimmy Carter	N / A	N / A	 Judge, Kentucky District Court, 26th Judicial District (1950-1937)	 Private Practice (1957-1966) Military Service: United States Army (1940-1945)	 American Bar Association; American Judicature Society; The Florida Bar; Kentucky Bar Association
217	83	 Gene Carter	 July 5, 1983	 President Ronald Reagan	N / A	 Chairman, Housing Authority, City of Bangor, Maine (1973-1978)	 Associate Justice, Maine Supreme Judicial Court (1980-1983); Chief Judge, United States District Court. ri the District of Maine (1989-1996)	 Partner, Rudman & Winchell (965-1980) Military Service: ‘United States Army Reserve, United States Department of the Army (1962-1968):	 American College of Trial Lawyers; International Society of Barristers; Maine State Bar Association; Maine Trial Lawyers Association; Penobscot County Bar Association “ ‘
66	84	 George M. Marovich	 1988	 President Ronald Reagan	N / A		 Judge, Illinois Circuit Court, Cook County Judicial Circuit (1976-1988)	 Partner, Jacobs & Marovich (1959-1966)	 The Chicago Bar Association; Illinois Judges Association; Illinois Judicial Conference; South Suburban Bar Association 
