	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
394	14	 (recalled) Donald E.	 May 2, 1985	N / A	N / A	N / A	N / A	 Private Practice (1951-1968); Partner, Folkerth, Calhoun, Webster, Maurer & O’Brien (1968-1982); Partner, Guren, Merritt, Feibel, Sogg & Cohen (1982-1984); Counsel, Lane, Alton & Horst (1984-1985) Military Service: United States Naval Reserve (1944-1946)	 American Judicature re Society; Columbus Bar Association 
192	15	 (recalled) Dorothy	 March 28, 1989	N / A	N / A	N / A	N / A	 Associate, Otterbourg, Steindler, Houston & Rosen (4950-1951); Associate, Goldman, Horowitz & Cherno (1970-1980); Member, Shaw, Licitra, Eisenberg, Esernio & Schwartz, PC (1981- -1989)	 American Bankruptcy Institute; American Bar . Association; American Bar Foundation, American Bar Association; Federal Bar Council; Nassau County Bar Association; Nassau County Women’s Bar; Nationai Association of Women Judges; Suffolk Women’s Bar Association United States District Court for the Northern District of New York Federal Building, 100 South Clinton Street, Syracuse, NY 13265 Tel: (315) 234-8500 Tel: (315) 448-0537 (PACER) Tel: (800) 480-7525 (Toll Free PACER) Fax: (315) 234-8501 Internet: www.nyad.uscouts. gov Number of Judgeships: 5 Areas Covered: Counties of Albany, Broome, Cayuga, Chenango, Clinton, Columbia, Cortland, Delaware, Essex, Franklin, Fulton, Greene, Hamilton, Herkimer, Jefferson, Lewis, Madison, Montgomery, Oneida, Onondaga, Oswego, Otsego, Rensselaer, Saratoga, Schenectady, Schoharie, St. Lawrence, Tioga, Tompkins, Ulster, Warren and Washington... -
41	16	 (recalled) John L.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
323	17	 (recalled) Marvin R.	 October 3, 1976	N / A	N / A	 Chairman, Parole Board CSS: 1968}; Chairman, Utilities Commission (1968-1976)	 Judge, Hickory Municipal and Juvenile Court (1959-1962)	 Private Practice (1953-1959) :	N / A
186	18	 (recalled) Michael L.	 1991	N / A	N / A	N / A	 Chief Magistrate Judge, United States District Court for the	N / A	N / A
185	19	 A. Kathleen Tomlinson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
268	20	 Adlai S. Hardin, Jr.	 March 9, 1995	N / A	N / A	N / A	 Bankruptcy Judge, United States Bankruptcy Appellate Panel for the Second Circuit (1996-2000)	 Associate, Milbank, Tweed, Hadley & McCloy (1963- 1970):	N / A
138	21	 Alan C. Torgerson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
366	22	 Algenon L. Marbley	N / A	N / A	N / A	N / A	N / A	N / A	 American Bar Association; Columbus Bar Association; National Bar Association; National Institute of Trial Advocacy; Ohio State Bar Association
367	23	 Algenon L. Marbley coniinued	N / A	N / A	N / A	N / A	N / A	N / A	 American Bar Association; Columbus Bar Association; National Bar Association; National Institute of Trial Advocacy; Ohio State Bar Association
272	24	 Allan L. Gropper	 October 4, 2000	N / A	N / A	N / A	N / A	 Civil Appeai Bureau, Legal Aid Society (1969-1971); Associate and Partner, White & Case (1972-2000)	 American Bankruptcy Institute; American Bar’ Association; American College of Bankruptcy; The Association of the Bar of the City of New York
153	25	 Allyne R. Ross	 1994	 President William J. Clinton	N / A	 Assistant United States Attorney and Chief, Eastern District of New York, Appeals Division, Office of the United States Attorney, United Department of Justice (1976-1986)	 Magistrate Judge, United States District Court for the Eastern District of New York (1986-1994)	 Associate, Paul, Weiss, Rifkind, Wharton & Garrison (1971-1976)	 The Association of the Bar of the City of New York; Federal Bar Council
225	26	 Alvin K. Hellerstein	 November 30, 1998	 President William J, Ciiten	N / A	N / A	N / A	 Stroock & Stroock & Lavan LLP (1960-1998) Military Service: United States Army (1957-1960)	 The American Association of Jewish Lawyers and Jurists; American Bar Association; American Bar Foundation, American Bar Association; The American Law Institute; The Association of the Bar of the City of New York; Federal Bar Council; International Association of Jewish Lawyers and Jurists; The New York State Bar Association
252	27	 Andrew J. Peck |	 February 27, 1995	N / A	N / A	N / A	N / A	 Associate then Counsel, Paul, Weiss, Rifkind, Wharton & Garrison (1978-1995) ‘ Nonprofit: Member of the Board of Directors, Mystery Writers of America, Inc. (2002-2004)	 American Bar Association; Federal Magistrate Judges Association
342	28	 Ann Aldrich	 Fune 2, 1980	 President Jimmy Carter-	N / A	 Legal Staff, International Bank for Reconstruction	N / A	 Private Practice (1952-1953); Private Practice (1961-1968)	 Federal Bar Association; Federal Communications Bar Association; Federal Judges Association; National Association of Women Judges
106	29	 Ann Marie Donio	 March 24, 2003	N / A	N / A	N / A	N / A	N / A	N / A
98	30	 Anne E. Thompson	 1979	 President Jimmy Carter	N / A	N / A	N / A	N / A	N / A
174	31	 Arlene Rosario	N / A	N / A	N / A	N / A	N / A	N / A	N / A
168	32	 Arthur D. Spatt	N / A	N / A	N / A	N / A	N / A	N / A	N / A
28	33	 Arthur Federman	N / A	N / A	N / A	N / A	N / A	N / A	N / A
269	34	 Arthur J. Gonzalez	 October 10, 1995	N / A	N / A	 Senior Staff Attorney, Office of the District Counsel, internal	N / A	 Associate, Poliner, Mezan, Stolzberg Berger & Glass PC. (1988-1990); Associate, Gaston & Snow (1990-1991)	 American Bar Association; American College of Bankruptcy; Association of Judges of Hispanic Heritage; National Conference of Bankrupicy Judges; The New York State Bar Association; Puerto Rican Bar Association
361	35	 Arthur |. Harris	 October 7, 2002	N / A	N / A	 Assistant U.S. Attorney, Northern Division, Civil Division,	N / A	N / A	N / A
8	36	 Audrey. G. Fleissig:	 August 3, 2001	N / A	N / A	N / A	N / A	N / A	N / A
220	37	 Barbara 8S. Jones .	N / A	N / A	N / A	N / A	N / A	N / A	N / A
9	38	 Barry s.	 1986	N / A	N / A	N / A	N / A	N / A	N / A
161	39	 Brian M. Cogan	N / A	N / A	N / A	N / A	N / A	N / A	N / A
58	40	 Brian Sandoval	 October 31, 2005	 President George W. Bush	N / A	N / A	N / A	N / A	N / A
69	41	 Bruce A. Markell	 July 9, 2004	N / A	N / A	N / A	N / A	N / A	N / A
124	42	 Bruce D. Black	 January 18, 1996	 President William J. Clinton	N / A	N / A	 Judge, New Mexico Court of Appeals (1991-1996)	 Associate, Modrall, Sperling, Roehl, Harris & Sisk (1972-1975); Associate then Partner, Campbell & Bingaman (and sucessor firms) (1975-1991)	 The H. Vearle Payne American Inn of Court, The American Inns of Court; American Judicature Society
392	43	 C. Kathryn Preston	N / A	N / A	N / A	N / A	N / A	N / A	N / A
132	44	 C. LeRoy Hansen	 October 1992	 President George H.W. Bush	N / A	N / A	N / A	 Snead & Hansen (1962-1964); Civerolo, Hansen & Wolf, PA (1964-1992)	 Albuquerque Bar Association; American Board of ' Trial Advocates; American College of Trial Lawyers; State Bar of New. Mexico
317	45	 Carl Horn, Ul	N / A	N / A	N / A	N / A	N / A	N / A	N / A
290	46	 Carl L. Bucki	 December 30, 1993	N / A	N / A	N / A	N / A	 Associate then Partner, Moot & Sprague (1977-1990); Partner, Cohen, Swedos, Wright, Hanifin, Bradford & Brett (1990-1993)	 American Bar Association; Erie County Bar Association (NY); The New York State Bar Association
187	47	 Carla E. Craig	 February 28, 2000	N / A	N / A	N / A	N / A	 Associate, Milbank, Tweed, Hadley & McCloy (1980-1983); Partner, Hertzog, Calamari & Gleason (1983-1998); Partner, Brown Raysman Millstein Felder & Steiner LLP (1998-2000)	 American Bar Association; The Association of the Bar of the City of New York; Brooklyn Bar Association, National Conference of Bankruptcy Judges
136	48	 Carmen E. Garza -	N / A	N / A	N / A	N / A	N / A	N / A	N / A
151	49	 Carol Bagley Amon	 1990	 President George H.W. Bush	N / A	 Trial Attorney, United States Department of Justice . (1973-1974); Assistant United States Attorney, Eastern District of New York, Office of the United States Attorney, United States DepsTener of — Justice (1974-1986)	 Magistrate Judge, United States District Court for the Eastern District of New York (1986-1990)	 Staff Attorney, Communications Satellite Corporation ~ (1971-1973),	 The District tof Columbia Bar; Virginia State Ba
35	50	 Carolyn S. Ostby	 February 2002	N / A	N / A	 Attorney-Advisor, Office of Legal Counsel, United States	N / A	 Partner, Crowley Law Firm (1980-2001)	 American Bar Association; American Bar Foundation, American Bar Association; American College of Trial Lawyers; American Judicature Society; Cascade County Bar Association; State Bar of Montana , :
311	51	 Catharine R.	 July 24, 1995	N / A	N / A	N / A	N / A	 Billings, Burns & Wells (1982-1985); Allman Spry (1985-1995)	 Forsyth County Bar; The North Carolina State Bar
270	52	 Cecelia G. Morris	N / A	N / A	N / A	N / A	N / A	N / A	N / A
34	53	 Charles C. Lovell	 April 1985	 President Ronald Reagan	N / A	 Chief Counsel, Appellate Division, Office of the Attorney General, State of Montana (1969-1972}	 District Judge, United States District Court for the District of Montana (1985-2000)	 Church, Harris, Johnson & Williams (1959-1985) Military Service: United States Air Force (1952-1954)	 American Association for Justice; American Bar Association; American College of Mortgage Attorneys; American Judicature Society; Cascade County Bar Association; Montana Defense Counsel Association; Montana Trial Lawyers Association; State Bar of Montana
11	54	 Charles E. Rendlen, Il	N / A	N / A	N / A	N / A	N / A	N / A	N / A
280	55	 Charles J. Siragusa	N / A	N / A	N / A	N / A	N / A	N / A	N / A
211	56	 Charles L. Brieant	 September 1971	 President Richard M. Nixon	N / A	 Water Commissioner, State of New York (1948-1951);	N / A	N / A	N / A
388	57	 Charles M. Caldwell	 May 26, 1993	N / A	N / A	 Staff Attorney, Bankruptcy Division, Administrative Office of	N / A	N / A	N / A
165	58	 Charles P. Sifton	N / A	 President Jimmy Carter	N / A	 Staff Counsel, Foreign Relations Committee, United States : Senate (1962-1964); Assistant United States Attorney, District of New =. York, United States Department of Justice (1966-1969)	 Chief Judge, United States District Court for the Eastern District of New York (1995-2000); Member, Judicial Council of the Second Circuit (1995-2001); Member, Judicial Conference of the United States (1998-2001)	 Associate, Cadwalader, Wickersham & Taft (1961-1962); Associate, Cadwalader, Wickersham & Taft (1964-1966); Partner, ~ LeBoeuf, Lamb, Leiby & MacRae (1969-1977)	 The Association of the Bar of the City of New York
249	59	 Charles S. Haight, Jr.	 May 3, 1976	 President Gerald Ford	N / A	 Trial Attomey, Civil Division, United States Department of	N / A	 Haight, Gardner, Poor & Havens (1976)	 The Association of the Bar of the City of New York; Federal Bar Council; Maritime Law Association of the United States; The New York State Bar Association
328	60	 Charles S. Miller, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
179	61	 Cheryl L. Pollak	 November 1995	N / A	N / A	 Associate, Eastern District of New York, Office of the United	N / A	 Associate, Davis Polk & Wardwell (1979-1986)	 American Bar Association; The Association of the Bar of the City of New York; Federal Bar Council
340	62	 Christopher A. Boyko	 January 4, 2005	 President George W. Bush	N / A	 Chief Prosecutor, Parma	 Common Pleas, Cuyahoga County (1996-2004); Parma Municipal	N / A	N / A
109	63	 Claire C. Cecchi	 2006	N / A	N / A	N / A	N / A	N / A	N / A
401	64	" Claire V. Eagan ; ""s"	N / A	N / A	N / A	N / A	N / A	N / A	N / A
222	65	 Colleen McMahon’	N / A	N / A	N / A	N / A	N / A	N / A	N / A
338	66	 Dan A. Polster	 August 10, 1998	 President William J. Clinton	N / A	 Trial Attorney, Antitrust Division, United States Department	N / A	N / A	 Criminal Law Committee, Cleveland Bar Association; Federal Bar Association; Jewish Community Federation of Cleveland
408	67	 Dana L. Rasure	 1997 /	N / A	N / A	N / A	 Chief Bankruptcy Judge, United States Bankruptey Court for the	N / A	N / A
324	68	 Daniel L. Hovland	 November 26, 2002	 President George W. Bush	N / A	 Assistant Attorney General, Office of the Attorney General, State of North Dakota (1980-1983); Commissioner, Office of the Commissioner, Parks and Recreation District, City of Bismarck, North Dakota (1992-2006)	 Administrative Law Judge, Office of Administrative Hearings, State of North Dakota (1994-2002)	 Partner, Fleck Mather & Strutz (1983-1994); Partner, Smith Bakke Hovland & Oppegard (1994-2002)	 Minnesota State Bar Association; State Bar Association of North Dakota 
344	69	 David A. Katz .	 October 21,1994 —	 President William J. Clinton	N / A	N / A	N / A	 Spengler Nathanson (1957-1993)	 American Bar Association; The American Inns of Court; American Judicature Bookety Ohio State Bar Association; Toledo Bar Association __
318	70	 David C. Keesler	N / A	N / A	N / A	N / A	N / A	N / A	N / A
343	71	 David D. Dowd, Jr.	 October 8, 1982	 President Ronald Reagan	N / A	 Assistant Prosecuting Attomey, State of Ohio (1961-1967); Prosecuting Attorney, State of Ohio (1967-1975)	 Judge, Ohio Court of Appeals, Fifth District (1975-1980); Justice, Ohio Supreme Court (1986)	 Partner, Dowd & Dowd (1954-1955); Partner, Dowd &	N / A
4	72	 David D. Noce	 October 1, 1976	N / A	N / A	 Legal Officer, United States Army (1971-1972); Assistant . United States Attorney, Eastern District of Missouri, Office of the United States Attorney, United States Department of Justice (1975-1976)	 Member, Criminal Law Committee, Judicial Conference of the	N / A	 American Bar Association; The Bar Association of Metropolitan St. Louis; Federal Magistrate Judges Association; The Missouri Bar
203	73	 David E. Peebles	 May 22, 2000	N / A	N / A	 Assistant District Attorney, County of Onondaga, New York	N / A	 Partner, Hancock & Bsnibrook: LLP (1978-2000)	 Onondaga County Bar Association
278	74	 David G. Larimer	N / A	N / A	N / A	N / A	N / A	N / A	N / A
170	75	 David G. Trager	 1994	 President William 7. Clinton	N / A	 Assistant Corporation Counsel, Appeals Division, City of	N / A	 Associate, Berman & Frost (1963-1965); Associate, Butler, Jablow & Geller (1965-1967) Military Service: United States Army Reserve (1962-1965); United States Naval Reserve (1965-1969)	 The American Law Institute; The Association of the Bar of the City of New York; Federal Bar Council; Judicial Conference of . the United States
47	76	 David L. Piester	 January 20, 1981	N / A	N / A	 Executive Director, Legal Services of Southeast Nebraska	N / A	 Staff Attorney, Legal Aid Society (1972-1973); Legal Services Corporation (1975-1977) Nonprofit: Consultant, National Legat Aid and Defender Association (1974-1976)	 Federal Magistrate Judges Association: Lincoln Bat sss ciaLIOM, Nebraska State Bar Association
412	77	 David L. Russell	 1982	 President Ronald Reagan	N / A	 Assistant Attorney General, Office of the Attorney General,	N / A	 Partner, Blankenship, Herrold, Russell & Leonard (1971-1973); Partner, Benefield, Russell & Freede (1977-1981) Military Service: United States Navy (1965-1968); United States Naval Reserve (1968-1971)	 Federal Bar Association; Oklahoma Bar Association; Oklahoma County Bar Association
195	78	 David N. Hurd	 September 24, 1999	 President William JI. Clinton	N / A	 Assistant District Attorney, Office of the District Attorney, . County of Oneida, New York (1966-1967)	 Magistrate Judge, United States District Court for the Northern District of New York (1991-1999)	 Associate, Coughlin, Dermody, Ingalls & Guy (1963-1964); Associate, Abelove & Myers (1964-1966); Associate (Part-time), Ferris, Kehoe, Tenney & Murnane (1966-1967); Associate, O’Shea, Griffin, Jones & McLaughlin (1967-1970); Partner, O’Shea, Griffin, MeDonald. Hurd & Stevens (1970-1991)	 Albany County Bar Association; American College of Trial Lawyers; Federal Judges Association; The New York State Bar Association; Oneida County Bar Association; Rome Bar Association (NY)
13	79	 David P	N / A	N / A	N / A	N / A	N / A	N / A	N / A
12	80	 David P.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
202	81	 David R: Homer	 December 11, 1995	N / A	N / A	 Volunteer, AmeriCorps.(1969-1970); Associate, United	N / A	N / A	 Albany County Bar Association
300	82	 David W. Daniel	N / A	N / A	N / A	N / A	N / A	N / A	N / A
21	83	 Dean Whipple	 December 1987	 President Ronald Reagan	N / A	 Prosecuting Attorney, County of Laclede, Missouri (1967-1975)	 Circuit Judge, Missouri Circuit Court, Division Th, 26th Judicial	N / A	 The Kansas City - Ross T. Roberts American Inn of Court; American Bar Association; Kansas City Metropolitan Bar Association; Laclede County Bar Association; The Missouri Bar; Missourt Trial Judges Association
213	84	 Deborah A. Batts	N / A	N / A	N / A	N / A	N / A	N / A	N / A
263	85	 Debra Freeman	N / A	N / A	N / A	N / A	N / A	 Associate, Parker Auspitz Neeseman & Delehanty PC. (1986-1987); Associate, Morrison & Foerster (1987-1994); Partner, Morrison & Foerster (1995-2001)	 Federal Bar Council
217	86	 Denise Cote	N / A	N / A	N / A	N / A	N / A	N / A	N / A
190	87	 Dennis E. Milton	 May 7, 2001	N / A	N / A	 Assistant United States Attorney, Eastern District of New	N / A	 Associate, McGuire & Lawler (1976-1983); Special Counsel, Bryan, Levitin, Franzino & Rosenberg (1992-1996); Special Counsel, Independent Review Board (1996-2001)	 The Association of the Bar of the City of New York; Federal Bar Council; National Conference of Bankruptcy Judges
319	88	 Dennis Howell	 Octaber 5, 2004	N / A	N / A	N / A	N / A	N / A	N / A
84	89	 Dennis M. Cavanaugh	N / A	N / A	N / A	N / A	N / A	N / A	N / A
29	90	 Dennis R. Dow	N / A	N / A	N / A	N / A	N / A	N / A	N / A
216	91	 Denny Chin	N / A	N / A	N / A	N / A	N / A	N / A	N / A
95	92	 Dickinson R. Debevoise	 1979	 President Himmy Carter	N / A	N / A	N / A	 Partner, Riker, Danzig, Scherer, Debevoise & Hyland (1953-1979) : . Military Service: United States Army (1943-1945); United States Army (1951-1952)	 American Bar Association; The American Law Institute; Essex County Bar Association; Federal Bar Association; New Jersey State Bar Association
335	93	 Donald C. Nugent	 June 30, 1995	 President William. J. Clinton	N / A	 Assistant Prosecuting Attorney, County of Cuyahoga, Ohio (1975-1985)	 Judge, Ohio Court of Common Pleas, Cuyahoga County (1985-1993); Judge, Ohio District Court, Eighth District (1993-1995)	 Private Practice (1974-1975); Associate, Laurie, Hult and Doyle (1975-1985) Military Service: United States Marine Corps (1970-1971)	 Cleveland County Bar Association; Cuyahoga County Bar Association; Ohio State Bar Association :
121	94	 Donald H. Steckroth	N / A	N / A	N / A	N / A	N / A	N / A	N / A
1	95	 Donald J. Stohr	 May 8, 1992	 President George HW. Bush	N / A	 First Assistant County Counselor, County of St. Louis,	N / A	 Associate, Hocker, Goodwin & MacGreevy (1958-1962); Partner, Thompson, Mitchell, Douglas, Neill & Guerri (1969-1973); Partner, Thompson & Mitchell (1976-1992)	 American Bar Association; American Judicature Society; Federal Judges Association; The Missouri Bar
30	96	 Donald W. Molloy	N / A	N / A	N / A	N / A	N / A	N / A	N / A
157	97	 Dora L. Irizarry	 August 30, 2004	 President George W. Bush	N / A	 Assistant District Attorney, Appeais Bureau, Office of the Bronx District Attorney, City of New York, New York (1979); Special Assistant D.A., Office of the Special Narcotics Prosecutor, City of New York, New York (1981-1995); Assistant District Attorney, New York County District Attornéy’s Office (1987)	 Judge, Criminal Court of New York City (1995); Judge, The New York State Court of Claims (1997)	 Hoguet Newman & Regal, L.L-P.	 Federal Bar Council; Hispanic National Bar Association; The New York State Bar Association
258	98	 Douglas F. Eaton	N / A	N / A	N / A	N / A	N / A	N / A	N / A
178	99	 E. Thomas Boyle	 July 31, 1995 © :	N / A	N / A	 Appellate Counsel, Appeals Unit, Federal Defender Services	N / A	 Associate, Mendes & Mount (1965-1966); Trial Counsel and Chief Assistant, Criminal Division, Legal Aid Society of Suffolk. County (1966-1971); E. Thomas Boyle, P.C. (1976-1988); Partner, Boyle, Shea & Nornes (1992-1995)	 Suffolk County Bar Association
365	100	 Edmund A. Sargus, Jr..	 August 23, 1996	 President William J. Clinton	N / A	 Solicitor, City of Bethesda, Ohio (1978-1982); Solicitor, City	N / A	 Associate, Cinque, Banker, Linch, Gromen & White {1978-1979}; Associate, Stanley G. Burech, Attorney at Law (1980-1983); Partner, Burech & Sargus (1983-1993)	 American Bar Association; Belmont County Bar Association; Ohio State Bar Association
59	101	 Edward C. Reed, Jr.	 1979	 President Jimmy Carter	N / A	 Special Deputy Attorney General, State of Nevada (1967-1979) Legal Practice: Partner, Reed & Bowen, Chartered (and predecessor firms) (1953-1979) Military Service: United States Army (1943- 1946) Current Memberships: American Bar Association; American Judicature Society; State Bar of Nevada Staff Law Clerk Verme Ball... 00002 (775) 686-5919 Began Service: September 2006 Education: Hastings 2605 JD Law Clerk Katrina A. Pagonis..................--405 (775) 686-5919 Began Service: October 2006 Education: Georgetown 2005 ID; Yale 2006 LLM Secretary Kathryn M, Vitalie... ............---25050- (775) 686-5919 Chambers, of Senior Judge Lloyd D. George Lloyd D, George U.S. Courthouse, 333 Las Vegas Boulevard South, Roam 6073, Las Vegas, NV 89101 Tel: (702) 464-5500 Fax: (702) 464-5501 E-mail: lloyd_george@nvd_uscourts.gov Lloyd D. George Senior Judge Date of Birth: 1930 Education: Brigham Young 1955 BS; Boalt Hall 1961 JD Began Service: May 1984 Appointed By: President Ronald Reagan		 Partner, Reed & Bowen, Chartered (and predecessor firms) (1953-1979) Military Service: United States Army (1943- 1946)	 American Bar Association; American Judicature Society; State Bar of Nevada 
150	102	 Edward R. Kerman	N / A	N / A	N / A	N / A	N / A	N / A	N / A
191	103	 Elizabeth S. Stong	 September 2, 2003	N / A	N / A	N / A	N / A	 Associate, Cravath, Swaine & Moore (1983-1987), Associate, Willkie Farr & Gallagher (1987-1992); Partner, Willkie-Farr & Gallagher (1993-2003) Nonprofit: President, Harvard Law School Association; Vice President, Board of Directors, City Bar Fund, Inc.	 American Bankruptcy Institute; American Bar Association; American Bar Foundation, American Bar Association; The American Law Institute; The Association of the Bar of the City of New York; Brooklyn Bar Association; Federal Bar Council; National Conference of . Bankruptcy Judges; New York Law Institute; The New York State Bar Association
159	104	 Eric Nicholas Vitaliano	N / A	N / A	N / A	N / A	N / A	N / A	N / A
110	105	 Esther Salas Z	N / A	N / A	N / A	N / A	N / A	N / A	N / A
405	106	 F H. McCarthy	N / A	N / A	N / A	N / A	N / A	N / A	N / A
49	107	 FA. Gossett, IH	 May 29, 2003	N / A	N / A	N / A	N / A	N / A	N / A
82	108	 Faith S. Hochberg	 January 28, 2000	 President William J. Clinton	N / A	 Special Assistant to the Chairman, United States Securities	N / A	 Temporary Associate, Covington & Burlmg (1977); Associate, Ropes & Gray (1977-1981); Associate, Lowenstein, Sandler, Brochin, Kohl, Fisher & Boylon (1981-1983); Partner, Cole, Schotz, Bernstein, Meisel & Forman, P-C. (1987-1990) Nonprofit: Trustee, Harvard Law Association of New Jersey (1983-1985); Founding Member and Board Member, New Jersey Chapter of International Women’s Forum (1990) .	 New Jersey Chapter, International Women’s Forum
14	109	 Fernando J. Gaitan, Jr.	 1991	 President George H.W. Bush	N / A	N / A	N / A	N / A	 American Bar Foundation, American Bar Association; Jackson County Bar Association; Kansas City Metropolitan Bar Association; The Missouri Bar
316	110	 Frank D. Whitney	N / A	N / A	N / A	N / A	N / A	N / A	N / A
399	111	 Frank H. Seay	 November 5, 1979	 President Jimmy Carter	N / A	 Assistant to the District Attorney, Office of the District Attorney, State of Oklahoma (1963-1966); First Assistant District Attorney,. Office of the District Attorney, State of Okdahoma (1967-1968)	 Associate Judge, Oklahoma District Court (1968-1979); Chief Judge, United States District Court for the Eastern District of Oklahoma; Member, Judicial Conference of the United States (2003) -	 Private Practice (1963-1966)	 American Bar Association; Muskogee County Rar Association, Oklahoma Bar Association; Seminole County Bar Association 
262	112	 Frank Maas	 June 1999	N / A	N / A	 Assistant United States Attorney, Southern District of New	N / A	 Associate, Curtis Mallet Prevost Colt & Moste (1978-1980); Associate and Partner, Phillips, Lytle, Hitchcock, Blaine & Huber (1986-1995)	 The Association of the Bar of the City of New York; Federal Bar Council; Federal Magistrate Judges Association; The New York State Bar Association ,
89	113	 Freda L. Wolfson	 December 4, 2002	 President George W. Bush	N / A	N / A	 Magistrate Judge, United States District Court for the District of New Jersey (1986-2002) .	 Litigation Associate, Lowenstein, Sandler, Kohl, Fisher & Boylan (1979-1981); Lititgation Associate, Clapp & Eisenberg (1981-1986)	 New Jersey State Bar Association; Third Circuit Court of Appeals Bar Association
169	114	 Frederic Block	 December 145, 1989 :	 President George H.W. Bush	N / A		 Justice, New York Supreme Court, 10th Judicial Circuit Appointed By: President William J. Clinton (1978-1982); Administrative Judge, Nassau County (1982-1986); Associate Justice, New York Supreme Court, Second Judicial Department, Appellate Division (1986-1989) . .	 Associate, Davidson & Davidson; Associate, Lane, Winard, Robinson & Schorr; Associate, Alfred §. Julien (1951-1952); Associate, Florea & Florea; Sole Practitioner (1953-1967); Partner, Spatt & Bauman (1967-1978) Military Service: United States Navy (1944-1946}	 American Bar Association; Association of Justices of the Supreme Court of the State of New York; Federal Bar Association; Jewish Lawyers Association of Nassau County; Long Beach Lawyers Association; Nassau County Bar Association Academie: Adjunct Professor, Touro Law School (1992-1994) Clerkships: Law Clerk, New York Supreme Court, Appellate Division, Third Judicial Department (1959-1961) Government: Counsel, Education Committee, New York State Constitutional Convention (1967) Legal Practice: Associate, Dranitzke & Lechtrecker (1961-1962); Sole Practitioner (1962-1963); Partner, Burns & Block (1963-1965); Sole Practitioner (1965-1968); Partner, Baranello, Block & Namm (1968-1974);
