	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
20	55	 Daniel Porter Jordan	 August 2006	 President George W. Bush	N / A	N / A	N / A	 Associate, Butler, Snow, O’Mara, Stevens & Cannad. g	N / A
53	56	 David	 May 1987	 President Ronald Reagan	N / A	N / A	N / A	 Associate, Felhaber, Larson, Fenlon & Vogt, PA. (1961-1962); Partner, Popham, Haik, Schnobrich, Kaufman and Doty Ltd. (1962-1987) Military Service: United States Marine Corps (1952-1938)	 American Bar Association; American Judicature Society; The American Law Institute; Federal Bar Association; Hennepin County Bar Association; Minnesota State Bar Association
309	57	 David A. Katz	 October 21, 1994	 President William J. Clinton	N / A	N / A	N / A	 Spengler Nathanson (1957-1993)	 American Bar Association; The American Inns at Court; American Judicature Society; Ohio State Bar Association; Toledo Bar Association
25	58	 David C. Bramlette III	 December 1991	 President George H.W. Bush	N / A	N / A	 Special Circuit Judge, Mississippi District Court, Sixth Judicial District; Judge, Adams County Court	 Associate, Adams, Forman, Truly, Ward & Bramlette	 Adams County Bar Association; American Bar Association; The Mississippi Bar; The Mississippi Bar FEDERAL COURTS—UNITED STATES DISTRICT COURTS
45	59	 David D. Noce	N / A	N / A	N / A	N / A	N / A	N / A	N / A
196	60	 David E. Peebles	 May 22, 2000	N / A	N / A	 Assistant District Attorney, County of Onondaga, New York	N / A	 Partner, Hancock & Estabrook, LLP (1978-2000)	 Onondaga County Bar Association
256	61	 David G. Larimer	N / A	N / A	N / A	N / A	N / A	N / A	N / A
78	62	 David L. Piester	 January 20, 1981	N / A	N / A	 Assistant United States Attorney, District of Nebraska,	N / A	 Staff Attorney, Legai Aid Society (1972-1973); Legal Services Corporation (1975-1977) Nonprofit: Consultant, National Legal Aid & Defender Association (1974. 1976); Executive Director, Legal Aid of Nebraska (1973-1979}	 Federal Magistrate Judges Association; Lincoln Bar Association; Nebraska State Bar Association
189	63	 David N. Hurd	 September 24, 1999	 President William J. Clinton	N / A	 Assistant District Attorney, Office of the District Attorney, County of Oneida, New York (1966-1967)	 Magistrate Judge, United States District Court for the Northern - District of New York (1991-1999)	 Associate, Coughlin, Dermody, Ingalls & Guy (1963-1964); Associate, Abelove & Myers (1964-1966); Associate (Part-time), Ferris, Kehoe, Tenney & Murnane (1966-1967); Associate, O’Shea, Griffin, Jones & McLaughlin (1967-1970); Partner, O’Shea, Griffin, McDonald, Hurd & Stevens (1970-1991) : ‘ ,	 Albany County Bar Association; American College of Trial Lawyers; Federai Judges Association; The New York State Bar Association, Oneida County Bar Association; Rome Bar Association (NY)
195	64	 David R. Homer	 December 11,.1995	N / A	N / A	 Volunteer, AmeriCorps, Corporation for National and	N / A	N / A	 Albany County Bar Association
0	65	 David S. Doty	 May 1987	 President Ronald Reagan	N / A	N / A	N / A	 Associate, Felhaber, Larson, Fenlon & Vogt, PA. (1961-1962); Partner, Popham, Haik, Schnobrich, Kaufman and Doty Ltd. (1962-1987) Military Service: United States Marine Corps (1952-1938)	 American Bar Association; American Judicature Society; The American Law Institute; Federal Bar Association; Hennepin County Bar Association; Minnesota State Bar Association
270	66	 David W. Daniel	N / A	N / A	N / A	N / A	N / A	N / A	N / A
52	67	 David p | Manager - Springfield Shannon Brogan... ... (417) 865-3869	N / A	N / A	N / A	N / A	N / A	N / A	N / A
59	68	 Dean Whipple	N / A	N / A	N / A	N / A	N / A	N / A	N / A
202	69	 Deborah A. Batts	 June 23, 1994	 President William J. Clinton |	N / A	 Assistant United States Attorney, Southern District of	N / A	 Associate, Cravath, Swaine & Moore LLP (1973-1979)	 American Bar Association; The Association of the Bar of the City of New York; Lesbian and Gay Law Association of Greater New York; Metropolitan Black Bar Association
205	70	 Denise Cote	N / A	N / A	N / A	N / A	N / A	N / A	N / A
10	71	 Dennis D. O’Brien.	 February 21, 1984	N / A	N / A	 Public Defender, Juvenile Court, County of St. Louis, .	N / A	N / A	 Minnesota State Bar Association 
186	72	 Dennis E. Milton	 May 7, 2001	N / A	N / A	 Assistant United States Attorney, Eastern District of New	N / A	 Associate, McGuire & Lawler (1976-1983), Special Counsel, Bryan, Levitin, Franzino & Rosenberg (1992-1996); Special Counsel, Independent Review Board (1996-2001)	 The Association of the Bar of the City of New York; Federal Bar Council; National Conference of Bankruptcy Judges
108	73	 Dennis M. Cavanaugh	N / A	N / A	N / A	N / A	N / A	N / A	N / A
63	74	 Dennis R. Dow	 November £0, 2003	N / A	N / A	N / A	N / A	N / A	 American Bar Association; Kansas City Metropolitan Bar Association
116	75	 Dickinson R. Debevoise	 1979	 President Jimmy Carter	N / A	N / A	N / A	 Partner, Riker, Danzig, Scherer, Debevoise & Hyland (1953-1979) Military Service: United States Army (1943-1945); United States ‘Asmy (1951-1952)	 American Bar Association; The American Law Institute; Essex County Bar Association; Federal Bar Association; New Jersey State Bar Association . .
134	76	 Donald H. Steckroth	N / A	N / A	N / A	N / A	N / A	N / A	N / A
42	77	 Donald J. Stohr	N / A	N / A	N / A	N / A	N / A	N / A	N / A
66	78	 Donald W. Molloy	N / A	N / A	N / A	N / A	N / A	N / A	N / A
67	79	 Donald W. Molloy, United	N / A	N / A	N / A	N / A	N / A	 Associate, Berger, Anderson, Sinclair & Murphy (1978-1979); Partner, Berger, Anderson, Sinclair, Murphy, Nelson, Edwards, McGimpsey & Molloy (1979-1980); Partner, Anderson. Edwards & Molloy (1981-1990); Partner, Anderson & Molloy (1990-1991); The Molloy Law Offices (1991-1996) Military Service: United States Navy (1968-1973)	 Aircraft Owners & Pilots Association; American Association of Justice; American Bar Association; American Board of Trial Advocates: American College of Trial Lawyers; The American Law Institute; The American Legion; Montana Trial Lawyers Association; Pennsylvania Trial Lawyers Association; Roscoe Pound American Trial Lawyers Foundation; State Bar of Montana ‘
163	80	 Dora L. Irizarry	 August 36, 2004	 President George W. Bush	N / A	 Assistant District Attorney, Bronx County District Attorney, City of New York, New York (1979); Special Assistant District Attorney, Office of the Prosecutor, City of New York, New York (1981-1995); Assistant District. Attorney, New York County District Attomey (1987)	 Judge, New York City Criminal Court, City of New York, New York (1995); Judge, The New York State Court of Claims (1997)	 Hoguet Newman & Regal, L.L.P	 Federal Bar Council; Hispanic National Bar Association; The New York State Bar Association
241	81	 Douglas F. Eaton	N / A	N / A	N / A	N / A	N / A	N / A	N / A
179	82	 E. Thomas Boyle	 July 31, 1995	N / A	N / A	 Appellate Counsel, Appeals Unit, Federal Defender Services	N / A	 Associate, Mendes & Mount, LLP (1965-1966); Trial Counsel and Chief Assistant, Criminal Division, Legal Aid Society of Suffolk County (1966-1971); E. Thomas Boyle, PC. (1976-1988), Partner, Boyle, Shea & Nornes (1992-1995)	 Suffolk County Bar Association
88	83	 Edward C. Reed, Jr,	 1979	 President Jimmy Carter	N / A	 Special Deputy Attorney General, State of Nevada -	N / A	 Partner, Reed & Bowen (1953-1979) Military Service: United States Army (1943-1946)	 American Bar Association; American Judica
40	84	 Edward L. Filippine	 August 1977	N / A	N / A	 Special Assistant, Office of the Attorney General, State of	N / A	N / A	N / A
31	85	 Edward R. Gaines	N / A	N / A	N / A	N / A	N / A	N / A	N / A
173	86	 Edward R. Korman	N / A	N / A	N / A	 Principal Assistant District Attorney, State of New York , . E-mail: edward_korman@anyed.uscourts.gov	N / A	N / A	 National Conference of Federal Trial Judges, Touro (1995-1997) : : Tel: (718) 613-2470 Fax: (718) 613-2477 American Bar Association; National Black Prosecutors Association; The Government: Principal Assistant District Attorney, State of New York , . E-mail: edward_korman@anyed.uscourts.gov New York State Bar Association; New York State District Judges Association (1968-1970); Legislator, County of Suffolk, New York (1978-1979); Senior Assistant County Attorney, County of Suffolk, New York
187	87	 Elizabeth S$. Stong.	 September 2, 2003	N / A	N / A	N / A	N / A	 Associate, Cravath, Swaine & Moore LLP (1983-1987) Associate, Willkie Farr & Gallagher LLP (1987-1992); Partner, Willkj Farr & Gallagher LLP (1993-2003) i Nonprofit: President, Harvard Law School Association; Vice Presiden Board of Directors, City Bar Fund, inc. :	 American Bankruptcy Institute; American Bar: Association; American Bar Foundation, American Bar Association; The = American Law Institute; The Association of the Bar of the City of New Yor Brooklyn Bar Association; Federal Bar Council; National Conference of” Bankruptcy Judges; New York Law Institute; The New York State Bar. : Association
165	88	 Eric Nicholas Vitaliano	N / A	N / A	N / A	N / A	N / A	N / A	N / A
125	89	 Esther Salas	N / A	N / A	N / A	N / A	N / A	N / A	N / A
16	90	 Eugene M. Bogen	 1995	N / A	N / A	N / A	 Circuit Judge, Mississippi Circuit Court, Fourth District {1987-1995}	 Bogen & Bogen (1968-1975}; Wynn Bogen & Mitchell : (1976-1983); Private Practice (1983-1986)	 American Bar Association; American Judicature Society; The American Law Institute; The Mississippi Bar 
80	91	 F A. Gossett, Ill	 May 29, 2003	N / A	N / A	N / A	N / A	N / A	N / A
287	92	 Frank D. Whitney	N / A	N / A	N / A	N / A	N / A	N / A	N / A
244	93	 Frank Maas	" June 1999"""	N / A	N / A	 Assistant United States Attorney, Southern District of New	N / A	 Associate, Curtis, Mallet-Prevost, Colt & Mosle LLP (1978-1980); Associate and Partner, Phillips Lytle LLP (1986-1995)	 The Association of the Bar of the City of New York; Federal Bar Council; Federal Magistrate Judges Association; The New York State Bar Association
3	94	 Franklin L. Noel |	 November 3, 1989	N / A	N / A	 Assistant District Attorney, Office of the District Attorne	N / A	 Associate, dons & Porter LLP (1977-1979)	 Hennepin County Bar Association; Minnesota State Bar Association ; mbers of Magistrate Judge Susan R. Nelson ith Fourth Street, Suite ¢ E, Minneapolis, MN 55415-1320 612) 664-5490 w Clerk Adrienne Meyers.............-.-.....0.. (612) 664-5490 tegan Service: May 29, 2007 email: adrienne_meyers(@mind.uscourts.gov ducation: Texas 1994 BA; Stetson 1999 FD : teer Law Clerk Marilyn Conklin................... (612) 664-5490 ducation; Minnesota 1995 JD ial Assistant Beverly Riches ............... 00.05 (612) 664-5490
194	95	 Frederick J. Scullin, Jr.	 March 13, 1992	 President George H.W. Bush	N / A	 Assistant District Attorney, Office of the Attorney General, Onondaga County, State of New York (1969-1970); Special Assistant Attorney General, Organized Crime Task Force, State of New York (1971-1978); United States Attorney, Northern District of New York, United States Department of Justice (1982-1992)	 District Fudge, United States District Court for the Northern District of New York (1992-2000); Chief Judge, United States District Court for the Northern District of New York	 Germain & Germain (1967-1968); Private Practice (1980-1982) Military Service: United States Army Reserve, United States Department of the Army (1961-1991); United States Army (1964-1966)	 Federal Bar Association; Federal Bar Council; Onondaga County Bar Association
44	96	 Frederick R. Buckles See eae Feat tracy ($73)	N / A	N / A	N / A	N / A	N / A	N / A	N / A
245	97	 Gabriel W. Gorenste;	 March 2, 2001	N / A	N / A	N / A	 Judge, Criminal Court of the City of New York (1998-2001)	N / A	N / A
102	98	 Garrett E. Brown, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
54	99	 Gary A. Fenner	 July 26, 1996	 President William J. Clinton	N / A	 Assistant City Attorney, Office of the City Attorney, City of Saint Joseph, Missouri (1973-1977); Councilman, Office of the City Council, City of Saint Joseph, Missouri (1977-1978)	 Judge, Missouri Circuit Court, Fifth Judicial Circuit (1979-1988); Judge, Missouri Court of Appeals, Western District (1988-1996)	 Associate of Daniel M. Czamanske, Attorney at Law (1973); Partner, Shoemaker, Summers and Fenner (1977-1978)	 American Bar Association; Clay County Bar Association; Kansas City Metropolitan Bar Association; The Missouri Bar; _ Platte County Bar Association
190	100	 Gary L. Sharpe	 January 2004	 President George W. Bush	N / A	 Senior Assistant District Attorney, Office of the District Attorney, County of Broome, New York (1974-1981); Special Prosecutor, Attorney. General’s Office, State of New York (1981-1982); Assistant US. Attormey, Executive Office for United States Attorneys, United States Department of Justice (1982-1997); US. Attorney, Executive Office for United States Attorneys, United States Department of Justice (1992-1997)	 Magistrate Judge, United States District Court for the Northern	N / A	 The New York State Bar Association
243	101	 George A. Yanthis	 June 27, 1997	N / A	N / A	 Assistant United States Attorney, Northern District of New	N / A	N / A	N / A
214	102	 George B. Daniels	 April 17, 2000	 President William J. Clinton	N / A	 Assistant United States Attorney, Eastern District of New York, Office of the United States Attorney, United States Department of Justice (1983-1989); Counsel, Mayor David N. Dinkins (D-NY}, City of. New York, New York (1990-1993)	 Judge, Criminal Court (1989-1990); Judge, Criminal Court (1993-1995); Justice, New York Supreme Court (1995-2000)	 Criminal Defense Attorney, Legal Aid Society (1978); -	N / A
279	103	 George E. MacKinnon,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
198	104	 George H. Lowe	 February 2004	N / A	N / A	 Assistant U.S. Attorney, New York - Northern District, .	N / A	 Associate, Thacher, Proffitt & Wood (1965-1968); Associate/Partner, Abberly, Kooiman, Morcellino & Clay (1968-1971); Partner, O’Hara, O’Hara and Vans (1976-1978); Partner, Bond, Schoeneck & King (1983-2004)	 National Association of Former United States Attorneys; The New York State Bar Association; Onondaga County Bar Association
292	105	 George R. Hodges	 August 1987	N / A	N / A	N / A	 Chief Bankruptcy Judge, United States Bankruptcy Court for the	N / A	N / A
92	106	 George W. Foley, Jr.	 August 2005	N / A	N / A	N / A	N / A	N / A	N / A
13	107	 Glen H. Davidson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
289	108	 Graham C. Mullen	 October 25, 1996	 President George H.W. Bush	N / A	N / A	 Chief Judge, United States District Court for the Western Haste of North Carolina	 Partner, Mullen, Holland, Cooper, Morrow, Wilder & Sumner (1969-1990) Military Service: United States Navy (1962-1966)	 Mecklenburg. County Bar Association; The North Carolina State Bar
93	109	 Gregg W. Ziv	 January 23, 1995	N / A	N / A	N / A	N / A	 Partner, Hale Lane Peek Dennison and Howard (1976-1990); Partner, Lionel Sawyer & Collins (1990-1992); Partner, - Bible, Hoy, Trachok, Wadhams & Zive (1992-1995) Military Service: United States Army	 American Bankruptcy Institute; American Bar. Association; National Conference of Bankruptcy Judges; The State Bar of California; State Bar of Nevada; Washoe County Bar Association
7	110	 Gregory F Kishel	N / A	N / A	N / A	N / A	N / A	N / A	N / A
8	111	 Gregory F. Kishel, United	N / A	N / A	N / A	N / A	N / A	 Private Practice (1981-1986) Nonprofit: Attorney, Legal Aid Service of Northeastern Minnesota (1978-1981)	 American Bankruptcy Institute, Minnesota State Bar Association; National Conference of Bankruptcy Judges
261	112	 H. Kenneth Schroeder,	 June 1, 2000	N / A	N / A	 Trial Attorney, United States Department of Justice	N / A	 Trial Attorney, Hodgson Russ Andrews Woods & Goodyear	N / A
21	113	 Halil Suleyman Ozerde	N / A	N / A	N / A	N / A	N / A	N / A	N / A
235	114	 Henry B. Pitman	 July & 1996	N / A	N / A	 Assistant United States Attorney, Southern District of New	N / A	N / A	N / A
