	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
23	10	 (recalled) William T.	Began Service: 1982 Term Expires; September 30, 2014 Affiliation: Bankruptcy Judge, United States Bankruptcy Appellate Panel for the Tenth Circuit Academie: Visiting Associate Professor of Law, University of Utah College of Law; Instructor of Advanced Business Law, University of Utah, Graduate School of Business Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995	Appointed By: President William J. Clinton	N / A	N / A	N / A	N / A	Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995 Appointed By: President William J. Clinton Number of Judgeships: 3 Court Staff Clerk of Court Richard Paul Wasko.................. E-mail: richard_wasko@vtd.uscourts.gov Chief Deputy of Operations Jeffrey S. Eaton........... Chief Probation Officer Joseph McNamara............ Director of Technology Michael Dunavin.............. Financial Administrator Julie M. McKenzie............ Jury Administrator and Personnel Assistant Kathleen Carter... 2.0... mment: Deputy County Attorney, Office of the County Attorney, of Windham, Vermont (1970-1973)
84	11	 Aaron E. Goodstein	Began Service: 1982 Term Expires; September 30, 2014 Affiliation: Bankruptcy Judge, United States Bankruptcy Appellate Panel for the Tenth Circuit Academie: Visiting Associate Professor of Law, University of Utah College of Law; Instructor of Advanced Business Law, University of Utah, Graduate School of Business Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995	Appointed By: President William J. Clinton	N / A	N / A	N / A	N / A	Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995 Appointed By: President William J. Clinton Number of Judgeships: 3 Court Staff Clerk of Court Richard Paul Wasko.................. E-mail: richard_wasko@vtd.uscourts.gov Chief Deputy of Operations Jeffrey S. Eaton........... Chief Probation Officer Joseph McNamara............ Director of Technology Michael Dunavin.............. Financial Administrator Julie M. McKenzie............ Jury Administrator and Personnel Assistant Kathleen Carter... 2.0... mment: Deputy County Attorney, Office of the County Attorney, of Windham, Vermont (1970-1973)
124	12	 Aida M. Delgado-Colé	Began Service: 1982 Term Expires; September 30, 2014 Affiliation: Bankruptcy Judge, United States Bankruptcy Appellate Panel for the Tenth Circuit Academie: Visiting Associate Professor of Law, University of Utah College of Law; Instructor of Advanced Business Law, University of Utah, Graduate School of Business Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995	Appointed By: President William J. Clinton	N / A	N / A	N / A	N / A	Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995 Appointed By: President William J. Clinton Number of Judgeships: 3 Court Staff Clerk of Court Richard Paul Wasko.................. E-mail: richard_wasko@vtd.uscourts.gov Chief Deputy of Operations Jeffrey S. Eaton........... Chief Probation Officer Joseph McNamara............ Director of Technology Michael Dunavin.............. Financial Administrator Julie M. McKenzie............ Jury Administrator and Personnel Assistant Kathleen Carter... 2.0... mment: Deputy County Attorney, Office of the County Attorney, of Windham, Vermont (1970-1973)
96	13	 Alan B. Johnson	Began Service: 1982 Term Expires; September 30, 2014 Affiliation: Bankruptcy Judge, United States Bankruptcy Appellate Panel for the Tenth Circuit Academie: Visiting Associate Professor of Law, University of Utah College of Law; Instructor of Advanced Business Law, University of Utah, Graduate School of Business Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995	Appointed By: President William J. Clinton	N / A	N / A	N / A	N / A	Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995 Appointed By: President William J. Clinton Number of Judgeships: 3 Court Staff Clerk of Court Richard Paul Wasko.................. E-mail: richard_wasko@vtd.uscourts.gov Chief Deputy of Operations Jeffrey S. Eaton........... Chief Probation Officer Joseph McNamara............ Director of Technology Michael Dunavin.............. Financial Administrator Julie M. McKenzie............ Jury Administrator and Personnel Assistant Kathleen Carter... 2.0... mment: Deputy County Attorney, Office of the County Attorney, of Windham, Vermont (1970-1973)
180	14	 Alan G. Lance, Sr. or 	Began Service: 1982 Term Expires; September 30, 2014 Affiliation: Bankruptcy Judge, United States Bankruptcy Appellate Panel for the Tenth Circuit Academie: Visiting Associate Professor of Law, University of Utah College of Law; Instructor of Advanced Business Law, University of Utah, Graduate School of Business Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995	Appointed By: President William J. Clinton	N / A	N / A	N / A	N / A	Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995 Appointed By: President William J. Clinton Number of Judgeships: 3 Court Staff Clerk of Court Richard Paul Wasko.................. E-mail: richard_wasko@vtd.uscourts.gov Chief Deputy of Operations Jeffrey S. Eaton........... Chief Probation Officer Joseph McNamara............ Director of Technology Michael Dunavin.............. Financial Administrator Julie M. McKenzie............ Jury Administrator and Personnel Assistant Kathleen Carter... 2.0... mment: Deputy County Attorney, Office of the County Attorney, of Windham, Vermont (1970-1973)
115	15	 Alan Kay .	Began Service: 1982 Term Expires; September 30, 2014 Affiliation: Bankruptcy Judge, United States Bankruptcy Appellate Panel for the Tenth Circuit Academie: Visiting Associate Professor of Law, University of Utah College of Law; Instructor of Advanced Business Law, University of Utah, Graduate School of Business Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995	Appointed By: President William J. Clinton	N / A	N / A	N / A	N / A	Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995 Appointed By: President William J. Clinton Number of Judgeships: 3 Court Staff Clerk of Court Richard Paul Wasko.................. E-mail: richard_wasko@vtd.uscourts.gov Chief Deputy of Operations Jeffrey S. Eaton........... Chief Probation Officer Joseph McNamara............ Director of Technology Michael Dunavin.............. Financial Administrator Julie M. McKenzie............ Jury Administrator and Personnel Assistant Kathleen Carter... 2.0... mment: Deputy County Attorney, Office of the County Attorney, of Windham, Vermont (1970-1973)
167	16	 Andrew S. Effron	Began Service: 1982 Term Expires; September 30, 2014 Affiliation: Bankruptcy Judge, United States Bankruptcy Appellate Panel for the Tenth Circuit Academie: Visiting Associate Professor of Law, University of Utah College of Law; Instructor of Advanced Business Law, University of Utah, Graduate School of Business Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995	Appointed By: President William J. Clinton	N / A	N / A	N / A	N / A	Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995 Appointed By: President William J. Clinton Number of Judgeships: 3 Court Staff Clerk of Court Richard Paul Wasko.................. E-mail: richard_wasko@vtd.uscourts.gov Chief Deputy of Operations Jeffrey S. Eaton........... Chief Probation Officer Joseph McNamara............ Director of Technology Michael Dunavin.............. Financial Administrator Julie M. McKenzie............ Jury Administrator and Personnel Assistant Kathleen Carter... 2.0... mment: Deputy County Attorney, Office of the County Attorney, of Windham, Vermont (1970-1973)
205	17	 Anthony J. Scirica	Began Service: 1982 Term Expires; September 30, 2014 Affiliation: Bankruptcy Judge, United States Bankruptcy Appellate Panel for the Tenth Circuit Academie: Visiting Associate Professor of Law, University of Utah College of Law; Instructor of Advanced Business Law, University of Utah, Graduate School of Business Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995	Appointed By: President William J. Clinton	N / A	N / A	N / A	N / A	Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995 Appointed By: President William J. Clinton Number of Judgeships: 3 Court Staff Clerk of Court Richard Paul Wasko.................. E-mail: richard_wasko@vtd.uscourts.gov Chief Deputy of Operations Jeffrey S. Eaton........... Chief Probation Officer Joseph McNamara............ Director of Technology Michael Dunavin.............. Financial Administrator Julie M. McKenzie............ Jury Administrator and Personnel Assistant Kathleen Carter... 2.0... mment: Deputy County Attorney, Office of the County Attorney, of Windham, Vermont (1970-1973)
197	18	 Arthur L. Nims Ul - or 	Began Service: 1982 Term Expires; September 30, 2014 Affiliation: Bankruptcy Judge, United States Bankruptcy Appellate Panel for the Tenth Circuit Academie: Visiting Associate Professor of Law, University of Utah College of Law; Instructor of Advanced Business Law, University of Utah, Graduate School of Business Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995	Appointed By: President William J. Clinton	N / A	N / A	N / A	N / A	Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995 Appointed By: President William J. Clinton Number of Judgeships: 3 Court Staff Clerk of Court Richard Paul Wasko.................. E-mail: richard_wasko@vtd.uscourts.gov Chief Deputy of Operations Jeffrey S. Eaton........... Chief Probation Officer Joseph McNamara............ Director of Technology Michael Dunavin.............. Financial Administrator Julie M. McKenzie............ Jury Administrator and Personnel Assistant Kathleen Carter... 2.0... mment: Deputy County Attorney, Office of the County Attorney, of Windham, Vermont (1970-1973)
91	19	 Barbara B. Crabb	Began Service: 1982 Term Expires; September 30, 2014 Affiliation: Bankruptcy Judge, United States Bankruptcy Appellate Panel for the Tenth Circuit Academie: Visiting Associate Professor of Law, University of Utah College of Law; Instructor of Advanced Business Law, University of Utah, Graduate School of Business Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995	Appointed By: President William J. Clinton	N / A	N / A	N / A	N / A	Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995 Appointed By: President William J. Clinton Number of Judgeships: 3 Court Staff Clerk of Court Richard Paul Wasko.................. E-mail: richard_wasko@vtd.uscourts.gov Chief Deputy of Operations Jeffrey S. Eaton........... Chief Probation Officer Joseph McNamara............ Director of Technology Michael Dunavin.............. Financial Administrator Julie M. McKenzie............ Jury Administrator and Personnel Assistant Kathleen Carter... 2.0... mment: Deputy County Attorney, Office of the County Attorney, of Windham, Vermont (1970-1973)
49	20	 Barbara J. Rothstein	Began Service: 1982 Term Expires; September 30, 2014 Affiliation: Bankruptcy Judge, United States Bankruptcy Appellate Panel for the Tenth Circuit Academie: Visiting Associate Professor of Law, University of Utah College of Law; Instructor of Advanced Business Law, University of Utah, Graduate School of Business Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995	Appointed By: President William J. Clinton	N / A	N / A	N / A	N / A	Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995 Appointed By: President William J. Clinton Number of Judgeships: 3 Court Staff Clerk of Court Richard Paul Wasko.................. E-mail: richard_wasko@vtd.uscourts.gov Chief Deputy of Operations Jeffrey S. Eaton........... Chief Probation Officer Joseph McNamara............ Director of Technology Michael Dunavin.............. Financial Administrator Julie M. McKenzie............ Jury Administrator and Personnel Assistant Kathleen Carter... 2.0... mment: Deputy County Attorney, Office of the County Attorney, of Windham, Vermont (1970-1973)
19	21	 Barry R. Poretz	Began Service: 1982 Term Expires; September 30, 2014 Affiliation: Bankruptcy Judge, United States Bankruptcy Appellate Panel for the Tenth Circuit Academie: Visiting Associate Professor of Law, University of Utah College of Law; Instructor of Advanced Business Law, University of Utah, Graduate School of Business Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995	Appointed By: President William J. Clinton	N / A	N / A	N / A	N / A	Current Memberships: American College of Bankruptcy; National Conference of Bankruptcy Judges J. Garvan Murtha District Fudge Date of Birth: 1941 Education: Yale 1963 BA; Connecticut 1968 LLB; Georgetown 1972 LLM Began Service: June 1, 1995 Appointed By: President William J. Clinton Number of Judgeships: 3 Court Staff Clerk of Court Richard Paul Wasko.................. E-mail: richard_wasko@vtd.uscourts.gov Chief Deputy of Operations Jeffrey S. Eaton........... Chief Probation Officer Joseph McNamara............ Director of Technology Michael Dunavin.............. Financial Administrator Julie M. McKenzie............ Jury Administrator and Personnel Assistant Kathleen Carter... 2.0... mment: Deputy County Attorney, Office of the County Attorney, of Windham, Vermont (1970-1973)
