	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
155	12	 (recalled) Bernard	 1985 Term Expires: 2013 Affiliation: Bankruptcy Judge, United States Bankruptcy Court of the Virgin Islands Government: Assistant District Attorney, Office of the District Attomey, Commonwealth of Pennsylvania (1966-1969); Assistant Solicitor, Schoal District of Pittsburgh (1969-1972) Legal Practice: Private Practice (1965-1985) Military Service: United States Navy (1984) Fall 2007 © Leadership Directories, Inc. Judicial Yellow Book . : United States District Court for the District of Rhode Island 443 ais of Bankruptcy Judge {recailed} Bemard Markovitz continued Sat hfemberships: Allegheny County Bar Association; American oF Association; National Conference of Bankruptcy Judges; i sociation gylvania Bar As : Law Clerk Ronald Haver ..............06.4. ', . (412) 644-2764 geation: Pittsburgh 1972 JD Joom Deputy Elsie Martin................-2..,., (412) 644-4821 sry Mary Schuetz....-.-.-.--..0-.- 0s eee eee (412) 644-4533 nited States District Court for the istrict of Rhode Island etal Building and U.S. Courthouse, One Exchange Terrace, idence, RI 02903-1720 401} 752-7200 Tel: (403) 752-7262 (PACER) # (401) 752-7247 ernet: www.rld.uscourts.gov Number of Judgeships: 3 ‘court Staff ark of Court David A. DiMarzio ................... (401) 752-7220 : Fax: (401) 752-7246 Chief Deputy Clerk Paulette Dube... ..;............. (401) 752-7222 Systems Manager John Etchells .................405. (401) 752-7287 ADR Administrator/Mediator-Early Neutral erry B. Mitchell... 0.0.0.0 2 0. eee eee (401) 752-7229 imancial Administrator Claire J. Parvin............... (401) 752-7225 Homan Resources Specialist Rhonda Price............. {401} 752-7224 Chief Probation Officer Barry Weiner...............5. (401) 752-7300 ‘aw Librarian Stephanie Mutty..................005 (401) 752-7240 Training Specialist Jennifer Dias.............-,...,., {401} 752-7223 Fax: (401) 752-7246 ducation: Rhode Island 1972 BA; Temple 1977 JD egan Service: June 13, 1994	 President Willam J. Clinton	N / A	 Assistant District Attorney, Office of the District Attomey,	N / A	 Private Practice (1965-1985) Military Service: United States Navy (1984) Fall 2007 © Leadership Directories, Inc. Judicial Yellow Book . : United States District Court for the District of Rhode Island 443 ais of Bankruptcy Judge {recailed} Bemard Markovitz continued Sat hfemberships: Allegheny County Bar Association; American oF Association; National Conference of Bankruptcy Judges; i sociation gylvania Bar As : Law Clerk Ronald Haver ..............06.4. ', . (412) 644-2764 geation: Pittsburgh 1972 JD Joom Deputy Elsie Martin................-2..,., (412) 644-4821 sry Mary Schuetz....-.-.-.--..0-.- 0s eee eee (412) 644-4533 nited States District Court for the istrict of Rhode Island etal Building and U.S. Courthouse, One Exchange Terrace, idence, RI 02903-1720 401} 752-7200 Tel: (403) 752-7262 (PACER) # (401) 752-7247 ernet: www.rld.uscourts.gov Number of Judgeships: 3 ‘court Staff ark of Court David A. DiMarzio ................... (401) 752-7220 : Fax: (401) 752-7246 Chief Deputy Clerk Paulette Dube... ..;............. (401) 752-7222 Systems Manager John Etchells .................405. (401) 752-7287 ADR Administrator/Mediator-Early Neutral erry B. Mitchell... 0.0.0.0 2 0. eee eee (401) 752-7229 imancial Administrator Claire J. Parvin............... (401) 752-7225 Homan Resources Specialist Rhonda Price............. {401} 752-7224 Chief Probation Officer Barry Weiner...............5. (401) 752-7300 ‘aw Librarian Stephanie Mutty..................005 (401) 752-7240 Training Specialist Jennifer Dias.............-,...,., {401} 752-7223 Fax: (401) 752-7246 ducation: Rhode Island 1972 BA; Temple 1977 JD egan Service: June 13, 1994 Appointed By: President Willam J. Clinton © Affiliation: Member, American Bar Association 2 Academic: History Teacher, Prout Memorial High School (1972-1973) Government: Assistant Public Defender, State of Rhode Island 1977-1981); Assistant Child Advocate, State of Rhode Island (1984-1982); Director, Office of the Court Appointed Special Advocate (CASA), Rhode Island Family Court (1982-1987): Deputy Disciplinary Counsel, Rhode Island Supreme Court (1988-1990); Chief Disciplinary : Counsel, Rhode Island Supreme Court (1990-1994); Member, Select : Commission to Investigate the Failure of Rhode Island Share and Deposit Indemnity Corporation, State of Rhode Island (1991-1992) : 	 American Bar Association; Rhode Island Bar Association
19	13	 (recalled) Burton	 1976	N / A	N / A	N / A	N / A	 Private Practice (1952-1971); Private Practice (1958-1971) Military Service: United States Army (1944-1946)	 American Bar Association; Cincinnati Bar Association; Federal Bar Association
20	14	 (recalled) Donald E.	 May 2, 1985	N / A	N / A	N / A	N / A	 Private Practice (1951-1968); Parmer, Folkerth, Cathoun, Webster, Maurer & O’Brien (1968-1982); Partner, Guren, Merritt, Feibel, Sogg & Cohen (1982-1984); Counsel, Lane, Alton & Horst LLC (1984-1985) Military Service: United States Naval Reserve (1944-1946)	 American Judicature Society; Columbus Bar Association
225	15	 (recalled) James H.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
50	16	 (recalled) Ronald 1.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
366	17	 (recalled) William T.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
158	18	 (recalled} Jacob Hagopian	 1971	N / A	N / A	 Code Committee Member, Uniform Code of Military Justice (2000-2003)	 Appellate Judge, United States Court of Military Review, Court of	N / A	 American Judges Association; United States Magistrate Judges Committee, Federal Bar Association; National Defense — University Foundation; Naval War College Foundation FEDERAL COURTS~UNITED STATES DISTRICT COURTS
293	19	 Adriana Arce-Flores	N / A	N / A	N / A	 Assistant Federal Public Defender (1989-2000)	N / A	N / A	 Laredo Bar Asseciation; Laredo-Webb County Bar Association; Laredo Women’s Bar Association; State Bar of Texas
142	20	 Alan N. Bloch	 November 21, 1979	 President Jimmy Carter	N / A	N / A	N / A	 Wirtzman, Sikov & Love (1959-1969); Partner, Flaherty & Bloch (3969-1979) Military Service: United States Army {1953-1955}; Pennsylvania Army National Guard (1955-£959); United States Air Force Reserve (1959-1963)	 Academy of Trial Lawyers of Allegheny County; American Bar Association,
67	21	 Albert E. Radcliffe	 December 1983	N / A	N / A	N / A	 Chief Bankruptcy Judge, United States Bankruptcy Court for the District of Oregon (1999-2005)	 Private Practice (1973-1986) Military Service: United States Army (1967-1977)	 Lane County Bar Association; National Conference of Bankruptcy Judges; Oregon State Bar Association
210	22	 Aleta Arthur Trauger	 December 1, 1998	 President William F. Clinton	N / A	 Assistant United States Attorney, Middle District of Tennessee and Northern District of Illinois, United States Department of Justice (1977-1982); Chief of Staff, Office of the Metropolitan Mayor, City of Nashville, Tennessee (1991-1992)	 Bankruptcy Judge, United States Bankruptcy Court for the Middle: District of Tennessee (1993-1998) ‘	 Associate, Barrett, Brandt & Barrett PC. (1976-1977); Associate, Hollins, Wagster & Yarbrough (1983-1984); Counsel & Partner: Wyatt, Tarrant, Combs, Gilbert & Milom (1985-1991)	 American Bar Association; American Bar Foundation, American Bar Association; Federal Judges Association; International Women’s Forum; Lawyers Association for Women, Marion Griffin Chapter; Nashville Bar Association; Nashville Bar Foundation, Nashville Bar Association; National Association of Women Judges: Tennessee Bar Association; Tennessee Bar Foundation; Tennessee Lawyers’ Association for Women
307	23	 Alia M. Ludlum	 November 18, 2002	 President George W. Bush	N / A	 Trial Attorney and Chief of Appellate Section, Office of the County Attorney, County of Travis , Texas (1986-1990); Trial Attorney and Chief of Del Rio Division, Western District of Texas, United States Attorney’s Office, United States Department of Justice, George H.W. Bush Administration (1990-1997)	 Magistrate Judge, United States District Court for the Western	N / A	 Federal Magistrate Judges Association; Fifth Circuit Bar Association; Hispanic National Bar Association; State Bar of Texas; Val Verde County Bar Association J. Clinton
145	24	 Amy Reynolds Hay	 March 26, 2003	N / A	N / A	 Civil Division Chief/Assistant US. Attorney, Western District	N / A	N / A	 Academy of Trial Lawyers of Aifegheny County; 2 Allegheny County Bar Association; The American Inns of Court
53	25	 Ancer Lee Haggerty	 March 1994	 President William J. Clinton	N / A	 Staff Attorney, Metropolitan Public Defender (1977-1983)	 Judge, Oregon District Court (1989-1990); Judge, Oregon Circuit	N / A	N / A
186	26	 Andrew W. Bogue	 May 1, 1970	 President Richard M, Nixon	N / A	 State’s Attorney, Turner County, State of South Dakota (1952-1954)	 Judge, South Dakota Circuit Court, Second Judicial Circuit (1967-1970)	 Parmer, Bogue & Bogue (1947-1957); Partner, Bogue & Zimmer (1954-1957); Private Practice (1957-1959); Partner, Bogue & Rudolph (1959-1967) Military Service: United States Army (1943-1946); United States Army (1950-1952)	 Federal Judges Association, Pennington County Bar Association; State Bar of South Dakota
75	27	 Anita B. Brody	 1992	 President George H.W. Bush	N / A	 Law Apprentice and Deputy Assistant Attorney General, : State of New York (1958-1959)	 Judge, Pennsylvania Court of Common Pleas, 38th Indicial District (1981-1992)	 Duryea, Lazalere & Hepburn (1973-1979); Private Practieg. (1979-1980); Pariner, Brody, Brown & Hepburn (1980-1981)	 The Temple American Inn of Court, The Americar Inns of Court; American Judicature Society; The American Law Institute: National Association of Women Judges; Pennsyivania Bar Association
55	28	 Ann L. Aiken	 1998	 President William J. Clinton	N / A	 Chief Clerk, Oregon Honse of Representatives (1982-1983)	 Judge, Lane County District Court (1988-1992); Judge, Lane County Circuit Court (1993-1997)	 Associate Attorney, Sahlstrom & Dugdale, PC (1980-1982); Associate Attorney, Thorp, Denett, Purdy, Goiden & Jewett, PC (1983-1988)	 Lane County Bar Association; Lane County Women Lawyers Association; Oregon State Bar Association; Oregon Women Lawyers Statt 
57	29	 Anna J. Brown	 Octeber 27, 1999	 President William J. Ciinton	N / A	N / A	 District Court Judge, Multnomah County (1992-1994); Circuit Court Judge, Multnomah County (1994-1999)	 Associate, Bullivant, Houser, Bailey, Pendergrass and Hoffman (1980-1986); Partner, Bullivant, Houser, Bailey, Pendergrass and Hoffman (1986-1992)	 American Bar Association; The Gus J. Solomon : American Inn of Court, The American Inns of Court; Federal Bar Association; Multnomah County Bar Association; Oregon State Bar Association; Oregon Women Lawyers; United States District Court of Oregon Historical Society
162	30	 Arthur N. Votolato	 June 25, 1968	N / A	N / A	 Chief Special Counsel, Department of Public Works, State of Rhode Island (1962-1968)	 Chief Judge, Member, First Circuit Bankruptcy Appellate Panel (1980-1983); Chief Bankruptey Judge, United States Bankruptcy Appellate Panel for the First Circuit	 Partner, Votolate & Votolato (1956-1962) Military Service: United States Marine Corps Reserve (1949-1950}; United States Air Force (1950-19515	 Federal Bar Association; Rhode Island Bar Association 
291	31	 B. Janice Ellington	 November 14, 1996	N / A	N / A	N / A	N / A	N / A	N / A
45	32	 Bana Roberts	 Jane 4, 1991	N / A	N / A	 Assistant General Counsel, Office of the General Counsel, United States Department of Human Services (1985-1988}	 Judge, Oklahoma District Court, Seventh Fudicial District (1988-1991) :	 Foliart, Mills & Niemeyer (1977-1980); Fenton Fenton Smith Reneau & Moon (1981-1983); Bradford Haswell & Jones (1983-1985)	 The William J. Holfoway, Jr. American Inn of Court, The American Inns of Court; Oklahoma Bar Association; Olahoma County Bar Association
263	33	 Barbara J.	 January 20, 2000	N / A	N / A	N / A	N / A	 Locke, Purnell, Boren, Laney & Neely (1978-1988); Shareholder, Sheinfeld, Maley & Kay, PC. (1988-2000)	 American Bar Association; American Bar Foundation, American Bar Association; American College of Bankruptcy; National Bankruptcy Conference; State Bar of Texas; Texas Bar Foundation, State Bar of Texas
250	34	 Barbara M. G. Lynn	 February 14, 2000	 President William J. Clinton	N / A	N / A	N / A	 Attorney, Carrington Coleman Sloman & Blumenthal, LLP : (1976-1999)	 Executive Committee, American Bar Association;. Judicial Division, American Bar Association; Litigation Section, American Bar Assoctation; American College of Trial Lawyers; The Patrick E. Higginbotham American Inn of Court, The American Inns of Court; Dallas Chapter, International Women’s Forum
253	35	 Barefoot Sanders	 May 4, 1979	 President Jimmy Carter	N / A	 State Representative (TX), Texas House of Representatives	N / A	 Associate, Storey, Sanders et al (1950-1952); Partner, Sanders, Lefkowitz & Green (1952-1961); Partner, Clark, West, Keller, Sanders & Butler (1969-1979) Military Service: United States Naval Reserve (1943-1946)	 American Bar Association; American Judicature Society; Dallas Bar Association; Dallas Bar Foundation, Dallas Bar Association; Federal Bar Association; State Bar of Texas; Texas Bar Foundation, State Bar of Texas
361	36	 Barry R. Poretz	 1992	N / A	N / A	N / A	N / A	N / A	N / A
78	37	 Berle M, Schiller	 June 6, 2000	 President William J. Clinton	N / A	 Deputy Director of Personnel, Commonwealth of Pennsylvania; Deputy, Narcotics Strike Force; Deputy Attorney General, Department of Justice, Commonwealth of Pennsylvania (1971-1972), Chief Counsel, Federal Transit Administration, United States Department of Transportation (1994-1996)	 Judge, Superior Court of Pennsylvania (1996-2000)	 Associate, Blank, Rome, Comisky, McCauley, LLP (1968-1969); Partner, Astor, Weiss, Kaplan & Rosenblum (1972-1993) Military Service: Officer, United States Army Reserve (1968), Captain, Pennsylvania National Guard (1972)	 American Bar Association; Executive Committee, American Bar Association
221	38	 Bernice B. Donald	 January 1996	 President William J. Clinton	N / A	 Staff Attorney, Memphis Area Legal Services, Inc. (1980); - Assistant Public Defender, Office of the Public Defender, State of Tennessee (1980-1982)	 Judge, Tennessee General Sessions Criminal Court (1982-1988); Faculty, Federai Judicial Center; Bankruptcy Judge, United States Bankruptcy Court for the Western District of Tennessee {1988-1995}	 Sole Practitioner (1979-1980)	 American Association for Justice; American Bar Association; American Bar Foundation, American Bar Association; Association of Women Attorneys; International Women’s Forum; Memphis Bar Association; National Association of Women Judges; National Bankruptcy Conference; National Bar Association; National Fudicial College; Tennessee Bar Association
242	39	 Bill Parker	 October 30, 1998	N / A	N / A	 Assistant United States Trustee, Eastern District of Texas,	N / A	 Associate, Smead Anderson Wilcox & Dunn (1985-1987);	N / A
243	40	 Brenda T. Rhoades	 September 1, 2003	N / A	N / A	N / A	N / A	N / A	N / A
177	41	 Bristow Marchant	 September 1, 1992	N / A	N / A	 Staff Counsel, Committee on the Judiciary, United States	N / A	 Partner, Adams, Quackenbush, Herring & Stuart, PA (1983-1992)	 Richland County Bar Association; South Carolina Bar Association
337	42	 Brooke C. Wells	 June 4, 2003	N / A	N / A	N / A	N / A	N / A	N / A
179	43	 Bruce H. Hendricks	N / A	N / A	N / A	N / A	N / A	N / A	N / A
110	44	 Bruce I. Fox	N / A	N / A	N / A	N / A	N / A	N / A	N / A
76	45	 Bruce W. Kauffman	 January 20, 1998	 President William J. Clinton	N / A	N / A	 Fustice, Supreme Court of Pennsylvania (1980-1982)	 Associate, Dilworth, Paxson, Kalish & Kauffman (1960-1965); Partner, Dilworth, Paxson, Kalish & Kauffman (1965-1980); Chairman, Dilworth, Paxson, Kalish & Kauffman LLP {1982-1997}	 American College of Trial Lawyers; American Judicature Society; The American Law Institute; International Academy of Trial Lawyers 
203	46	 C. Clifford Shirley, ),.	 February 13, 2002	N / A	N / A	N / A	N / A	 Partner, Lowe, Shirley & Yeager	N / A
17	47	 C. Kathryn Preston	N / A	N / A	N / A	N / A	N / A	N / A	N / A
285	48	 Calvin Botley	 October 31, 1979	N / A	N / A	 Assistant District Attorney, State of Texas (1972-1973);	N / A	N / A	 American Bar Association; College of the State Bar of ‘Texas; Federal Magistrate Judges Association; Houston Bar Association; Houston Bar Foundation, Houston Bar Association; Houston Lawyers Association; Texas Bar Foundation, State Bar of Texas FEDERAL CGOURTS—UNITED STATES DISTRICT COURTS
103	49	 Carol Sandra Moore	 June 3, 1996	N / A	N / A	 Senior Attorney, Law Department, City of Philadelphia,	N / A	 Law Clerk/Office Manager, Nichols, Nichols, Clark & New Kirk (1978-1984); Associate Attorney, Pincus, Verlin, Hahn & Reich, PC. (1985-1987)	 The Temple American Inn of Court, The American Inns of Court; Federal Bar Association; Federal Magistrate Judges Association; National Association of Women Judges; National Bar Association; Philadelphia Bar Association
238	50	 Caroline M. Craven	N / A	N / A	N / A	N / A	N / A	 Patton, Haltom, Roberts, McWilliams & Greer, LLP	N / A
185	51	 Charles B. Kornmann	 May 5, 1995	 President William J. Clinton	N / A	 Policeman, United States Capitol Police (1959-1962);	N / A	 Associate then Partner, Richardson, Groseclose, Kornmann & Wyly (1965-1995) Military Service: Captain, South Dakota National Guazd (1963-1972) Nonprofit: Executive Director, South Dakota Democratic Party (1963-1965)	 American Board of Trial Advocates; Brown County Bar Association (SD); State Bar of South Dakota; South Dakota Bar Foundation, State Bar of South Dakota
259	52	 Charles Bleil	 May 3, 1996	N / A	N / A		 Judge, Texas District Court (1978-1981); Judge, Texas Court of	N / A	 American Bar Association; Lubbock County Bar Association; Lubbock County Women Lawyers Association; Texas Bar Foundation, State Bar of Texas :
244	53	 Charles Everingham	N / A	N / A	N / A	N / A	N / A	N / A	N / A
13	54	 Charles M. Caldwell	 May 26, 1993	N / A	N / A	 Staff Attorney, Bankruptcy Division, Administrative Office of	N / A	N / A	N / A
193	55	 Charlies L. Nail, Jr.	 2006	N / A	N / A	N / A	N / A	N / A	N / A
118	56	 Christopher C. Conner	 August 2, 2002	 President George W. Bush	N / A	N / A	N / A	 Associate, Mette, Evans & Woodside (1982-1988);	N / A
28	57	 Claire V. Eagan	 October 25, 2001	 President George W. Bush	N / A	N / A	 Magistrate Judge, United States District Court for the Northem — District of Oklahoma (1998-2001) ,	 Associate, Hall, Estill, Hardwick, Gable, Golden & Nelson, PC. (1978-1981); Shareholder, Hall, Estill, Hardwick, Gable, Golden & - Nelson, PC. (1982-1998); Director and Executive Committee Member, Hall, Estill, Hardwick, Gable, Golden & Nelson, PC. (1991-1998) Nonprofit: President, Tulsa Women Lawyers Association (2000-2002)	 American Bar Foundation, American Bar Association; The Council Oak/Johnson-Sontag American Inn of Court, The’ American Inns of Court; Tulsa Women Lawyers Association
358	58	 Claude M. Hilton	N / A	N / A	N / A	N / A	N / A	N / A	N / A
257	59	 Clinton E. Averitte	N / A	N / A	N / A	N / A	N / A	N / A	N / A
345	60	 Colleen A. Brown	 April 10, 2000	N / A	N / A	 Assistant U.S. Trustee for the Western District of New York	N / A	 Partner, Lawrence, Wemer, Kesselring, Swartout & Brown, LLP; In-house Counsel, Canandaigua National Bank and Trust Company	 American Bar Association; National Conference of Bankruptcy Judges 
194	61	 Curtis L. Collier	 May 22, 1995	 President William J. Clinton	N / A	 Assistant United States Attorney, Eastern District of	N / A	N / A	N / A
81	62	 Cynthia M. Rufe	N / A	N / A	N / A	N / A	N / A	N / A	N / A
330	63	 Dale A. Kimball	N / A	N / A	N / A	N / A	N / A	N / A	N / A
34	64	 Dana L. Rasure.	 1997	N / A	N / A	N / A	 Chief Bankruptcy Judge, United States Bankruptey Court for the	N / A	N / A
305	65	 David Briones	N / A	N / A	N / A	N / A	N / A	N / A	N / A
163	66	 David C. Norton	N / A	N / A	N / A	N / A	N / A	N / A	N / A
283	67	 David Hittner	 June 9, 1986	 President Ronaid Reagan	N / A	N / A	 Tudge, Texas District Court, 133rd District (1978-1986)	 Associate, Lynch, Chappell, Aliday & Hamilton (1967-1968); Diamond and Totz (1968-1972); Partner, Hittner & Cezeaux (and predecessor firms) (1972-1978) : Military Service: United States Army (1965-1966)	 The American Law Institute; Federal Bar Association; Federal Judges Association; Fifth Circuit District Judges Association; Houston Bar Association; Houston Bar Foundation, Houston Bar Association; The New York State Bar Association; State Bar of Texas; Texas Bar Foundation, State Bar of Texas
333	68	 David K. Winder	 1979	 President Jimmy Carter	N / A	 Deputy County Attorney, State of Utah (1959-1963): Assistant United States Attorney, District of Utah, United States Department of Justice (1963-1965); Chief Deputy District Attorney, State: of Utah (1965-1966) ce	 Judge, Utah District Court (1977-1979)	 Clyde, Mecham de: Pratt (1958-1966); Partner, Strang & Hanni (966-1977) Military Service: United States Air Force (1951-1952)	 American Board of Trial Advocates; American - College of Trial Lawyers; Salt Lake County Bar Association; The State Bar of California; Utah State Bar ‘
160	69	 David L. Martin	 September 29, 1998	N / A	N / A	 Assistant Public Defender, State of Rhode Island (1974-1981)	N / A	 Private Practice (1981-1998)	N / A
38	70	 David L. Russell	 1982	 President Ronald Reagan	N / A	N / A	N / A	 Partner, Blankenship, Herrold, Russell & Leonard (1971-1973); Partner, Benefield, Russel] & Freede (1977-1981) Military Service: United States Navy (1965-1968); United States Naval Reserve (1968-1971)	 Federal Bar Association; Oklahoma Bar Association; Oklahoma County Bar Association
336	71	 David Nuffer	 May 1, 1995	N / A	N / A	N / A	N / A	 Law Clerk, Howard, Lewis & Peterson (1976-1978); Law Clerk and Associate (Practicing Attorney), Allen, Thompson & Hughes (1977-1978); Practicing Attorney, Snow & Nuffer (1979-2002)	 Southern Utah Bar Association; State Bar of Arizona .
182	72	 David R. Duncan	N / A	N / A	N / A	N / A	N / A	N / A	N / A
107	73	 David R. Strawhbridge	 April 26, 2005	N / A	N / A	N / A	N / A	N / A	N / A
226	74	 David S.	 Novernber 24, 1980	N / A	N / A	 Clerk of Court, United States Bankruptcy Court for the	N / A	 Private Practice (1972-1973); Private Practice (1976-1986)	 Memphis Bar Association; National Conference of Bankruptcy Judges; Shelby County Bar Association; Tennessee Bar Association 
136	75	 David Stewart Cercone	 September 12, 2002	N / A	N / A	 Assistant District Attorney, Office of the District Attorney, County of Allegheny, Pennsylvania (1979-1981)	 District fustice, Commonwealth of Pennsylvania (1982-1985)	N / A	N / A
315	76	 Dennis G. Green	N / A	N / A	N / A	N / A	N / A	N / A	N / A
201	77	 Dennis H. Inman	 Novernber 14, 1995	N / A	N / A	N / A	 Chancellor, Tennessee Court of Chancery, Third Judicial District	N / A	N / A
64	78	 Dennis J. Hubel	 January 1, 1998	N / A	N / A	N / A	 Magistrate Judge (part-time), United States District Court for. the District of Oregon (1995-1997)	 Mitchell, Lang & Smith (1976-1987); Karnopp, Petersen, © Noteboom, Hubel, Hanson & Arnett (1987-1998) ; Military Service: Submarine Officer, United States Navy	 Oregon State Bar Association
265	79	 Dennis Michael Lyny	 September 18, 2001	N / A	N / A	N / A	N / A	 Stutzman & Bromberg; Weil, Gotshal & Manges;	N / A
364	80	 Dennis W. Dohnal	 January 31, 2000	N / A	N / A	 Assistant United States Attorney (1971-1974)	N / A	 Private Practice (1974-2000)	N / A
295	81	 Diana Saldaiia	 2006	N / A	N / A	 Assistant US. Attorney, Laredo (TX) Office, Executive Office	N / A	N / A	N / A
239	82	 Don D. Bush	 February 24, 2003	N / A	N / A	N / A	N / A	N / A	N / A
61	83	 Donald C.	 September 1992	N / A	N / A	 Revenue Officer, United States Department of the Treasury {1959-1961}; City Attorney, Office of the City Atormey, City of Beaverton, Oregon (1970-1975)	 Judge, Oregon District Court (OT 1977); Judge, Gregon Circuit	N / A	 Oregon State Bar Association
90	84	 Donald W. VanArtsdalen	N / A	N / A	N / A	N / A	N / A	N / A	N / A
132	85	 Donetta W. Ambrose	 1994	 President William J. Clinton	N / A	 Assistant Attorney General, Office of the Attorney General, Commonwealth of Pennsylvania (1972-1974); Assistant District Attorney, Office of the District Attorney, County of Westmoreland, Pennsylvania (1977-1981)	 Judge, Pennsylvania Court of Common Pleas (1982-1993)	 Partner, Ambrose & Ambrose (1974-1981)	 Allegheny County Bar Association, American Bar Association; American Bar Foundation, American Bar Association; The American Inns of Court; American Judicature Society; National Association of Women Judges; Pennsylvania Bar Association; Commission on Women in the Profession, Pennsylvania Bar Association; Westmoreland Bar Association; Womens Bar Association of Western Pennsylvania (570) 826-6336 (717) 901-2846
290	86	 Dorina Ramos	N / A	N / A	N / A	N / A	N / A	N / A	N / A
367	87	 Douglas O.	 September 3, 1987	N / A	N / A	 Attorney, Office of the Regional Counsel, Internal Revenue	N / A	 Private Practice (1959-1961); Corporate Counsei, Carlton Industries Incorporated (1970-1975); Private Practice (1975-1987) Military Service: United States Army Reserve (1959-1967)	 American Bankruptcy Institute; American College of Bankruptcy; National Conference of Bankruptey Judges
44	88	 Doyle W. Argo	N / A	N / A	N / A	N / A	N / A	N / A	N / A
314	89	 Durwood Edwards	 November 1, 1980	N / A	N / A	N / A	N / A	 Private Practice (1974-1980)	N / A
215	90	 E. Clifton Knowles	 2000	N / A	N / A	N / A	N / A	N / A	 American Judicature Society; Nashville Bar Association; Nashville Bar Foundation, Nashville Bar Association; ‘Tennessee Bar Association
251	91	 Ed Kinkeade	 November 18, 2002	 President Gedrge W. Bush	N / A	N / A	 Associate Judge, Texas Municipal Court, City of Irving, Texas (1976-1980); Judge, Dallas County Criminal Court No. 10 (1981); Judge, Texas District Court, 194th Judicial District (1981-1988); Justice, Texas Court of Appeals, Fifth District (1988-2002)	 Partner, Power & Kinkeade (1975-1980)	N / A
94	92	 Edmund V, Ludwig	 October 17, 1985	 President Ronald Reagan	N / A	 Commissioner, Pennsylvania Juvenile Court Judges’ Commission (1978-1985)	 Judge, Pennsylvania Court of Common Pleas, Seventh Judicial District, Bucks County (1968-1985)	 Duane, Morris & Heckscher (1 956-1960); Partner, Barnes, Biester & Ludwig (1960-1968) Military Service: United States Army (1953-1956)	 American Bar Association; The Bucks County American Inn of Court, The American Inns of Court: The American Law Institute; Bucks County Bar Association; Harvard Law School Association; The Juvenile Justice Alliance of Greater Philadelphia; Pennsylvania Bar Association
74	93	 Eduardo C. Robreno	 July 27, 1992	 President George H.W. Bush	N / A	 Attorney, Antitrust Division, United States Department of	N / A	 Meltzer & Schiffrin (1981-1986); Fox, Rothschild, O’Brien & Frankel (1987-1992)	 The American Law Institute
124	94	 Edwin M. Kosik	N / A	N / A	N / A	N / A	N / A	N / A	N / A
66	95	 Elizabeth L.	 April 1984	N / A	N / A	 Bankruptcy Trustee, United States Bankruptcy Court for the District of Oregon	 Bankruptcy Judge, United States Bankruptey Appellate Panel for the Ninth Circuit (1988-1993); Bankruptcy Judge, United States Bankruptcy Appellate Panel for the Ninth Circuit (1998-2005)	 Partner, McMenamin, Joseph, Babener, Greene and Perris (1977-1982); Partner, Greene and Perris (1983-1984)	 Oregon State Bar Association; The State Bar of California
112	96	 Eric L. Frank	N / A	N / A	N / A	N / A	N / A	N / A	N / A
159	97	 Ernest C. Torres	N / A	N / A	N / A	N / A	N / A	N / A	N / A
