	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
2	17	 Anthony M. Kennedy	 February 18, 1988	 President Ronald Reagan	 Ninth Judicial Circuit	N / A	 Circuit Judge, United States Court of Appeals for the Ninth Circuit (1975-1988)	 Associate, Thelen, Marrin, John & Bridges (1961-1963); Sole Practitioner (1963-1967); Partner, Evans, Jackson & Kennedy (1967-1975) Military Service: California Army National Guard (1961}	 American Bar Association; Sacramento County Bar Assocaition; State Bar of California
1	18	 Antonin Scalia	N / A	N / A	N / A	N / A	N / A	N / A	N / A
202	19	 Arthur	 September 12, 1997	 President William J. Clinton	N / A	 Special Counsel and Assistant to the Commissioner of Indian	N / A	 Associate, Duncan & Brown (1971-1972); Gajarsa, Liss &	N / A
201	20	 Arthur Federman	N / A	N / A	N / A	N / A	N / A	N / A	N / A
165	21	 Arthur I. Harris	 2009	N / A	N / A	 Assistant U.S. Attorney, Northern Division, Civil Division	N / A	N / A	N / A
15	22	 Arthur J. Gajarsa .	 September 12, 1997	 President William J. Clinton	N / A	 Special Counsel and Assistant to the Commissioner of Indian	N / A	 Associate, Duncan & Brown (1971-1972); Gajarsa, Liss &	N / A
236	23	 Arthur L. Alarcon	 November 20, 1979	 President Jimmy Carter	N / A	 Deputy District Attorney, County of Los Angeles, California (1952-1961); Legal Advisor and Clemency and Extradition Secretary, Governor Edmund G. (Pat) Brown (D-CA), State of California (1961-1962); Executive Assistant, Governor Edmund G. (Pat) Brown (D-CA), State of California (1962-1964)	 Judge, California Superior Court, Los Angeles County	N / A	 American Bar Association; Los Angeles County . Bar Association
40	24	 Arthur N.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
39	25	 Arthur N. Votolato	N / A	N / A	N / A	N / A	N / A	N / A	N / A
340	26	 B é Career Law Clerk Jennifer Lk Shea,..............0.--- (205) 561-1630 Staff	N / A	N / A	N / A	N / A	N / A	N / A	N / A
109	27	 Barbara Milano Keena	 March 9, 2010	 President Barack Obama	N / A	 Prosecutor, County of Fairfax, Virginia	 Judge, 19th Judicial District of Virginia - Fairfax County, Virginia	N / A	N / A
68	28	 Barrington D. Parker	 October 10, 2001	 President George W. Bush	N / A	N / A	 District Judge, United States District Court for the Southern District of New York (1994-2001}; Circuit Judge, United States Court of Appeals for the Second Circuit (2001-2009)	 Associate, Sullivan & Cromwell LLP (1970-1977); Partner,	N / A
212	29	 Barry G. Silverman	 February 1998	 President William J. Clinton	N / A	 Court Commissioner, Superior Court of Arizona (1979-1984)	 Judge, Superior Court of Arizona (1984-1995); Magistrate Judge,	N / A	 American Bar Association; Federal Bar Association; Maricopa County Bar Association; State Bar of Arizona FEDERAL COURTS-— UNITED STATES COURTS OF APPEALS
200	30	 Barry S. Schermer	N / A	N / A	N / A	N / A	N / A	N / A	N / A
234	31	 Betty Binns Fletcher	N / A	N / A	N / A	N / A	N / A	N / A	N / A
292	32	 Beverly Baldwin	N / A	N / A	N / A	N / A	N / A	N / A	N / A
291	33	 Beverly Baldwin Martin	N / A	N / A	N / A	N / A	N / A	N / A	N / A
192	34	 Bobby E, Shepherd	 October 2006	 President George W. Bush	N / A	N / A	 Circuit-Chancery Judge, Arkansas 13th Judicial District (1991-1993); Magistrate Judge, United States District Court for the Western District of Arkansas (1993-2006)	 Private Practice (1976-1990) Military Service: United States Army Reserve, United States Department of the Army (1976-1981)	 Arkansas Bar Association; Federal Magistrate Judges Association; Union County Bar Association
270	35	 Bobby R. Baldock	N / A	N / A	N / A	N / A	N / A	N / A	N / A
138	36	 Boyce F Martin, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
304	37	 Brett M. Kavanaugh	N / A	N / A	N / A	N / A	N / A	N / A	N / A
50	38	 Brian K,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
49	39	 Brian K. Tester	N / A	N / A	N / A	N / A	N / A	N / A	N / A
254	40	 Bruce A.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
253	41	 Bruce A. Markell	N / A	N / A	N / A	N / A	N / A	N / A	N / A
34	42	 Bruce M. Selya	N / A	N / A	N / A	N / A	N / A	N / A	N / A
196	43	 C. Arien Beam	 November 9, 1987	 President Ronald Reagan	N / A	N / A	N / A	N / A	N / A
321	44	 C. Lynwood Smith, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
338	45	 C. Michael Stilson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
119	46	 Carl E. Stewart	 May 9, 1994	 President William J, Clinton	N / A	 Staff Attorney, Office of the Attorney General, United States Department of Justice (1978-1979); Assistant United States Attorney, ‘Western District of Louisiana, Office of the United States Attorney, United States Department of Justice (1979-1983), Special Assistant District Attorney, Office of the District Attorney, Caddo Parish, Louisiana (1983-1985); Assistant City Prosecutor, City of Shreveport, Louisiana (1983-1985)	 Judge, Louisiana District Court, First Judicial District (1985-1991); Judge, Louisiana Court of Appeal, Second Cireuit (1991-1994)	 Piper & Brown (1 977-1978); Partner, Stewart & Dixon (1983-1985) Military Service: United States Army (1974-1977)	 American Bar Association; The Harry V. Booth - Judge Henry A. Politz American Inn of Court, The American Inns of Court; Black Lawyers Association of Shreveport-Bossier, Louisiana Conference of Judges of Courts of Appeal; Louisiana State Bar Association; National Bar Association; Shreveport Bar Association
224	47	 Carlos T. Bea	N / A	N / A	N / A	N / A	N / A	N / A	N / A
114	48	 Carolyn Dineen Kin .	 July 13, 1979	 President Jimmy Carter	N / A	N / A	 Chief Judge, United States Court of Appeals for the Fifth Circuit (1999-2006); Member, Judicial Conference of the United States (1999-2006); Member, Executive Committee, Judicial Conference of the United States (2000-2005); Chairman, Executive Committee, Judicial Conference of the United States (2002-2005)	 Associate, Fulbright & Jaworski L.L.P. (1962-1972); Partner, Childs, Fortenbach, Beck & Guyton (1972-1978); Partner, Sullivan, Bailey, King, Randall & Sabom (1978-1979)	 American Bar Association; The American Law Institute; Federal Bar Association; Houston Bar Association; State Bar of Texas :
128	49	 Catharina Haynes	N / A	N / A	N / A	N / A	N / A	N / A	N / A
127	50	 Charles	N / A	N / A	N / A	 Deputy Assistant Attorney General, Civil Division, Office of the Associate Attorney General, United States Department of Justice (1989-1993)	 Fudge, Mississippi Court of Appeals (1995-2006) A	 Associate then Partner, Brunini, Grantham, Grower & Hewes (1977-1989) Military Service: United States Army Reserve, United States Department of the Army (1992-1997); Mississippi National Guard, United States Department of the Army (1997-2006)	 The Charles Clark American Inn of Court, The American Inns of Court; The American Law Institute; The Mississippi Bar; The Theodore Roosevelt Association
316	51	 Charles S$. Coody	N / A	N / A	N / A	N / A	N / A	N / A	N / A
76	52	 Chester J. Straub	 2008 ’	N / A	N / A	N / A	N / A	N / A	N / A
3	53	 Clarence Thomas	 October 23, 1991	 President George H.W. Bush	 Eleventh Judicial Circuit Corporate: Attorney, Monsanto Company (1977-1979)	 Assistant Attorney General, Office of the Attorney General, : State of Missouri (1974-1977); Legislative Assistant (R-MO), Office of Senator John C. Danforth, United States Senate (1979-1981): Assistant Secretary for Civil Rights, United States Department of Education (1981-1982); Chairman, United States Equal Employment Opportunity Commission (1982-1990)	 Circuit Judge, United States Court of Appeals for the District of	N / A	 The Missouri Bar
112	54	 Clyde H. Hamilton	 July 22, 1991	 President George H.W. Bush	N / A	 Editorial Staff, Cumulative Index of Congressional! Commission Hearings (1955-1958); Reference Assistant, United States Senate Library, Office of the Secretary of the Senate (1961-1963)	 Judge, United States District Court for the District of South Carolina (1982-1991)	 Associate, J. R. Folk, Esquire (1961-1963); Attorney, Butler, Means, Evms & Browne (1963-1982) Military Service: United States Army (1956-1958); United States Army Reserve, United States Department of the Army (1959-1962)	 South Carolina Bar 
223	55	 Consuelo Maria Callahan	N / A	 President George W. Bush	N / A	N / A	N / A	N / A	N / A
152	56	 Cornelia G. Kennedy	 September 26, 1979°	 President Jimmy Carter	N / A	 Member, Commission on the Bicentennial of the United States Constitution (1987-1991)	 Judge, Third Judicial Circuit, Michigan District Courts (1966-1970); Judge, United States District Court for the Eastern District of Michigan (1970-1979)	 Associate, Eimer H. Groefsema (1948-1952); Partner, Markle & Markle (1953-1966)	 American Association of Justice; American Bar Association; American Bar Foundation, American Bar Association; American Judicature Society; Detroit Bar Association; Federal Bar ; Association; National Association of Women Judges; National Association of Women Lawyers; Women Judges Fund for Justice
86	57	 D. Michael Fisher	N / A	N / A	N / A	N / A	N / A	N / A	N / A
280	58	 Dana L. Rasure	N / A	N / A	N / A	N / A	N / A	N / A	N / A
181	59	 Daniel A. Manion	N / A	N / A	N / A	N / A	N / A	N / A	N / A
182	60	 Daniel A. Manion,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
22	61	 Daniel M. Friedman	 Novernber 11, 1989	 President George H.W. Bush	N / A	 Legal Staff, United States Securities and Exchange	N / A	 Newman & Bisco (1940-1941); LN. Thurman (1941-1942) Military Service: United States Army (1942-1946)	 American Bar Association; The American Law Institute; Federal Bar Association cademic: Law Professor, 1, University of Florida (1958-1964); Law fessor, University of Tlinois (1964-1977); Visiting Professor, Law chool, University of Wisconsin-Madison (1967-1968); Dean and ro fessor, School of Law, Indiana University Bloomington (1977- 1989); iting Fellow, Cambridge University and Rockefeller Foundation esearch Center (1980); Visiting Scholar, Stanford University (1984-1985) sovernment: Counselor to the Under Secretary, United States Department f Heaith and Human Services (1986-1987); Associate Director, Office of qnagement and Budget, Executive Office of the President, Ronald gagan Administration (1987-1988); Administrator, Office of Information Regulatory Affairs, Executive Office of the President, Ronald Reagan “Administration (1988-1989) “Military Service: United States Navy (1948-1970) “
139	62	 Danny J. Boggs	N / A	N / A	N / A	N / A	N / A	N / A	N / A
298	63	 David Bryan Sentelle	 October 19, 1987	 President Ronald Reagan	N / A	 Assistant United States Attorney, Western District of North Carolina, United States Department of Justice (1970-1974)	 Judge, North Carolina General Courts of Justice (1974-1977); Judge, United States District Court for the Western District of North Carolina (1985-1987); Presiding Judge, Panel for the Appointment of Independent Counsel (1992-2006)	 Associate, Uzzell & DuMont (1968-1970); Partner, Bryant, Hicks & Sentefle (1977-1980); Partner, Tucker, Hicks, Sentelle, Moon & Hodge, PA (1980-1985)	 The Edward Bennett Williams American Inn of Court, The American Inns of Court Judicial Yellow Book
175	64	 David F Hamilton	N / A	N / A	N / A	N / A	N / A	N / A	N / A
197	65	 David R. Hansen ;	 November 26, 1991	 President George H.W. Bush	N / A	 Administrative Aide (R-IA), Office of Representative Ben FE. ‘Jensen, United States House of Representatives (1962-1963)	 Judge, Police Court (1969-1973); Judge, Iowa District Court, Second Judicial District (1976-1986); Judge, United States District Court for the Northern District of lowa (1986-1991); Chief Judge, United States Court of Appeals for the Eighth Circuit (2002-2003); Member, Judicial Conference of the United States (2002-2003); Judicial Panel on ’ Multidistrict Litigation	 Law Clerk and Associate Attorney, Jones, Cambridge & Carl (1963-1964); Partner, Barker, Hansen & MeNeal. (1968-1976) | Military Service: United States Army (1964-1968)	 The Dean Mason Ladd American Ion of Court, The American Inns of Court; Iowa State Bar Association
301	66	 David S. Tatel .	 October 11, 1994	 President William J. Clinton	N / A	 Director, Office for Civil Rights, United States Department of	N / A	 Associate, Sidiey & Austin (1967-1969); Associate, Sidley & Austin (1970-1972); Associate, Hogan & Hartson LLP (1974-1977); Partner, Hogan & Hartson LLP (1979-1994) Nonprofit: Director, Chicago Lawyers Committee for Civil Rights Under Law (1969-1970); Director, National Lawyers’ Committee for Civil Rights Under Law (1972-1974)	 National Academy of Education
146	67	 David W. McKeague	 uly 22, 2005	 President George W. Bush	N / A	N / A	 District Judge, United States District Court for the Western District of Michigan (1992-2005)	 Officer and Senior Partner, Foster, Swift, Collins & Smith, PC. (1971-1992) Military Service: United States Army Reserve, United States Department of the Army (1969-1975)	 The District of Columbia Bar; Federal Bar Association; The Federalist Society for Law and Public Policy Studies; State Bar of Michigan
273	68	 Deanell Reece Tacha		 President Jimmy Carter	N / A	N / A	N / A	 Associate, Goodwin, Procter & Hoar, LLP (1965-1966); Fei: (785) 842-8556 Fax: (785) 842-7717 Associate, Lupardus, Holliman & Huffman (1966-1967); Associate, Baker and Botts (1968-1969); Associate, Doerner, Stuart, Saunders, Daniel & Anderson LLP (1971-1975); Partner, Doerner, Stuart, Saunders, Daniel & Anderson LLP (1975-1979)	 The Council Oak/Johnson-Sontag American Inn of Court; American Bar Association; Federal Judges Association; National Association of Women Judges; Oklahoma Bar Association; Tulsa County Bar Association Deanell Reece Tacha - Senior Judge - Note: Circuit Judge Deanell Reece Tacha will be retiring the from the United. States Court of Appeals for the Tenth Circuit effective May 31, 2011. : Date of Birth: 1946 Education: Kansas 1968 BA; Michigan 1971 JD Began Service: December 16, 1985 Appointed By: President Ronald Reagan 
145	69	 Deborah L. Cook	N / A	 President George W. Bush	N / A	N / A	 Judge, Ohio Court of Appeais, Ninth District (1991-1994); Justice,	N / A	 Akron Bar Association; Ohio State Bar Association
59	70	 Debra Ann Livingston	 May 17, 2007	 President George W. Bush	N / A	 Assistant U.S. Attorney, Office of the United States	N / A	 Associate, Paul, Weiss, Rifkind, Wharton & Garrison LLP	N / A
52	71	 Dennis Jacobs	N / A	N / A	N / A	N / A	N / A	N / A	N / A
105	72	 Dennis W. Shedd	 December 10, 2002	 President George W. Bush	N / A	 Administrative Assistant (R-SC), Office of Senator Strom Thurmond, United States Senate (1982-1984); Chief Counsel and Staff Director, Committee on the Judiciary, United States Senate (1985-1986)	 District Judge, United States District Court for the District of South Carolina (1991-2002)	 Law Clerk, Harry Dent & Associates (1977-1978); Of Counsel, Bethea, Jordan & Griffin, PA. (1988-1991); Sole Practitioner, Law Offices of Dennis W. Shedd (1989-1991)	 South Carolina Bar
65	73	 Denny Chin	N / A	N / A	N / A	N / A	N / A	N / A	N / A
186	74	 Diana E. Murphy	 October 11, 1994	 President William J. Clinton	N / A	N / A	 Judge, Hennepin County Municipal Court (1976-1978); Judge, Minnesota District Court, Fourth Judicial District (1978-1980); Judge, United States District Court for the District of Minnesota (1980-1994); Chief Judge, United States District Court for the District of Minnesota (1992-1994); ‘Chair, United States Sentencing Commission (1999-2004)	 Associate, Lindquist & Vennum PLLP (1974-1976)	 American Bar Association; American Judicature Society; The American Law Institute; Federal Judges Association; Minnesota State Bar Association; Minnesota Women Lawyers; National Association of Women Judges
102	75	 Diana Gribbon Motz	N / A	N / A	N / A	N / A	N / A	N / A	N / A
171	76	 Diane Pamela Wood	N / A	N / A	N / A	N / A	N / A	N / A	N / A
172	77	 Diane §. Sykes	 August 2009 Term Expires: August 2011 E-mail: steven_arti@ca7 uscourts, gov Education: Northwestern 2009 JD Law Clerk Benita Brahmbhatt...................-.- (312) 435-552] 	 President George W. Bush	N / A	N / A	N / A	N / A	N / A
208	78	 Diarmuid F O’Scanniain	N / A	N / A	N / A	N / A	N / A	N / A	N / A
80	79	 Dolores K. Sloviter	N / A	N / A	N / A	N / A	N / A	N / A	N / A
237	80	 Dorothy Wright Nelson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
191	81	 Duane Benton	N / A	N / A	N / A	N / A	N / A	N / A	N / A
318	82	 Dwight H,	 October 1999	N / A	N / A	 Case Administrator, United States Bankruptcy Court for the Middle District of Alabama (1981-1989)	 Bankruptcy Administrator, United States Bankruptcy Court for the	N / A	 Alabama State Bar; Montgomery County Bar Association
115	83	 E. Grady Jolly	 August 2, 1982	 President Ronald Reagan	N / A	N / A	N / A	 Partner, Jolly, Miller & Milam (1969-1982)	N / A
71	84	 Earl Warren,	N / A	N / A	N / A	 Counsel to the Majority, Connecticut General Assembly (1959); Special Counsel, Office of the Governor, State of Connecticut (1960), Executive Assistant, Office of the Secretary, United States Department of Health, Education and Welfare (1961-1962); Administrative Assistant (D-CT), Office of Senator Abraham A. Ribicoff, United States Senate (1963-1964); U.S. Attorney, Connecticut District, Executive Office for United States Attomeys, United States Department of Justice (1964-1969)	 District Tudge, United States District Court for the District of Connecticut (1972-1979}	 Partner, Ritter, Satter & Newman (1958-1960); Private Practice (1969-1971) Military Service: United States Army Reserve, United States Department of the Army (1954-1962) Nonprofit: Consultant, Ford Foundation (1969-1970)	 American Bar Association; American Bar Foundation, American Bar Association; American Judicature Society; The American Law Institute; Connecticut Bar Association; Hartford County Bar
286	85	 Ed Carnes	 October 2, 1992	 President George H.W. Bush	N / A	 Assistant Attorney General, Office of the Attorney General	N / A	N / A	N / A
121	86	 Edith Brown Clement	 December 27, 2001	 President George W. Bush	N / A	N / A	 District Judge, United States District Court for the Eastern District of Louisiana (1991-2001)	 Jones, Walker, Waechter, Poitevent, Carrere & Denegre (1975-1991) ,	 The American Inns of Court; The American Law Institute; Federal Bar Association; Louisiana State Bar Association; Maritime Law Association of the United States
113	87	 Edith Hollan Jones	N / A	N / A	N / A	N / A	N / A	N / A	N / A
122	88	 Edward C. Prado,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
255	89	 Eileen W. Hollowell	 August 17, 2008	N / A	N / A	N / A	N / A	N / A	 American Bar Association; Arizona Women Lawyers Association; National Council of Bankruptcy Judges; Pima County Bar Association; State Bar of Arizona
9	90	 Elena Kagan’	 August 7, 2010	 President Barack Obama	 Sixth Judicial Circuit; Seventh Judicial Cireuit Academic: Professor, Law School, University of Chicago (1995-1997); Visiting Professor, Harvard Law School, Harvard University (1999-2001); Professor, Harvard Law School, Harvard University (2001-2003); Dean, Harvard Law School, Harvard University (2003-2009)	 Associate Counsel to the President, Office of the White	N / A	N / A	N / A
278	91	 Elizabeth E.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
277	92	 Elizabeth E. Brown	N / A	N / A	N / A	N / A	N / A	N / A	N / A
117	93	 Emilio M. Garza	 June 7, 1991	 President George H.W. Bush	N / A	N / A	 Judge, Texas District Court, 225th Judicial District (1987-1988); Judge, United States District Court for the Western District of Texas (1988-2991)	 Attorney, Clemens, Spencer, Welmaker & Finck (1976-1987) Military Service: United States Marine Corps (1970-1973); United States Marine Corps Reserve (1973-1979)	 San Antonio Bar Association; State Bar of Texas
297	94	 Emmett R. Cox	 1988	 President Ronald Reagan	N / A	N / A	 Judge, United States District Court for the Southern District of Alabama (1981-1988)	 Associate, Mead & Norman (1959-1964); Attorney, Gaillard, Wilkins, Smith & Cox (1964-1970); Partner, Nettles, Cox & Barker (1970-1981) Military Service: Air National Guard (1958-1964)	 Alabama State Bar; Maritime Law Association of the United States; Mobile Bar Association United States Court of Appeals for the District of Columbia Circuit 89 mbers of Chief Judge David Bryan Sentelle continued jerk Julia Sheketoff iii ciccsev ica seas cwnee (202) 216-7335 atl Service: August 2016 a Expires: August 2011 iulia_sheketoffi@cadc.uscourts,gov United States Court of Appeals fo; the District of Columbia Circuit E. Barrett Prettyman U.S. Courthouse, 333 Constitution Avenue, NW, Washington, DC 20001-2866 de j Tel: (202) 216-7000 . Ee Clerk George Morris .................... (202) 216-7337 Tel: (202) 273-0926 (Appellate Case Voice information) Ce il george_morris@icadc.uscourts.gov Tel: (202) 216-7296 (Electronic Opinions Voice) Fax: (202) 273- -0988 val Assistant to the Chief Judge Internet: www.cadc.uscourts.gov na ; y Hauser Searrow 0. eee ee (202) 216-7330 Number of Judgeshipa: 12 ory Annette Huskey..................2----0.- {202} 216-7333 Number of Vacancies: 3 Supreme Court Justice: Chief Justice John G, Roberts Jr. ambers of Circuit Judge Douglas H. Ginsburg ot E, Barrett Prettyman U.S. Courthouse, 333 Constitution Avenue,
36	95	 Enrique	N / A	N / A	N / A	N / A	N / A	N / A	N / A
142	96	 Eric Lee Clay	N / A	N / A	N / A	N / A	N / A	N / A	N / A
157	97	 Eugene E. Siler, Jr.	 September 17, 1991	 President George H.W. Bush	N / A	 County Attorney, Office of the County Attorney, County of Whitley, Kentucky (1965-1970); United States Attorney, Eastern District of Kentucky, United States Department of Justice (1970-1975)	 United States District Judge, United States District Courts for the Eastern and Western Districts of Kentucky (1975-1991)	 Private Practice (1964-1970) Military Service: United States Navy (1958-1960), United States Naval Reserve (1961-1983)	 The District of Columbia Bar; Federal Bar Association; Federal Judges Association; Kentucky Bar Association; Virginia State Bar
243	98	 Ferdinand Francis	N / A	N / A	N / A	N / A	N / A	N / A	N / A
118	99	 Fortunato P Benavides	 1994	 President William J. Clinton	N / A	 Commissioner, Juvenile Probation Commission, State of Texas (1983-1989)	 Judge, Hidalgo County Court at Law No. 2 (1977-1979); Judge, Texas District Court, 92nd Judicial District (1981-1984); Judge, Texas Court of Appeals, 13th District (1984-1991); Judge, Texas Court of Criminal Appeals (1991-1992)	 Rankin, Kern & Martinez (1972-1974); Partner, Cisneros & Benavides (and predecessor firms) (1974-1980), Sole Practitioner, Law Offices of Fortunato P, Benavides (1980-1981); Associate, Atlas & Hall {1993-1994}	 American Bar Association; Hidalgo County Bar Association; Hispanic National Bar Association; State Bar of Texas
166	100	 Frank H. Easterbrook	N / A	N / A	N / A	N / A	N / A	N / A	N / A
51	101	 Frank J. Bailey	N / A	N / A	N / A	N / A	N / A	N / A	N / A
288	102	 Frank M. Hull	 October 3, 1997	 President William J. Clinton	N / A	N / A	 Judge, State Court of Fulton County (1984-1990); Judge, Gears Superior Court, Fulton County, Atlanta Judicial Circuit (1990-1994). Fudge, United States District Court for the Northern District of Georgia (1994-1997)	 Attorney, Powell, Goldstein, Frazer & Murphy LLP (1974-1984)	 American Bar Foundation, American Bar Association; American Judicature Society, Federal Bar Association; Order of the Coif; State Bar of Georgia
164	103	 G. Harvey Boswell	N / A	N / A	N / A	N / A	N / A	N / A	N / A
107	104	 G. Steven Agee	 July 2, 2008	 President George W. Bush	N / A	 Member, Virginia House of Delegates (1982-1994). Escheator, 23rd Judicial Circuit, Virginia Circuit Courts (1994-2000); Commissioner, 23rd Judicial Circuit, Virginia Circuit Courts (1996-2000); Member, Virginia Criminal Sentencing Commission, Commonwealth of Virginia (1997-2601)	 Judge, Court of Appeals of Virginia (2001-2003); Justice, Supreme Court of Virginia (2003-2008)	 Osterhoudt, Ferguson, Natt, Aheron, & Agee, PC. (1980-2000) Military Service: United States Army Reserve, JAG Corps (1985-1997)	 The Virginia Bar Association ;
70	105	 George T, Washington,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
283	106	 Gerald Bard Tjoflat	N / A	N / A	N / A	N / A	N / A	N / A	N / A
60	107	 Gerard E. Lynch	N / A	N / A	N / A	N / A	N / A	N / A	N / A
63	108	 Gerard E. Lynch,	N / A	N / A	N / A	N / A	N / A	 Counsel, Howard, Darby & Levin (1992-2000)	N / A
151	109	 Gilbert S. Merritt	N / A	N / A	N / A	N / A	N / A	N / A	N / A
23	110	 Glenn L. Archer, Jr. A siriive Assisian’ Donne Sieaon Cnn 25 s940	N / A	N / A	N / A	N / A	N / A	N / A	N / A
77	111	 Guido Calabresi	N / A	N / A	N / A	N / A	N / A	N / A	N / A
78	112	 Guido Calabresi, Unite	 Tune 2010	N / A	N / A	N / A	N / A	N / A	 American Association of Justice; American Bar | Association; The American Law Institute; Association of American Law Schools; Connecticut Bar Association; National Association of Women, Lawyers; National Bat Association; Society of American Law Teachers 
26	113	 Haldane Robert Mayer	 June 19, 1987	 President Ronald Reagan	N / A	N / A	N / A	N / A	 The District of Columbia Bar; Virginia State Bar 
136	114	 Harold R. DeMoss, Jr.	 December 13, 1991	 President George H.W. Bush	N / A	 Member of the Council, Administrative Conference of the	N / A	 Associate, Bracewell & Patterson, L.L-P. (1957-1961); Partner, Bracewell & Patterson, L-L.P. (1961-1991) Military Service: United States Army (1955-1957}	 Federal Tudges Association; Houston Bar Association; Maritime Law Association of the United States; State Bar of Texas 
260	115	 Harris L Hartz	N / A	N / A	N / A	N / A	N / A	N / A	N / A
207	116	 Harry Pregerson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
307	117	 Harry T. Edwards	N / A	N / A	N / A	N / A	N / A	N / A	N / A
